ID,gene,dbeta,feature,methylation_level
cg25583983,MICA,-0.0137887009717951,Body,Hyper
cg07792478,MIR124-2,-0.012754466717875,TSS1500,Hyper
cg19267861,MIR124-3,-0.0147301357331296,TSS200,Hyper
cg18614984,MIR1253,-0.0122909794360037,TSS1500,Hyper
cg09596116,MIR148A,-0.010950833706172,TSS1500,Hyper
cg08200293,MIR210,-0.0117007440724769,TSS1500,Hyper
cg00215432,MIR375,-0.0140725551734547,TSS200,Hyper
cg00818473,MIR574,-0.010805642371195,TSS200,Hyper
cg03040622,MIR589,-0.0114607145937548,TSS1500,Hyper
cg13251842,MIRLET7A3,-0.0102490694548612,TSS200,Hyper
cg25559898,MIRLET7B,-0.0122268768323606,Body,Hyper
cg21496658,MME,-0.0156824677672758,TSS1500,Hyper
cg25570278,MMP14,-0.0116876291357754,Body,Hyper
cg01270736,MMP25,-0.0103406329333534,Body,Hyper
cg12996305,MNT,-0.0132807234333281,Body,Hyper
cg00841693,MNX1,-0.0116926606324727,5'UTR,Hyper
cg11839681,MST1R,-0.0123587456425165,1stExon,Hyper
cg02803037,MT1G,-0.0120580801778163,TSS200,Hyper
cg06846010,MT1L,-0.0112612999430869,TSS200,Hyper
cg06623197,MTMR3,-0.01046965024998,Body,Hyper
cg13184823,MTNR1A,-0.0119578204511506,TSS200,Hyper
cg15897774,MTRR,-0.0129502802098868,TSS200,Hyper
cg22500132,MUC1,-0.0143593124118916,TSS200,Hyper
cg13841901,MUTYH,-0.0164279712442968,TSS200,Hyper
cg19125715,MYBL1,-0.0147116099306724,TSS200,Hyper
cg09975715,MYH10,-0.0139664852045484,3'UTR,Hyper
cg02484850,MYH9,-0.0128417714944073,5'UTR,Hyper
cg05243095,MYL12B,-0.0154468536688814,5'UTR,Hyper
cg24947456,MYO1A,-0.0139019730748651,Body,Hyper
cg03079497,MYO1C,-0.016218382692263,5'UTR,Hyper
cg06425919,MYOD1,-0.0126298032226625,1stExon,Hyper
cg19300568,NAT8L,-0.0118845707908616,TSS1500,Hyper
cg26432350,NBEAL2,-0.0165120272466399,Body,Hyper
cg01012082,NCOA2,-0.0132857122651153,3'UTR,Hyper
cg20116574,NCOA5,-0.017838926494286,5'UTR,Hyper
cg22828383,NCOR2,-0.0128174189211666,5'UTR,Hyper
cg23740758,NEDD9,-0.0145744703961334,5'UTR,Hyper
cg00197313,NEFL,-0.0140996975192053,1stExon,Hyper
cg07552803,NEFM,-0.0114769023521804,TSS1500,Hyper
cg14689623,NELL1,-0.0148023310349188,5'UTR,Hyper
cg24906202,NEO1,-0.0171489338371697,Body,Hyper
cg09942248,NEUROD1,-0.0131473124016789,TSS1500,Hyper
cg18482164,NEUROD2,-0.0112996469350222,5'UTR,Hyper
cg19951663,NEUROG1,-0.0137021252110469,5'UTR,Hyper
cg08108155,NF2,-0.0107836525806012,TSS200,Hyper
cg21376004,NFE2,-0.0138558620175208,Body,Hyper
cg22603569,NFIC,-0.0123631952326191,Body,Hyper
cg13782561,NFIL3,-0.010870530229648,5'UTR,Hyper
cg05014952,NFKBIA,-0.0145916544216268,Body,Hyper
cg02881570,NGB,-0.0173831292133167,1stExon,Hyper
cg21646199,NHLH2,-0.0138220697593184,5'UTR,Hyper
cg10055566,NKAPL,-0.0125477634480359,1stExon,Hyper
cg04347874,NKX2-1,-0.0134737501197693,Body,Hyper
cg22265644,NKX2-2,-0.0126663147551662,TSS200,Hyper
cg17811778,NKX2-3,-0.0102202395669521,1stExon,Hyper
cg02051616,NKX2-5,-0.0117325576880593,Body,Hyper
cg10530851,NKX2-8,-0.013426433397519,Body,Hyper
cg19355087,NKX6-2,-0.015527732812282,TSS1500,Hyper
cg04899175,NOS1,-0.0137388204573085,5'UTR,Hyper
cg24309428,NOX4,-0.0134234090057382,1stExon,Hyper
cg00043004,NOXO1,-0.0124479875103177,Body,Hyper
cg03607115,NPNT,-0.0115037431579927,1stExon,Hyper
cg14254918,NPPC,-0.0123830021426054,Body,Hyper
cg18952796,NPTX2,-0.0157969157854847,5'UTR,Hyper
cg10341154,NPY5R,-0.0154344234818483,5'UTR,Hyper
cg09161455,NR1D1,-0.0103107425349453,Body,Hyper
cg12702981,NR1I2,-0.0137774629634208,Body,Hyper
cg08640634,NR2E1,-0.012590226905935,TSS1500,Hyper
cg01153166,NR2F2,-0.0130575544832127,TSS1500,Hyper
cg14046477,NR6A1,-0.015510057771852,Body,Hyper
cg21207028,NRSN2,-0.0109109810124592,1stExon,Hyper
cg09911521,NRTN,-0.0115748849108293,3'UTR,Hyper
cg08369368,NSD1,-0.0108394872523833,TSS200,Hyper
cg00108715,NT5DC2,-0.0105994594916844,Body,Hyper
cg23157089,NT5E,-0.0172061878233996,1stExon,Hyper
cg03393889,NTHL1,-0.012362672403273,Body,Hyper
cg03888033,NTRK1,-0.0132242123289659,Body,Hyper
cg15778350,NUF2,-0.0146728219399335,1stExon,Hyper
cg05187833,NUP153,-0.0140338438326433,TSS200,Hyper
cg03092918,OAT,-0.0195210594767804,TSS200,Hyper
cg22635008,OGDHL,-0.0101798911370826,5'UTR,Hyper
cg05522774,OLIG1,-0.0150360975059288,1stExon,Hyper
cg18141828,OPRD1,-0.0152557116266861,1stExon,Hyper
cg06808751,OPRK1,-0.0162816674091018,5'UTR,Hyper
cg19233923,OTUB1,-0.0158495790294287,5'UTR,Hyper
cg06966811,OTX2,-0.0129258905842021,5'UTR,Hyper
cg11969813,P4HB,-0.0106997901630172,Body,Hyper
cg19054815,PAFAH1B1,-0.012652796391856,TSS200,Hyper
cg10640944,PAM,-0.0150539133549294,5'UTR,Hyper
cg06584619,PANK2,-0.0101204002931859,TSS1500,Hyper
cg19906131,PANX1,-0.0115843057473138,1stExon,Hyper
cg11086982,PAPLN,-0.0164752269824189,Body,Hyper
cg01264729,PARN,-0.0101007181817323,Body,Hyper
cg01783070,PAX1,-0.0140204759863146,TSS200,Hyper
cg23546474,PAX3,-0.0124670293507724,Body,Hyper
cg13482308,PAX5,-0.0162291077758316,Body,Hyper
cg07434271,PAX6,-0.0143499777129817,TSS1500,Hyper
cg17504999,PCDH10,-0.0133441859852691,1stExon,Hyper
cg06660523,PCDH7,-0.0125481103206303,1stExon,Hyper
cg27360326,PCDH8,-0.0132583505165226,1stExon,Hyper
cg02835038,PCNT,-0.0117289732516116,TSS200,Hyper
cg19456953,PCSK1,-0.0135282316526679,Body,Hyper
cg19864758,PCSK2,-0.017357002203414,TSS1500,Hyper
cg17167852,PCSK9,-0.0126101844138474,TSS200,Hyper
cg06638463,PDE4A,-0.0153721021907756,TSS1500,Hyper
cg07190535,PDE4D,-0.0133252996185325,Body,Hyper
cg11699826,PDIK1L,-0.0154113445013219,5'UTR,Hyper
cg07372602,PDK4,-0.0132452293796525,1stExon,Hyper
cg09774198,PDS5B,-0.0156226845229602,1stExon,Hyper
cg03860037,PDX1,-0.0120613736947591,Body,Hyper
cg16896079,PDZRN4,-0.0165647597755536,1stExon,Hyper
cg02661886,PEBP1,-0.0118844204764892,TSS200,Hyper
cg04612444,PENK,-0.0158537375458503,5'UTR,Hyper
cg02976543,PER2,-0.0107724937075775,TSS1500,Hyper
cg27485716,PGAM5,-0.0112774476166094,TSS1500,Hyper
cg25312481,PGD,-0.0108793863612344,5'UTR,Hyper
cg26767632,PGLYRP1,-0.0135232700735289,TSS200,Hyper
cg07793638,PHF13,-0.0100735189303982,Body,Hyper
cg19651694,PHOX2A,-0.0126223155632346,1stExon,Hyper
cg11013726,PIF1,-0.0117964916124586,5'UTR,Hyper
cg26509691,PITX1,-0.0103303032187352,3'UTR,Hyper
cg03184290,PITX2,-0.0122071554161899,Body,Hyper
cg07950002,PKN3,-0.0116920589044293,Body,Hyper
cg14204791,PKNOX1,-0.0111004815921628,5'UTR,Hyper
cg13990947,PLIN2,-0.0118629317467271,TSS1500,Hyper
cg00580230,PLK2,-0.0175646627983278,TSS1500,Hyper
cg09863247,PLTP,-0.0143053983987272,Body,Hyper
cg07057177,PLXNA4,-0.0145782644861415,TSS200,Hyper
cg23173586,PNP,-0.013796960431721,3'UTR,Hyper
cg15020801,PNPO,-0.0127147395676767,Body,Hyper
cg00674304,POMC,-0.0100063681292443,TSS200,Hyper
cg17078686,POU3F3,-0.0103946008114863,TSS200,Hyper
cg23440004,POU4F1,-0.012567007218526,Body,Hyper
cg06083330,POU4F2,-0.01516998424414,Body,Hyper
cg16344026,PPARGC1B,-0.0156961407984419,1stExon,Hyper
cg02835734,PPP1CB,-0.0119987332784876,5'UTR,Hyper
cg08243728,PPP1R13L,-0.0105691100668538,5'UTR,Hyper
cg22557662,PPP1R14A,-0.01500511219384,TSS1500,Hyper
cg06405765,PPP4C,-0.011990278285606,5'UTR,Hyper
cg23856299,PRAM1,-0.0105741269443664,Body,Hyper
cg25051341,PRDM13,-0.0134401960347263,Body,Hyper
cg00384539,PRDM14,-0.0130151718083248,TSS200,Hyper
cg00124011,PRDM2,-0.0109814918514587,1stExon,Hyper
cg27242132,PRDM8,-0.0150364098471453,5'UTR,Hyper
cg22555472,PRDX2,-0.0110835306735575,TSS1500,Hyper
cg16087447,PRICKLE1,-0.0143904148925417,TSS1500,Hyper
cg08072992,PRKACA,-0.0100402826968724,TSS1500,Hyper
cg08621843,PROC,-0.0116047818876386,Body,Hyper
cg22159483,PRPF8,-0.01040638867604,TSS200,Hyper
cg26089160,PSD,-0.0117252173482655,Body,Hyper
cg08730330,PSMC5,-0.0125430823842677,TSS200,Hyper
cg03671660,PSMG1,-0.0116516040119465,Body,Hyper
cg02201963,PSMG2,-0.0120105209001939,TSS1500,Hyper
cg17667988,PTBP1,-0.0108571013610167,TSS200,Hyper
cg22746058,PTF1A,-0.0131668267559533,TSS1500,Hyper
cg24989962,PTGDR,-0.0137361514023197,TSS200,Hyper
cg17218713,PTGER3,-0.0150413734486823,1stExon,Hyper
cg07720856,PTMA,-0.0124512205970364,TSS1500,Hyper
cg15543566,PTPN13,-0.0134256586635662,5'UTR,Hyper
cg16426537,PTPN5,-0.0128936254569176,TSS200,Hyper
cg12388583,PTPRB,-0.0172130978607222,Body,Hyper
cg14080967,PTPRD,-0.0166836976572479,5'UTR,Hyper
cg23281075,PUM1,-0.0102015871129136,TSS200,Hyper
cg04603419,PYY,-0.0103371497692495,5'UTR,Hyper
cg20819397,RAB14,-0.011186611598904,1stExon,Hyper
cg03325733,RAB32,-0.0168684800268527,TSS200,Hyper
cg18686527,RAB34,-0.0149733139807911,Body,Hyper
cg04653522,RAB38,-0.0144881692766477,TSS200,Hyper
cg15627380,RAB40B,-0.0165037112320214,TSS200,Hyper
cg18715511,RAD52,-0.0132557770764205,TSS200,Hyper
cg09281539,RALGAPA2,-0.0137567147420629,5'UTR,Hyper
cg23649708,RALYL,-0.011588324738785,TSS200,Hyper
cg13474619,RAN,-0.010149474403772,TSS200,Hyper
cg24698875,RAPGEF3,-0.015800830683727,1stExon,Hyper
cg14226182,RARRES1,-0.0114726619573415,5'UTR,Hyper
cg12969644,RASEF,-0.0142415054095083,TSS200,Hyper
cg20973720,RASGRF1,-0.0168200259509148,5'UTR,Hyper
cg15383276,RASL10A,-0.0115645067497989,3'UTR,Hyper
cg18481241,RB1,-0.0124495986501778,Body,Hyper
cg00449899,RB1CC1,-0.0166853288128464,5'UTR,Hyper
cg25302957,RBM24,-0.0126201623031586,TSS1500,Hyper
cg25793377,RBP4,-0.0152940572269862,TSS1500,Hyper
cg15090005,RBP7,-0.0136139781766697,Body,Hyper
cg19850545,RBX1,-0.0142713543410598,1stExon,Hyper
cg15995125,RCC2,-0.0122332261916543,Body,Hyper
cg18556834,REC8,-0.0200079990376987,TSS200,Hyper
cg17368874,RECQL4,-0.0107695315873434,TSS200,Hyper
cg17540765,RECQL5,-0.0107955407552875,Body,Hyper
cg06500355,REV3L,-0.013000746018543,1stExon,Hyper
cg17380091,REXO1,-0.0108913839668754,Body,Hyper
cg20219381,RGS22,-0.0127229981168184,Body,Hyper
cg14156405,RGS7,-0.019447465717596,5'UTR,Hyper
cg05924647,RHOV,-0.0152253763799084,1stExon,Hyper
cg15118665,RHPN1,-0.0122714948811868,Body,Hyper
cg14224762,RIMS1,-0.0152071948985382,TSS200,Hyper
cg21637392,RNF216,-0.0138121971511474,Body,Hyper
cg04265971,RNF4,-0.0140135969306937,TSS200,Hyper
cg27597069,RNF8,-0.0154311076924962,5'UTR,Hyper
cg00473112,RNH1,-0.0109663466636341,1stExon,Hyper
cg09251429,ROBO3,-0.012823804238632,TSS200,Hyper
cg08700690,RORA,-0.0169424086922384,Body,Hyper
cg05489143,RPL14,-0.0128352407020003,TSS200,Hyper
cg15744637,RPLP2,-0.0168035535477045,TSS200,Hyper
cg14765646,RPRM,-0.0166774553724769,3'UTR,Hyper
cg18455653,RRBP1,-0.01259352063235,1stExon,Hyper
cg25984973,RTEL1,-0.011923558504402,TSS200,Hyper
cg07961283,RUNX1,-0.0144803353303069,TSS200,Hyper
cg24006126,RUSC1,-0.0110167087366527,5'UTR,Hyper
cg02189843,S1PR5,-0.0110243897667868,5'UTR,Hyper
cg05884032,SALL3,-0.0157588883381933,TSS200,Hyper
cg23445341,SBNO2,-0.0137162440705015,Body,Hyper
cg10508993,SCGB3A1,-0.014687129911998,TSS200,Hyper
cg08551725,SCRN1,-0.0124162893191854,TSS1500,Hyper
cg00447052,SCRT1,-0.0116920514098704,3'UTR,Hyper
cg25774643,SCT,-0.0130634857627893,TSS200,Hyper
cg04812556,SCUBE2,-0.0157120755099516,Body,Hyper
cg23348582,SEL1L,-0.0120248438903953,TSS200,Hyper
cg04848343,SEMA6B,-0.0171401426619829,Body,Hyper
cg02872623,SENP2,-0.0108693961161679,1stExon,Hyper
cg01733795,SENP3,-0.0125103446409739,1stExon,Hyper
cg26360484,SERINC2,-0.0104717330892847,TSS200,Hyper
cg00853733,SETD1B,-0.013378750968155,Body,Hyper
cg26260386,SETD7,-0.0129617958311246,TSS200,Hyper
cg07160932,SEZ6L2,-0.0164710130050875,Body,Hyper
cg13269439,SF3B2,-0.0112012319343362,1stExon,Hyper
cg03167369,SFPQ,-0.0110408008643348,1stExon,Hyper
cg10406295,SFRP1,-0.0127142500864597,TSS200,Hyper
cg08261094,SFRP4,-0.0119408045563015,5'UTR,Hyper
cg16217610,SGMS2,-0.0116149430365833,5'UTR,Hyper
cg00043095,SGPP2,-0.0163429889580743,TSS200,Hyper
cg12885832,SH2B3,-0.0161574060250602,1stExon,Hyper
cg17977409,SH3GL2,-0.0144399155445259,1stExon,Hyper
cg21510892,SHH,-0.0142119045831643,5'UTR,Hyper
cg23684249,SHISA3,-0.0100360977077408,1stExon,Hyper
cg16703882,SHOX2,-0.0106025192993168,1stExon,Hyper
cg17897313,SIK1,-0.0104289443689837,Body,Hyper
cg17380661,SIM1,-0.0159984718644548,TSS1500,Hyper
cg26938272,SIM2,-0.0147354164137217,TSS1500,Hyper
cg20926035,SIX2,-0.0136345756192736,TSS200,Hyper
cg14673618,SIX3,-0.01181069703185,Body,Hyper
cg20585530,SIX6,-0.0140229696653478,TSS200,Hyper
cg01313966,SKA1,-0.0102689514323399,5'UTR,Hyper
cg02050917,SKI,-0.0165511373388785,Body,Hyper
cg26074851,SKP1,-0.0111191574691519,5'UTR,Hyper
cg26090107,SLC15A3,-0.013551555546616,1stExon,Hyper
cg07016605,SLC16A3,-0.0130516221652268,Body,Hyper
cg20439022,SLC16A8,-0.0161630155719656,Body,Hyper
cg19063061,SLC17A7,-0.0135685934157164,Body,Hyper
cg00688402,SLC17A9,0.011660944923827,Body,Hyper
cg17243364,SLC19A1,-0.0117208368357356,TSS1500,Hyper
cg23122109,SLC19A3,-0.0102270766764135,5'UTR,Hyper
cg24879257,SLC25A1,-0.0142658479002066,TSS1500,Hyper
cg03738352,SLC34A2,-0.012923695812956,TSS200,Hyper
cg15599483,SLC40A1,-0.0124592997538886,Body,Hyper
cg17128349,SLC46A3,-0.012405033072062,TSS200,Hyper
cg26230674,SLC5A5,-0.0119446198370368,5'UTR,Hyper
cg16232126,SLC5A7,-0.0149834878879975,1stExon,Hyper
cg21431690,SLC5A8,-0.0125931576364731,1stExon,Hyper
cg07661704,SLC7A11,-0.0102389111037709,Body,Hyper
cg13300580,SLC9A1,-0.0105786845501214,Body,Hyper
cg09978353,SLC9A3R1,-0.0110685535996492,Body,Hyper
cg04751761,SLC9A3R2,-0.0118618787545599,Body,Hyper
cg13196826,SLIT1,-0.0142251915386531,5'UTR,Hyper
cg27363829,SLITRK3,-0.0117756020574537,TSS200,Hyper
cg07890839,SMAD3,-0.0116931034202888,Body,Hyper
cg01281718,SMAP1,-0.0100325963763108,TSS1500,Hyper
cg23892580,SMARCA4,-0.0130538461225904,5'UTR,Hyper
cg03006716,SMURF1,-0.0115485895719312,1stExon,Hyper
cg24851084,SMURF2,-0.0120437009757811,Body,Hyper
cg07003542,SNCB,-0.0145280499520287,5'UTR,Hyper
cg22951727,SND1,-0.013848107702145,TSS200,Hyper
cg00958578,SNRNP25,-0.0156277873204942,TSS200,Hyper
cg04620101,SNRPA1,-0.01350309495153,Body,Hyper
cg04266460,SOCS1,-0.0130629965378489,Body,Hyper
cg15316206,SORBS3,-0.0152919935876201,TSS1500,Hyper
cg15653173,SOX1,-0.0146692999525697,1stExon,Hyper
cg18897632,SOX11,-0.0135837165676892,3'UTR,Hyper
cg00123055,SOX17,-0.0165720551089172,1stExon,Hyper
cg23111830,SOX21,-0.0141043206433906,TSS200,Hyper
cg08965276,SOX8,-0.0185260766021356,TSS1500,Hyper
cg04506585,SOX9,-0.0107382131539748,TSS1500,Hyper
cg27632911,SPAG4,-0.013244116475009,Body,Hyper
cg18247055,SPAG6,-0.0144769796340858,TSS200,Hyper
cg24395452,SPATA18,-0.0127638877079477,Body,Hyper
cg18289490,SPATA2,-0.0125058751454293,1stExon,Hyper
cg08905080,SPG7,-0.0114411753523865,Body,Hyper
cg20647962,SPINT1,-0.0107200491199291,TSS200,Hyper
cg14883717,SPRY2,-0.0131206725157869,TSS1500,Hyper
cg22711777,SPSB1,-0.0132106382409596,TSS1500,Hyper
cg12108029,SQLE,-0.0169419011507045,1stExon,Hyper
cg16041611,SRF,-0.0131437939344858,1stExon,Hyper
cg08526825,SRRM2,-0.0168264618144641,TSS200,Hyper
cg15348869,SRRM4,-0.0102698709352242,TSS1500,Hyper
cg15347189,SST,-0.0138740477414882,1stExon,Hyper
cg13344169,SSTR2,-0.0128057839956103,1stExon,Hyper
cg25604067,ST3GAL4,-0.0160175459534462,TSS200,Hyper
cg22070406,ST8SIA3,-0.0115811992033565,TSS200,Hyper
cg08183916,STARD7,-0.0170514262892507,1stExon,Hyper
cg24718015,STAT3,-0.0141861257388709,Body,Hyper
cg27330553,STEAP1,-0.0111275555425036,5'UTR,Hyper
cg21144270,STK25,-0.0114238795764724,TSS1500,Hyper
cg03405315,STK33,-0.0143491622325432,TSS1500,Hyper
cg26314868,STMN1,-0.0123364832313285,TSS1500,Hyper
cg15471953,SULT4A1,-0.0168253085473836,TSS200,Hyper
cg13606569,SVEP1,-0.012765230187561,1stExon,Hyper
cg07667295,SYNE2,-0.0174150583455244,5'UTR,Hyper
cg16288089,TAC1,-0.0149444347701077,5'UTR,Hyper
cg04535008,TACR3,-0.0117977194838338,TSS200,Hyper
cg00554413,TACSTD2,-0.012494976149106,1stExon,Hyper
cg19797376,TAL1,-0.0136668050803703,TSS200,Hyper
cg25308231,TBCEL,-0.0116582725223773,TSS200,Hyper
cg02106850,TBX18,-0.0136620070597371,TSS200,Hyper
cg18002447,TBX2,-0.0134342181117022,Body,Hyper
cg22635491,TBX3,-0.0127043860396338,Body,Hyper
cg12670347,TBX5,-0.0146087024937706,TSS1500,Hyper
cg11729169,TBXA2R,-0.0126811236299696,TSS200,Hyper
cg26948288,TCF25,-0.016868863998544,TSS1500,Hyper
cg03438305,TCHH,-0.0116219350629328,Body,Hyper
cg10921983,TCTN2,-0.0172458961819833,5'UTR,Hyper
cg01356910,TFAP4,-0.0168895737810354,TSS1500,Hyper
cg27540367,TGFB1,-0.0131976160201035,Body,Hyper
cg09983897,TGFB1I1,-0.0138757543936041,TSS1500,Hyper
cg03625177,TGFBI,-0.0127655252892579,TSS200,Hyper
cg13827209,TGFBR1,-0.0168126149532731,3'UTR,Hyper
cg27273675,TGFBRAP1,-0.0100892802902107,Body,Hyper
cg21164232,TGIF1,-0.0116099747003015,5'UTR,Hyper
cg08545268,TGM2,-0.0124027159893866,TSS200,Hyper
cg08354093,THBD,-0.0108263127110982,1stExon,Hyper
cg20942286,THBS4,0.0123633132621108,Body,Hyper
cg18702971,THOC5,-0.0116329872516065,Body,Hyper
cg05590818,TLK1,-0.0106624206777723,Body,Hyper
cg06405222,TLR2,-0.0103962894213772,TSS200,Hyper
cg11196237,TLX1,-0.0114952020990878,TSS200,Hyper
cg03998104,TLX2,-0.0112824664352638,3'UTR,Hyper
cg06410537,TLX3,-0.0133988715970854,1stExon,Hyper
cg16301617,TMC8,-0.0115902258331219,Body,Hyper
cg10848792,TMEM17,-0.0121669384673022,Body,Hyper
cg03214422,TMEM170B,-0.0129977115806524,TSS1500,Hyper
cg00736523,TMEM215,-0.0135770559908707,TSS1500,Hyper
cg11980819,TMIGD2,-0.0128159803100161,TSS200,Hyper
cg26309194,TMPRSS2,-0.0119248516738904,TSS1500,Hyper
cg20460852,TNFRSF10A,-0.0174907910106597,TSS200,Hyper
cg10059687,TNFRSF25,-0.013447905812372,1stExon,Hyper
cg08715226,TNFRSF6B,-0.0102449863935335,5'UTR,Hyper
cg06452665,TNFSF11,-0.0104321449821651,1stExon,Hyper
cg23558601,TNK1,-0.0101447596691933,TSS200,Hyper
cg12114735,TNNI3,-0.0135244718232072,Body,Hyper
cg03011535,TOX2,-0.0125406102007757,5'UTR,Hyper
cg06772580,TP53I13,-0.0149314078499466,Body,Hyper
cg21110337,TPCN1,-0.0104564702217656,Body,Hyper
cg07355841,TPPP3,-0.0133824347725362,5'UTR,Hyper
cg22931604,TRH,-0.010102362046197,5'UTR,Hyper
cg25589651,TRIM27,-0.016955217424119,1stExon,Hyper
cg18199720,TRIM33,-0.0116260269115465,TSS1500,Hyper
cg21647833,TRIM37,-0.0123863713742703,TSS200,Hyper
cg12714757,TRIM47,-0.0148093622598522,1stExon,Hyper
cg26157385,TRIM58,-0.0151022720915201,1stExon,Hyper
cg23652182,TRIM7,-0.0106529240313667,1stExon,Hyper
cg12338417,TRIM71,-0.0163347886146431,1stExon,Hyper
cg10038009,TRIM72,-0.0161155101228317,Body,Hyper
cg17782974,TRIM8,-0.0110919734346131,Body,Hyper
cg01764020,TRPC4,-0.010580006524101,TSS200,Hyper
cg06997767,TRPS1,-0.0108462071247833,Body,Hyper
cg00376553,TSC22D4,-0.010770410388937,Body,Hyper
cg26224223,TSHZ3,-0.0105165208411612,TSS1500,Hyper
cg15645757,UBE2Q1,-0.0100972934218726,3'UTR,Hyper
cg18766912,UBE3A,-0.0125471225112646,1stExon,Hyper
cg26004759,UCP1,-0.012429287722798,Body,Hyper
cg07746532,ULK1,-0.0130617587799506,Body,Hyper
cg07021644,UPK3A,-0.0162985530380102,1stExon,Hyper
cg04887405,USP10,-0.0108708530287253,5'UTR,Hyper
cg03582761,USP33,-0.014182821926743,5'UTR,Hyper
cg15243034,USP35,-0.0141670037630125,Body,Hyper
cg13879483,USP44,-0.0101637558612122,TSS1500,Hyper
cg08708684,UTF1,-0.0146175297632392,TSS1500,Hyper
cg19954017,UTS2R,-0.015615834698354,1stExon,Hyper
cg01350996,VAC14,-0.0100222673760203,Body,Hyper
cg23948080,VASH1,-0.0135006344569988,TSS1500,Hyper
cg02048412,VASN,-0.0115526720306691,TSS200,Hyper
cg27388680,VAV1,-0.0106395509553602,3'UTR,Hyper
cg05603527,VAX2,-0.0113869485042535,Body,Hyper
cg03057079,VEGFB,-0.0111674670358655,TSS1500,Hyper
cg03002848,VENTX,-0.013918751804743,TSS1500,Hyper
cg19229702,VGLL4,-0.0108702083666499,1stExon,Hyper
cg02746869,VIM,-0.0100957831773038,Body,Hyper
cg06139908,VSTM2A,-0.0152647021589835,Body,Hyper
cg09676684,VWCE,-0.0111523635457109,TSS200,Hyper
cg05142520,WNT10B,-0.0122303604073492,5'UTR,Hyper
cg05470554,WNT16,-0.0119622389849437,TSS200,Hyper
cg27331524,WNT2,-0.0153769907145743,Body,Hyper
cg27546066,WNT3A,-0.0124367351812299,3'UTR,Hyper
cg14639163,WNT6,-0.0113862400542716,Body,Hyper
cg07123227,WRN,-0.0145935036559626,1stExon,Hyper
cg12798040,XRCC3,-0.0139236743133889,Body,Hyper
cg27106909,YPEL3,-0.0144667556000023,1stExon,Hyper
cg22332388,YTHDF3,-0.0102233396628624,1stExon,Hyper
cg16001977,YWHAH,-0.0132771711541078,TSS200,Hyper
cg00061769,YY1AP1,-0.0145868434778685,TSS200,Hyper
cg10242160,ZAR1,-0.0103825530790443,Body,Hyper
cg10827488,ZBTB16,-0.0118062124136646,Body,Hyper
cg02535219,ZC3H7A,-0.0107721228993478,TSS1500,Hyper
cg12336777,ZEB2,-0.0108905633787999,Body,Hyper
cg13758899,ZFP3,-0.0107801247917141,TSS1500,Hyper
cg24896649,ZFP42,-0.0125939274652531,TSS200,Hyper
cg23279538,ZFYVE9,-0.0115380399401134,5'UTR,Hyper
cg14335767,ZHX1,-0.0102834002063436,TSS200,Hyper
cg14750948,ZIC1,-0.0140128945456031,Body,Hyper
cg03900143,ZIC4,-0.0135427795300819,Body,Hyper
cg00529958,ZIC5,-0.013008216338274,TSS200,Hyper
cg21847393,ZMYND10,-0.010346528321337,TSS1500,Hyper
cg18011163,ZNF148,-0.0109781433988736,5'UTR,Hyper
cg15970156,ZNF280B,-0.0106387236644183,1stExon,Hyper
cg18237551,ZNF300,-0.0106640345933796,TSS1500,Hyper
cg08867893,ZNF365,-0.012890379732857,5'UTR,Hyper
cg22657780,ZNF385B,-0.0178315735074152,1stExon,Hyper
cg03096126,ZNF532,-0.013671845273845,5'UTR,Hyper
cg22311615,ZNF629,-0.0110334643883062,TSS1500,Hyper
cg03289872,ZNF667,-0.0140198785189149,TSS1500,Hyper
cg06506966,ZNF677,-0.0148310364473014,TSS200,Hyper
cg20671910,ZNF687,-0.0135602816864605,Body,Hyper
cg02286335,ZWINT,-0.0106314985212226,TSS200,Hyper
