Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration
cg08680048,0.0,ITPKA,1,cg08680048,0.0,ITPKA,2,cg08680048,0.0007069237310152267,ITPKA,3,cg08680048,0.004050028583198983,ITPKA,4,cg08680048,0.0007548040005730678,ITPKA,5
cg13667243,0.0,ADAM19,1,cg13667243,0.0,ADAM19,2,cg13667243,0.010676200165808985,ADAM19,3,cg13667243,0.0012617402091086307,ADAM19,4,cg13667243,0.0130237604417154,ADAM19,5
cg00164949,0.0,C1QL1,1,cg00164949,0.0006097004018998902,C1QL1,2,cg00164949,0.00035983827493261435,C1QL1,3,cg00164949,1.185855161601612e-05,C1QL1,4,cg00164949,0.0012146062605440937,C1QL1,5
cg07783282,0.0,USP44,1,cg07783282,0.0005797422518357747,USP44,2,cg07783282,0.002077645459129121,USP44,3,cg07783282,0.006216067393536829,USP44,4,cg07783282,0.00580294000463918,USP44,5
cg12161228,0.0,NOX4,1,cg12161228,0.0,NOX4,2,cg12161228,0.0002612090923124423,NOX4,3,cg12161228,0.0002585299137023275,NOX4,4,cg12161228,0.0011333164897097427,NOX4,5
cg13342435,0.0,MPPED2,1,cg13342435,0.0,MPPED2,2,cg13342435,0.0,MPPED2,3,cg13342435,0.0006785423753942413,MPPED2,4,cg13342435,0.0003470086057190943,MPPED2,5
cg07113642,0.0,CPXM1,1,cg07113642,0.00041780265414823563,CPXM1,2,cg07113642,0.00019838026599301576,CPXM1,3,cg07113642,0.0,CPXM1,4,cg07113642,0.0,CPXM1,5
cg05741937,0.0,TXNRD1,1,cg05741937,0.00039569687586836553,TXNRD1,2,cg05741937,0.0004504903511546979,TXNRD1,3,cg05741937,0.00022681845114847716,TXNRD1,4,cg05741937,0.0015505414724164726,TXNRD1,5
cg15873301,0.0,SYN2,1,cg15873301,0.00012888944058258862,SYN2,2,cg15873301,0.0006709227431095542,SYN2,3,cg15873301,0.0,SYN2,4,cg15873301,0.0,SYN2,5
cg01114088,0.0,CYTL1,1,cg01114088,0.0,CYTL1,2,cg01114088,0.0,CYTL1,3,cg01114088,0.0,CYTL1,4,cg01114088,0.0,CYTL1,5
cg13870520,0.0,SCARB2,1,cg13870520,0.0002826110489661891,SCARB2,2,cg13870520,0.012211021680086866,SCARB2,3,cg13870520,0.003682092793874155,SCARB2,4,cg13870520,0.003939223518441262,SCARB2,5
cg19974227,0.0,RGS12,1,cg19974227,0.001492798118623662,RGS12,2,cg19974227,0.0,RGS12,3,cg19974227,3.843861653929232e-05,RGS12,4,cg19974227,0.00021763246085929733,RGS12,5
cg24680586,0.0,INA,1,cg24680586,0.0023519565350555403,INA,2,cg24680586,0.000893356897488275,INA,3,cg24680586,0.0,INA,4,cg24680586,0.0021770919401542673,INA,5
cg21899596,0.0,HOPX,1,cg21899596,0.0,HOPX,2,cg21899596,0.0,HOPX,3,cg21899596,0.0,HOPX,4,cg21899596,0.0019430182068697634,HOPX,5
cg00489401,0.0,FLT4,1,cg00489401,0.0,FLT4,2,cg00489401,0.0,FLT4,3,cg00489401,0.0,FLT4,4,cg00489401,0.0,FLT4,5
cg07100000,0.0,FGF18,1,cg07100000,0.0007403703143421492,FGF18,2,cg07100000,0.00022745831385382576,FGF18,3,cg07100000,0.00038034188034188036,FGF18,4,cg07100000,0.0,FGF18,5
cg08351336,0.0,CARTPT,1,cg08351336,0.0001961027335949872,CARTPT,2,cg08351336,0.0003730628982319033,CARTPT,3,cg08351336,0.0009244560219622271,CARTPT,4,cg08351336,0.004636805804396074,CARTPT,5
cg09651145,0.0,AFAP1L1,1,cg09651145,0.00021031583730970238,AFAP1L1,2,cg09651145,0.0006570316290037635,AFAP1L1,3,cg09651145,0.0014313859515097907,AFAP1L1,4,cg09651145,0.00016390892985619399,AFAP1L1,5
cg12290311,0.0,DAB2,1,cg12290311,0.0,DAB2,2,cg12290311,0.0,DAB2,3,cg12290311,0.009575003171615826,DAB2,4,cg12290311,0.010926072319023133,DAB2,5
cg09499849,0.0,ACVR1,1,cg09499849,0.0,ACVR1,2,cg09499849,0.0004570561132480637,ACVR1,3,cg09499849,0.0,ACVR1,4,cg09499849,0.0,ACVR1,5
cg27360326,0.0,PCDH8,1,cg27360326,0.0036839124745514694,PCDH8,2,cg27360326,0.0,PCDH8,3,cg27360326,0.003242347624855364,PCDH8,4,cg27360326,0.00034240840066082786,PCDH8,5
cg20624391,0.0,BVES,1,cg20624391,0.0,BVES,2,cg20624391,0.0,BVES,3,cg20624391,0.0,BVES,4,cg20624391,0.0,BVES,5
cg05385513,0.0,EFEMP1,1,cg05385513,0.0005355333353377215,EFEMP1,2,cg05385513,0.0007597766071198126,EFEMP1,3,cg05385513,0.00012461023824660215,EFEMP1,4,cg05385513,0.0,EFEMP1,5
cg16260298,0.0,CAV2,1,cg16260298,0.00046044409274304915,CAV2,2,cg16260298,0.00040464352946512826,CAV2,3,cg16260298,0.001985956774515686,CAV2,4,cg16260298,0.00020107882176847693,CAV2,5
cg18877506,0.0,PDPN,1,cg18877506,0.001571709914082281,PDPN,2,cg18877506,0.002863580105292082,PDPN,3,cg18877506,0.0,PDPN,4,cg18877506,0.001176184201248376,PDPN,5
cg26841013,0.0,WNT3A,1,cg26841013,0.003244307986612287,WNT3A,2,cg26841013,0.00041867864584168,WNT3A,3,cg26841013,0.0007340069841741587,WNT3A,4,cg26841013,0.00032566399263465483,WNT3A,5
cg04127342,0.0,PENK,1,cg04127342,0.0006050962203735684,PENK,2,cg04127342,0.00361087356754571,PENK,3,cg04127342,0.0,PENK,4,cg04127342,0.003184389645002038,PENK,5
cg05374271,0.0,RGS2,1,cg05374271,0.0003778671733200302,RGS2,2,cg05374271,0.00028155646947168616,RGS2,3,cg05374271,0.0,RGS2,4,cg05374271,0.0,RGS2,5
cg09535960,0.0,LOXL2,1,cg09535960,0.0005675756468595343,LOXL2,2,cg09535960,0.0,LOXL2,3,cg09535960,0.000137824235385211,LOXL2,4,cg09535960,0.0,LOXL2,5
cg24586039,0.0,RBPMS,1,cg24586039,0.005290867858755132,RBPMS,2,cg24586039,0.0,RBPMS,3,cg24586039,0.0,RBPMS,4,cg24586039,0.0,RBPMS,5
cg08076018,0.0,ANGPTL2,1,cg08076018,0.0,ANGPTL2,2,cg08076018,0.0,ANGPTL2,3,cg08076018,0.0009248955378986337,ANGPTL2,4,cg08076018,0.0,ANGPTL2,5
cg06169131,0.0,FGF8,1,cg06169131,0.0006807075285165265,FGF8,2,cg06169131,0.0009690766550522645,FGF8,3,cg06169131,0.0007340069841741587,FGF8,4,cg06169131,0.00018723702664796637,FGF8,5
cg15323528,0.0,CDH23,1,cg15323528,0.0007359547183551508,CDH23,2,cg15323528,0.0002856770284774255,CDH23,3,cg15323528,0.002168387432839798,CDH23,4,cg15323528,0.0,CDH23,5
cg18759209,0.0,BMP7,1,cg18759209,0.003695525986745409,BMP7,2,cg18759209,0.001438808925093954,BMP7,3,cg18759209,0.00021120075937351696,BMP7,4,cg18759209,0.004210033878145183,BMP7,5
cg19053239,0.0,KIF5C,1,cg19053239,0.001181624610352418,KIF5C,2,cg19053239,0.0004816017316017314,KIF5C,3,cg19053239,0.0002744238883479388,KIF5C,4,cg19053239,0.0,KIF5C,5
cg02874376,0.0,DLK1,1,cg02874376,0.0004565110600327318,DLK1,2,cg02874376,0.0,DLK1,3,cg02874376,0.0,DLK1,4,cg02874376,0.0001991104821229805,DLK1,5
