gene,dbeta,feature,ID,cluster
SERPINA12,-0.1533762851699603,TSS1500,cg19630689,1
SERPINA9,-0.1078549587332721,TSS1500,cg27266824,1
SERPING1,-0.1007760947602925,TSS1500,cg04772947,2
SFN,-0.1208410268404117,TSS1500,cg16549596,2
SFRS13A,-0.1427783142352057,TSS1500,cg04021497,4
SFT2D3,-0.150019452640459,TSS1500,cg24925163,2
SFTPC,-0.1104874517282639,TSS200,cg11540705,2
SGK2,-0.1053645770342415,TSS1500,cg21685427,2
SH2D1B,-0.1104298141793828,TSS200,cg27003165,2
SH3GLB1,-0.1159985264819099,TSS1500,cg10625266,2
SIGLEC11,-0.1034031499167398,TSS1500,cg22187733,1
SIGLEC7,-0.1077157519484849,TSS1500,cg06367655,1
SIGLEC8,-0.1173291482090405,TSS1500,cg02427831,1
SIRPG,-0.1074586372148472,TSS1500,cg23295754,1
SLC10A5,-0.1289615709517245,TSS1500,cg02573176,1
SLC12A7,-0.1640884396367028,TSS1500,cg24000908,1
SLC16A1,-0.1183348746775393,TSS1500,cg19645639,1
SLC17A2,-0.1043974858172582,TSS1500,cg20765441,1
SLC25A18,-0.128576357772466,TSS1500,cg00748432,1
SLC25A3,-0.1330138691829219,TSS1500,cg11088051,1
SLC25A41,-0.1182821427439867,TSS200,cg13742513,1
SLC26A9,-0.121029119990851,TSS1500,cg02912371,1
SLC2A2,-0.1053897663718277,TSS1500,cg14777768,1
SLC32A1,0.1200392657345262,TSS200,cg25307168,1
SLC35C1,-0.1094511613629077,TSS200,cg08794544,1
SLC38A1,-0.1010731305207354,TSS1500,cg23031196,1
SLC39A14,-0.1006402295763734,TSS1500,cg05487207,1
SLC40A1,-0.1263759671040861,TSS1500,cg04361126,1
SLC45A4,-0.1150309033900382,TSS200,cg01081737,1
SLC5A11,-0.1133494257134969,TSS1500,cg01109535,1
SLC6A11,0.1272058352749308,TSS200,cg10527010,1
SLMO2,-0.1289531777245469,TSS1500,cg08363339,1
SMAD2,-0.1104011469405614,TSS1500,cg17243289,2
SMCP,-0.105899466607228,TSS200,cg13575682,2
SNORA24,-0.1269851389940747,TSS1500,cg26590411,4
SNORA26,-0.1378020277704015,TSS1500,cg10366786,4
SNORD113-4,-0.1063871886551095,TSS200,cg04784410,4
SNORD115-10,-0.1378844322227325,TSS1500,cg11582484,4
SNORD115-13,-0.1010340617547796,TSS1500,cg15479427,4
SNORD115-15,-0.1087828554505361,TSS200,cg11286405,4
SNORD115-37,-0.1034805804457676,TSS200,cg17208360,4
SNORD115-39,-0.1199388619992373,TSS1500,cg01010923,4
SNORD115-40,-0.1146649537174515,TSS1500,cg00078513,4
SNORD115-42,-0.1246788691950911,TSS200,cg16980245,4
SNORD115-9,-0.1151804115054217,TSS1500,cg27204266,4
SNX6,-0.118587058149275,TSS1500,cg20478089,2
SOCS5,-0.1299597362788185,TSS1500,cg07894334,2
SORD,-0.1003103832339814,TSS1500,cg27073142,2
SPAG6,0.1025865904628609,TSS200,cg18247055,2
SPATA13,-0.1039199180418493,TSS1500,cg05793323,1
SPATA8,-0.1131325680964104,TSS1500,cg02423618,2
SPI1,-0.11622164631276,TSS1500,cg03301240,4
SPINK5L3,-0.1243154584575294,TSS200,cg01391299,2
SPINT2,-0.1049266162577288,TSS1500,cg13301014,1
SPRED2,-0.146546982122582,TSS1500,cg14480116,2
SPRR1A,-0.1023185819880878,TSS1500,cg04505023,2
SPRR2D,-0.1085373148506743,TSS1500,cg03943115,2
SPRR2G,-0.1024678979801003,TSS200,cg11267802,2
SPRR3,-0.1154296645762142,TSS1500,cg25856811,2
SPTA1,-0.2117551613936351,TSS1500,cg22730004,2
SPTBN5,-0.1755463457554072,TSS1500,cg24203709,2
SRC,-0.1054252172105376,TSS200,cg24055525,2
SSR3,-0.1100639871142916,TSS1500,cg14741143,2
SSRP1,-0.1041921639844297,TSS1500,cg11948159,4
ST3GAL2,-0.1266755975460693,TSS1500,cg03209684,2
STK19,-0.1152659856714146,TSS1500,cg04149916,2
STK38L,-0.1029147602848333,TSS200,cg07240557,2
STMN4,-0.1010154009892975,TSS200,cg11688949,2
SYT11,-0.1192523671776324,TSS1500,cg06440960,1
T-SP1,-0.1043614042211149,TSS200,cg00014260,2
TBC1D23,-0.1154752166277846,TSS1500,cg16984944,2
TBX20,-0.1583648902879918,TSS200,cg17985646,4
TCL1B,-0.1021449240196153,TSS200,cg05402891,2
TCN1,-0.1287173686658143,TSS200,cg23741006,2
TCTEX1D4,-0.1295026874227737,TSS1500,cg03434029,2
TDRD5,-0.1034365948528013,TSS200,cg12277666,2
TEX264,-0.1044825358253142,TSS1500,cg11890639,2
TFIP11,-0.1033204294381749,TSS1500,cg25406755,4
TGM6,-0.1562093807714115,TSS1500,cg19391247,2
THBS1,-0.1619525346947016,TSS1500,cg08433504,2
THOC6,-0.1466463022379594,TSS1500,cg22776856,4
THSD7B,-0.104113396526052,TSS200,cg08231096,1
TLR6,-0.1262975100720594,TSS1500,cg14665413,1
TM4SF19,-0.2171925337157959,TSS1500,cg15044270,1
TM9SF4,-0.1014184265720161,TSS1500,cg20672708,1
TMCO5A,-0.1036911718806085,TSS1500,cg23254045,1
TMEM144,-0.1116962356069786,TSS200,cg18366748,1
TMEM154,-0.1349522434029028,TSS200,cg19746873,1
TMEM233,-0.1072418176668549,TSS1500,cg02544031,1
TMEM40,-0.1082474373581837,TSS1500,cg03534410,1
TMEM67,-0.1169606272799599,TSS1500,cg23868809,2
TNFRSF10A,-0.112300092943335,TSS1500,cg23303108,1
TNFRSF19,-0.1033032078584844,TSS200,cg20334079,1
TNFRSF9,-0.1386446127031109,TSS200,cg14153654,1
TP73,0.1031678384773904,TSS1500,cg10038618,4
TREML1,-0.1037097511711467,TSS1500,cg04710115,2
TRIM4,-0.106381038540381,TSS1500,cg25591451,2
TRPC4,0.108347617288841,TSS200,cg15696906,1
TRPC6,0.115618323223473,TSS200,cg27296293,1
TRPM2,-0.1760115276975202,TSS200,cg14255426,1
TSPAN4,-0.1022620783847625,TSS1500,cg03116740,1
TSPYL5,0.1183847624468568,TSS200,cg04917181,4
TTC15,-0.1094691488546591,TSS200,cg12447832,2
TUBB,-0.1404213091694154,TSS1500,cg15878619,2
TUBB1,-0.1006539113929895,TSS200,cg01108243,2
UBD,-0.1387938068944857,TSS200,cg05157433,2
UBFD1,-0.1015213557355655,TSS1500,cg02778609,2
UBQLN3,-0.1146664866312207,TSS200,cg24229750,2
UCN2,-0.1002516335637265,TSS1500,cg05125838,2
UNC13C,-0.1147139988577414,TSS1500,cg06530558,1
UNK,-0.1542898884218652,TSS1500,cg13182713,2
USP39,-0.1030663605860046,TSS1500,cg01375285,4
USP4,-0.1580226241744502,TSS1500,cg06624156,2
UTP23,-0.113421229813974,TSS1500,cg09305680,4
VAMP8,-0.119326827518398,TSS200,cg04877910,1
VPREB1,-0.1509696205102678,TSS200,cg03763796,2
VSTM1,-0.1111843963097182,TSS1500,cg12315311,2
WDR69,-0.1060559480739717,TSS200,cg00063174,2
WEE1,-0.1305621635295004,TSS1500,cg16120811,2
WFDC13,-0.1001075395313486,TSS200,cg17890298,2
WFDC5,-0.126083159191441,TSS200,cg26342637,2
YOD1,-0.1029101401741,TSS200,cg23921459,2
ZAP70,-0.1038174658779072,TSS200,cg15933451,1
ZBTB11,-0.109350190587516,TSS1500,cg05890243,4
ZBTB32,-0.1097809341069346,TSS1500,cg09231418,4
ZC3H12D,-0.1234695224346941,TSS1500,cg14030904,4
ZC3H4,-0.1683485717763826,TSS1500,cg09137630,4
ZNF14,-0.1075762855377553,TSS1500,cg08522143,4
ZNF518B,-0.1051332114231429,TSS200,cg12016437,4
ZNF542,-0.1033341526228324,TSS200,cg26309134,4
ZNF572,-0.10302917991097,TSS1500,cg23968383,4
ZNF598,-0.1392332929758357,TSS1500,cg07643930,2
ZNF720,-0.1286134423936459,TSS1500,cg07463519,2
ZNF727,-0.1014887935104263,TSS1500,cg13388277,4
ZSCAN18,-0.1121432619481099,TSS1500,cg02348449,4
