Unnamed: 0,dbeta,gene,feature
cg09970481,-0.017810911505115202,CD79A,TSS1500
cg23251296,-0.014648079515083255,CD79B,TSS1500
cg02470871,-0.009838877172350461,CD80,TSS200
cg10504000,-0.015431951440865597,CD81,Body
cg21108085,-0.00974932283676199,CD82,5'UTR
cg01288598,0.0064320690707293645,CD83,Body
cg21454485,-0.003932753729523051,CD84,Body
cg01436254,-0.010078743849258371,CD86,TSS200
cg13681325,-0.014387087287131312,CD8A,5'UTR
cg00080418,-0.013319431524985516,CD8B,Body
cg08519905,-0.01097437247579233,CD9,TSS1500
cg23815320,-0.012135953326863666,CD93,3'UTR
cg04039397,-0.013281708859421202,CD96,TSS200
cg20619374,0.0020358095160547926,CDA,Body
cg02630694,-0.01030212141052776,CDC123,TSS1500
cg14069192,0.012253991892433824,CDC14B,Body
cg05525368,-0.007954060798008606,CDC20,Body
cg19844283,-0.006215981826213355,CDC20B,Body
cg00318242,0.0016706428619543189,CDC23,Body
cg03398966,-0.011705332310496516,CDC25A,Body
cg05338610,-0.007175613753116425,CDC25B,TSS1500
cg25769935,0.005859232391267646,CDC25C,TSS1500
cg26030974,0.008008545788732937,CDC27,TSS200
cg17701921,-0.0048826589392760925,CDC34,Body
cg20175418,0.013687682760292223,CDC37,Body
cg11572548,-0.011004171073529412,CDC42,5'UTR
cg04455180,0.007097248228840497,CDC42BPA,TSS1500
cg19782190,0.011603889545566331,CDC42BPB,Body
cg05245650,-0.014368860918724675,CDC42EP3,TSS1500
cg24543937,-0.009025028557146021,CDC42EP4,Body
cg05585911,0.004678111503269508,CDC5L,Body
cg19909658,-0.007493655798563864,CDC6,Body
cg23845507,0.00582325503001111,CDC7,5'UTR
cg12617598,-0.007443245759421389,CDC73,3'UTR
cg25700897,-0.008842300289324792,CDCA3,3'UTR
cg17636471,0.005179478583210215,CDCA5,5'UTR
cg21622202,-0.011485730292155435,CDCA7,Body
cg20983531,-0.005669036968431562,CDCA7L,TSS1500
cg27170383,0.008909607934872802,CDCA8,TSS200
cg09000199,-0.008873838075169227,CDCP1,Body
cg24765079,0.01209037136355279,CDH1,Body
cg26544752,-0.008528157694699102,CDH10,Body
cg04977618,-0.01488032532268976,CDH11,5'UTR
cg23404351,-0.009776849111715512,CDH12,3'UTR
cg01093138,-0.018586866867852925,CDH13,Body
cg27202913,-0.029739416633109368,CDH15,Body
cg04689058,-0.013151758926140837,CDH16,TSS1500
cg17768665,-0.012877189594426762,CDH17,TSS1500
cg15728909,-0.013578273945110342,CDH19,TSS1500
cg22332722,-0.013253686494029455,CDH2,Body
cg08999070,-0.014339646378756043,CDH22,Body
cg15077792,-0.016483767562018477,CDH23,Body
cg07692529,-0.009799725798720458,CDH3,Body
cg03582787,-0.017717796186518676,CDH4,Body
cg16609297,-0.010201566370572433,CDH5,Body
cg04508575,-0.010158754333631318,CDH6,Body
cg02370605,0.00364057641385782,CDH7,5'UTR
cg09354518,-0.013468761739640558,CDH8,Body
cg23973115,-0.007192950736858379,CDK1,Body
cg05714116,-0.006092186335122096,CDK10,TSS1500
cg26562592,0.012396387245506646,CDK11B,Body
cg20936107,-0.009123051416618063,CDK12,3'UTR
cg24395307,0.008481152184500967,CDK13,5'UTR
cg03742932,-0.009451592064669832,CDK14,TSS1500
cg19098785,-0.009473474706535536,CDK18,5'UTR
cg02879471,0.0055998566299514715,CDK19,Body
cg09106999,0.005581206734276161,CDK2,TSS1500
cg00585698,-0.011969741086037454,CDK2AP1,Body
cg04669077,0.004382164465756647,CDK2AP2,TSS200
cg10324640,-0.006629785376491822,CDK3,5'UTR
cg22870189,-0.007186599142441308,CDK4,Body
cg03017418,0.007236109871226638,CDK5,TSS1500
cg21855910,0.01008037280611384,CDK5R1,3'UTR
cg02614660,-0.006409323633072643,CDK5R2,3'UTR
cg14210494,0.004465146722670905,CDK5RAP3,TSS1500
cg15261712,0.02168501286646879,CDK6,3'UTR
cg04446749,0.001968422537879427,CDK7,TSS200
cg00859277,-0.00679966255930731,CDK8,Body
cg00785620,-0.0058246130203195865,CDKL1,Body
cg14263942,0.005045663737409023,CDKL2,TSS200
cg13662121,-0.013130923851266066,CDKN1A,TSS1500
cg05121697,0.004656183566506404,CDKN1B,TSS1500
cg03143849,-0.008148935186239908,CDKN1C,3'UTR
cg13601799,0.01025304810551576,CDKN2A,1stExon
cg04556418,0.0039978829119080815,CDKN2AIP,Body
cg02400248,0.002095707262508896,CDKN2B,TSS200
cg07370959,0.006809362824477776,CDKN2C,TSS1500
cg17491564,-0.00818998461591239,CDKN2D,Body
cg02252340,0.009637153036805067,CDKN3,1stExon
cg06682875,0.0065990481097767395,CDO1,Body
cg20526663,0.005664290848447444,CDR2,5'UTR
cg17729253,-0.01113689698131588,CDR2L,Body
cg22884714,0.014616777246199879,CDS1,Body
cg12768250,0.004754641404154318,CDS2,TSS200
cg24735489,0.019763410657291775,CDSN,TSS200
cg07565236,0.008970727386248139,CDT1,TSS200
cg02748293,-0.010008009349314185,CDX1,Body
cg01499197,-0.005097447113264028,CDX2,TSS1500
cg08174715,-0.011176216474778372,CEACAM1,3'UTR
cg10143883,-0.01627103576463099,CEACAM19,3'UTR
cg23181133,0.004234651127269169,CEACAM3,Body
cg21529807,-0.012017365735761525,CEACAM4,TSS1500
cg14666310,-0.012361892613235004,CEACAM5,TSS1500
cg22676000,-0.010404523621304071,CEACAM6,TSS1500
cg07297178,-0.01053984170439401,CEACAM7,TSS1500
cg01437571,0.004554155404347596,CEBPA,3'UTR
cg15032001,0.004859439628665167,CEBPB,1stExon
cg18923221,0.00712886685692545,CEBPD,TSS200
cg15377871,0.00658244378888044,CEBPE,5'UTR
cg05257610,-0.00790180911870173,CEBPZ,Body
cg03693099,0.008487270436520087,CEL,TSS1500
cg21884796,-0.009318589895400747,CELA1,TSS1500
cg27069753,-0.008954133061494389,CELA3B,1stExon
cg21684021,-0.012161378899961514,CELSR2,Body
cg18855250,-0.010393460904149474,CELSR3,Body
cg25942688,-0.008722792344046847,CENPA,3'UTR
cg03182044,0.006794494921621739,CENPE,5'UTR
cg15009294,0.00857119242887896,CENPF,Body
cg00534133,0.0037986931443194454,CENPH,1stExon
cg06706163,0.004713586310366642,CENPJ,TSS200
cg00984787,-0.008151598116303638,CENPK,5'UTR
cg26542660,-0.016244121668656183,CEP135,TSS1500
cg02100604,0.007052947649126848,CEP350,Body
cg25827255,-0.009615123592310365,CEP55,5'UTR
cg00671093,0.005197016590852259,CEP57,TSS1500
cg19116545,0.0037805748440975996,CEP70,TSS200
cg08684830,0.006673954866297819,CEP78,1stExon
cg03919644,0.003767671509699659,CEP97,Body
cg07926025,-0.0031268209120151966,CER1,TSS200
cg24359836,0.005949146664846043,CERK,TSS200
cg04521981,-0.003280692692759702,CES1,Body
cg04112106,-0.0034450375538932513,CES2,Body
cg27469810,-0.010239223778539544,CETN1,TSS1500
cg17335741,-0.013121396718028432,CFB,Body
cg02534744,-0.007692311339448453,CFD,Body
cg04384112,0.009407893662606224,CFDP1,Body
cg18436810,-0.005096658138340169,CFH,TSS1500
cg06834035,-0.014567607794503242,CFI,TSS1500
cg12815271,0.003540592651386823,CFL1,Body
cg10519437,0.018305751858728743,CFL2,TSS1500
cg17777683,-0.007450603309465358,CFLAR,5'UTR
cg05917537,-0.01390262711327262,CFTR,Body
cg18899818,-0.0047970253386464,CGA,TSS1500
cg27340350,0.0006406281012103439,CGB7,TSS1500
cg20906206,0.0051150164919015065,CGRRF1,TSS200
cg25142954,0.00806333624372021,CHAC1,TSS200
cg13764778,0.006268671360176571,CHAD,TSS1500
cg23811775,0.006330288343075768,CHAF1A,Body
cg13854874,-0.00471619032251994,CHAF1B,TSS200
cg25609507,0.0050517381607346,CHAT,TSS1500
cg17755880,0.0037318358101690987,CHCHD2,TSS200
cg08675544,-0.007566008862936848,CHCHD4,Body
cg22799860,-0.0034937352401877017,CHD1,3'UTR
cg11120551,-0.011492087310487316,CHD1L,TSS1500
cg17934775,-0.013567850309469446,CHD2,Body
cg12377111,-0.010405517575982723,CHD3,Body
cg17820065,0.008174811607008387,CHD4,3'UTR
cg17479763,-0.01751996374337523,CHD5,Body
cg06806638,-0.013777895051605555,CHD7,5'UTR
cg12774429,-0.007543475183524264,CHD8,3'UTR
cg04031656,-0.01023536433920384,CHD9,5'UTR
cg04071104,-0.006285873398566983,CHDH,5'UTR
cg24218077,0.008667530214736891,CHEK1,TSS1500
cg23369563,0.002954019837161949,CHEK2,TSS200
cg01688293,-0.009798940239405312,CHFR,Body
cg18397726,-0.00620006133222852,CHGA,Body
cg23432201,0.00915025972444806,CHGB,5'UTR
cg07423149,0.011380595254291874,CHI3L1,TSS1500
cg02590572,0.012649454617864958,CHI3L2,TSS1500
cg11454606,0.0071192715958998416,CHKA,TSS200
cg08707471,-0.011789280729369146,CHL1,5'UTR
cg05441039,-0.010309521857949765,CHMP1A,Body
cg06746074,0.007866693685934215,CHMP2B,TSS200
cg06607089,-0.00768722819504968,CHODL,TSS1500
cg26834418,-0.011522489241145422,CHORDC1,TSS1500
cg00196983,-0.005042953441762325,CHP2,Body
cg00777537,0.005695099799295446,CHPT1,TSS200
cg22902532,-0.00932841913327034,CHRDL2,Body
cg05650628,-0.009568426792854948,CHRM1,Body
cg06160669,-0.015603993125818462,CHRM3,Body
cg05649009,-0.005868046208104891,CHRNA1,TSS1500
cg06268478,-0.009120391274688267,CHRNA3,Body
cg01684256,-0.013880148552151283,CHRNA4,3'UTR
cg26678012,0.002952831226391722,CHRNA5,TSS1500
cg07157107,-0.015530929795911811,CHRNA6,TSS200
cg07801448,-0.011759995172716056,CHRNA9,3'UTR
cg09399269,-0.010042677170263166,CHRNB4,Body
cg06647068,-0.017935484370367936,CHST11,Body
cg14619806,-0.011242768599102554,CHST15,3'UTR
cg16217803,-0.008528870810296973,CHST2,3'UTR
cg06370069,-0.011347742314685792,CHST3,5'UTR
cg03119435,-0.009551400732645805,CHST4,5'UTR
cg05300248,-0.008389388163631273,CHST9,Body
cg12520319,-0.02134921744473528,CHSY1,Body
cg09351623,-0.0059783910655992764,CHTF18,Body
cg13939664,0.004203595871521495,CHUK,5'UTR
cg06080402,0.005343746351426416,CIAPIN1,TSS200
cg10485466,0.007288950892398454,CIB1,TSS200
cg27637606,-0.0050145985543843564,CIB2,Body
cg06742891,0.004988107313474514,CIC,TSS1500
cg07222243,-0.0158992153707679,CIDEC,5'UTR
cg04999945,-0.0052674455793878805,CIITA,Body
cg04717240,0.007845799893651894,CINP,TSS200
cg01073369,0.006121657646005825,CIRBP,TSS200
cg12416259,0.0073324031884432215,CISD1,1stExon
cg11436899,0.0027420296680182627,CISD2,Body
cg06152070,-0.009426994984490079,CISD3,TSS1500
cg23005227,-0.010827656106126066,CISH,Body
cg17338594,-0.013147946687706849,CIT,Body
cg17583526,0.006148463092931199,CITED2,TSS200
cg22748573,0.005255887637692235,CITED4,5'UTR
cg14532894,-0.006562731801546003,CIZ1,5'UTR
cg08997021,0.009981467406616687,CKAP2,1stExon
cg16477426,-0.009305312241320212,CKAP4,Body
cg09822824,0.012362376407693288,CKAP5,TSS200
cg05786809,0.006072301606100083,CKB,TSS1500
cg02295216,0.018723272701359667,CKLF,TSS1500
cg25017976,0.0029620157128529534,CKS1B,TSS200
cg13435464,-0.005475169575465225,CKS2,Body
cg01704198,0.010652661483500032,CLASP2,Body
cg09785991,-0.009992386449582755,CLCA1,TSS200
cg25272394,-0.01734232711947906,CLCA4,Body
cg23797615,-0.006532461021401323,CLCF1,3'UTR
cg20460253,0.0021250336876196983,CLCN3,TSS1500
cg10475153,-0.008915934398734053,CLDN1,3'UTR
cg24965791,-0.011980374877339807,CLDN10,TSS1500
cg02241055,0.005801819216481712,CLDN11,1stExon
cg08702344,-0.005348820563972644,CLDN12,TSS1500
cg11628880,-0.011458381583269013,CLDN14,5'UTR
cg07651914,0.010696329249133772,CLDN15,TSS1500
cg11984608,-0.0076813742481856686,CLDN16,TSS1500
cg13792279,-0.008439354484055958,CLDN17,1stExon
cg14461434,-0.008877889031438537,CLDN18,TSS1500
cg12169661,-0.008339654777836313,CLDN3,3'UTR
cg17787108,-0.010425985914668385,CLDN4,1stExon
cg05460329,-0.005038139753628453,CLDN5,TSS200
cg02105042,-0.009627230249967884,CLDN6,TSS1500
cg18612589,0.006055747760789364,CLDN7,TSS200
cg06427867,-0.0038157339439878024,CLDN8,TSS1500
cg01472101,-0.017645884802325377,CLEC10A,TSS1500
cg16651537,0.009798022518465418,CLEC11A,TSS200
cg11905488,0.009799426701804715,CLEC12A,TSS1500
cg08139247,-0.007260130006098944,CLEC14A,1stExon
cg26955491,-0.004610994753002628,CLEC1B,TSS1500
cg27138901,0.006254322597905045,CLEC2D,3'UTR
cg07218081,0.007479155158410883,CLEC3B,TSS1500
cg18460107,-0.005220749451500528,CLEC4C,TSS200
cg04106436,-0.005903193163386266,CLEC4D,TSS1500
cg11650987,-0.006906230580234216,CLEC7A,Body
cg19223467,0.01896182374285979,CLEC9A,TSS200
cg07404514,0.011270465576948845,CLIC1,Body
cg06204126,0.005746898381131149,CLIC3,Body
cg03106717,-0.010050658085737355,CLIC4,Body
cg11918474,0.006443004092263939,CLIP1,5'UTR
cg07814763,-0.011942053553053047,CLIP2,Body
cg16546681,-0.011134606276019893,CLK2,TSS1500
cg13003571,-0.003683769145019487,CLLU1,5'UTR
cg02192218,-0.010675284630957502,CLN3,Body
cg18928811,0.0048779483372184745,CLOCK,5'UTR
cg27148124,0.004105581700746171,CLPTM1,Body
cg26947723,0.01413430601748827,CLPTM1L,Body
cg12579954,0.004759108563387167,CLSPN,Body
cg21247001,0.005632063623554893,CLTA,TSS200
cg12037593,-0.005815208490135279,CLTC,Body
cg24911827,-0.014531944277612436,CLTCL1,Body
cg01916918,-0.00911091401245269,CLU,Body
cg01201932,-0.008298058126304833,CMA1,TSS1500
cg04730363,-0.00907146209711602,CMAS,TSS1500
cg00534468,0.011822827977885876,CMIP,Body
cg26329192,-0.014696823773751047,CMKLR1,5'UTR
cg23803206,0.0045360709248165555,CMPK1,TSS1500
cg27218469,0.009070954395130074,CMPK2,TSS200
cg09839874,-0.008325088885552438,CMTM1,Body
cg06033254,0.015840148955954744,CMTM2,5'UTR
cg17346857,0.005175383756004548,CMTM3,Body
cg02213341,-0.008654240743601207,CMTM4,Body
cg23631930,-0.014647714208476175,CMTM5,TSS200
cg17193062,-0.005371092392584952,CMTM6,TSS1500
cg27133780,-0.01013754155523368,CMTM7,Body
cg12823512,-0.01288825237213735,CMTM8,Body
cg18102469,0.006425625818737959,CNBP,1stExon
cg25817165,-0.0283266043256043,CNDP2,1stExon
cg19671120,0.007963429745548879,CNGA3,1stExon
cg08099570,-0.011306635609141713,CNGB1,Body
cg27560182,-0.008426625574346605,CNKSR1,Body
cg14128973,-0.009054825594329552,CNN1,TSS200
cg25547232,0.003072848620725058,CNN2,1stExon
cg26227186,0.009227024930062652,CNN3,TSS1500
cg00583299,-0.003582537318329031,CNNM3,Body
cg17149980,0.009212992737357407,CNNM4,TSS200
cg12059309,-0.011387116907417831,CNOT2,Body
cg08204159,-0.004983299737941432,CNOT3,5'UTR
cg11210449,0.011263348433838293,CNOT4,Body
cg13243377,0.0038343654047228795,CNOT7,5'UTR
cg01781805,0.005078819767900625,CNOT8,1stExon
cg13997278,0.006279512356652724,CNP,TSS200
cg08174462,0.009446542336987933,CNPY2,5'UTR
cg21572719,-0.006605190574629613,CNR1,5'UTR
cg24452347,-0.006323937029817558,CNR2,5'UTR
cg24878059,0.009660654094934544,CNTD2,TSS1500
cg00271311,0.005566354569107534,CNTF,TSS1500
cg13668471,-0.010325165311688688,CNTFR,5'UTR
cg01443755,-0.014316482629431752,CNTN1,5'UTR
cg12269394,-0.013410928460370272,CNTN2,TSS1500
cg08105471,-0.008724827177823002,CNTN3,Body
cg26226254,-0.016485166033917118,CNTN4,5'UTR
cg20061971,-0.008509943472954397,CNTNAP1,3'UTR
cg15208525,-0.012928841036637646,CNTNAP2,Body
cg20126647,0.005453393044311095,COASY,TSS200
cg00603717,0.007497493500259357,COG3,5'UTR
cg11679673,-0.010435407861595218,COIL,3'UTR
cg06731021,-0.002674586198675501,COL10A1,Body
cg26913669,-0.0037564399331502,COL11A1,TSS1500
cg20798604,-0.014203141774136303,COL11A2,Body
cg21112099,-0.010554609495454148,COL12A1,5'UTR
cg18315763,-0.014649187927215732,COL14A1,Body
cg13927769,-0.011141871552825436,COL15A1,Body
cg04617640,-0.01919905073204491,COL18A1,TSS1500
cg18618815,-0.020105182897630983,COL1A1,Body
cg14340196,-0.017242819545681822,COL1A2,Body
cg17371294,-0.014263889918371147,COL23A1,Body
cg15791105,-0.00886276494087858,COL2A1,3'UTR
cg20770175,-0.007416206036116504,COL3A1,Body
cg27130075,-0.013967751114277732,COL4A1,Body
cg24844377,-0.014085986031291738,COL4A2,Body
cg22388982,0.008433106062166225,COL4A3,1stExon
cg04568819,-0.014441626843415411,COL5A1,Body
cg02420724,-0.01400581058898341,COL5A2,TSS1500
cg05194808,-0.01003528306620434,COL6A1,Body
cg27168661,-0.010401069695278656,COL6A3,Body
cg23181900,0.0067774746630383815,COL6A6,Body
cg21567371,-0.009715487500195727,COL7A1,Body
cg08968107,-0.020979960216957114,COL9A1,TSS200
cg14844588,0.00662372140291246,COL9A2,TSS200
cg13203507,0.010182816049168271,COL9A3,TSS1500
cg07228028,-0.007473651424736904,COLEC10,TSS1500
cg21174565,-0.00917849951825461,COLQ,TSS200
cg14305711,-0.005680365765840588,COMMD1,TSS1500
cg10163945,0.00433926742677188,COMMD10,Body
cg15963062,-0.008294722369644493,COMMD5,3'UTR
cg00504034,-0.0062401856063229325,COMMD6,TSS1500
cg13127741,-0.006323116429160788,COMMD7,TSS200
cg02146857,0.0062247352941599806,COMP,Body
cg16834011,0.013708146863719222,COMT,5'UTR
cg07349663,0.007442847221577316,COPA,Body
cg15131784,0.004094734360956858,COPB2,TSS200
cg00349599,0.006547746533904033,COPS3,Body
cg05484231,-0.005817202940759422,COPS5,Body
cg02756214,0.0049492901781658626,COPS6,TSS1500
cg04937851,0.006932404183662429,COPS8,TSS1500
cg16449840,0.0031164958652870906,COPZ1,TSS1500
cg17740401,-0.013120249593816745,COPZ2,Body
cg24549609,-0.006700445020711413,CORIN,Body
cg06038367,0.013305819309584629,CORO1A,Body
cg02740606,-0.012730821213868787,CORO1B,Body
cg18037808,0.00903363895212603,CORO1C,Body
cg00516222,0.006172245292244754,CORO6,TSS1500
cg04395006,0.01927260471096745,CORO7,Body
cg12464625,-0.011805736892766554,CORT,Body
cg09985344,-0.013518637201178825,COTL1,Body
cg09120145,0.005061267944973016,COX11,TSS200
cg27288091,0.006113785953913054,COX4I1,Body
cg11704513,-0.0155277709987039,COX4I2,5'UTR
cg18817426,0.0058306412535158,COX5A,5'UTR
cg16022344,0.004698711959856377,COX5B,5'UTR
cg08579721,-0.005991445919908354,COX6C,TSS1500
cg24667938,0.002444821123959189,COX7A2,TSS200
cg05504732,0.005106295899117631,COX7A2L,TSS200
cg04912466,0.007692110661696942,COX8A,TSS200
cg09457255,-0.005733009320698042,CP,Body
cg25718383,-0.01305860427655065,CPA1,TSS200
cg00371301,-0.007083387119051531,CPA4,3'UTR
cg14662172,-0.0052820957732957075,CPB2,1stExon
cg01745873,0.006377406623318647,CPD,1stExon
cg15353821,-0.008919963182418306,CPE,3'UTR
cg19349713,-0.017968576920552874,CPEB1,Body
cg03990998,0.007373038780900729,CPEB2,Body
cg15341575,-0.015537649623476533,CPEB3,Body
cg25122699,-0.010564826746121416,CPEB4,TSS1500
cg05209514,-0.008988329507775828,CPM,5'UTR
cg25833003,-0.0032279086345943925,CPN1,Body
cg11122795,-0.012703353131931508,CPN2,5'UTR
cg19568834,0.009342862998444786,CPNE1,TSS200
cg07213029,-0.009911447293060089,CPNE7,Body
cg02657160,-0.00678253898679562,CPOX,Body
cg21165909,-0.011990995757698868,CPS1,Body
cg27617225,0.011078351720992122,CPSF1,Body
cg10324096,0.007094760281734828,CPSF2,TSS1500
cg12057242,0.006032617813004723,CPSF3,Body
cg01611679,0.005541679348292272,CPSF4,Body
cg20201954,0.0079972931063966,CPT1A,TSS200
cg19538614,0.01733428797280173,CPT1C,TSS1500
cg13863396,-0.008942541339460978,CPT2,TSS1500
cg14772935,-0.009939009518464178,CPVL,TSS1500
cg04611203,0.006050947335583017,CPXM1,TSS200
cg16002908,-0.012984879706099278,CPXM2,Body
cg05284713,-0.01040484368534249,CPZ,3'UTR
cg26886965,-0.012745643603962605,CR1,Body
cg05508558,-0.008696460180080148,CR2,TSS1500
cg12073016,-0.011451415584151232,CRABP1,TSS1500
cg18793215,-0.006173301645594097,CRABP2,Body
cg09631880,-0.010909254521872302,CRADD,Body
cg25587233,0.006782482253346556,CRAT,Body
cg26644059,0.008203065316046882,CRB3,TSS200
cg09463755,0.008175751780743623,CRBN,TSS200
cg18115495,0.009619054928398268,CRCP,Body
cg23726537,0.005248288303686944,CRCT1,Body
cg10495393,0.008938509896501946,CREB1,5'UTR
cg00910297,0.0031273692860165126,CREB3,1stExon
cg06884875,-0.013250834826931323,CREB3L1,Body
cg22523050,0.010706663794926888,CREB3L2,3'UTR
cg09895920,-0.004912802571298662,CREB3L4,Body
cg16534307,-0.015470290045488532,CREB5,1stExon
cg10203440,0.013923542027180637,CREBBP,3'UTR
cg21637097,0.004572837608013116,CREBL2,TSS200
cg17936236,0.0034890119057325287,CREG1,Body
cg19215266,-0.012276758052154368,CREM,5'UTR
cg21878188,0.003965039324835635,CRH,5'UTR
cg26196496,-0.012146629664980299,CRHBP,TSS1500
cg08929103,-0.011589435530470293,CRHR1,TSS1500
cg09516959,0.006124125727138944,CRHR2,Body
cg07065217,-0.004094102987201723,CRIP1,TSS200
cg12488111,0.007111598099967088,CRIP2,Body
cg13097407,0.003726038245777783,CRIP3,TSS200
cg12440062,0.0083461699143908,CRISP2,TSS200
cg09375907,-0.006014695824638009,CRISP3,5'UTR
cg22563043,0.01149398788556417,CRISPLD2,1stExon
cg06967127,-0.00543608441745172,CRK,Body
cg15575339,0.006902655929737354,CRKL,1stExon
cg13407975,-0.008583471700770803,CRLF1,Body
cg16936289,-0.013428691886125157,CRLF3,Body
cg08376824,-0.00693956135182809,CRLS1,Body
cg09883987,-0.013867996967361592,CRMP1,3'UTR
cg04275707,0.008562218347987609,CRNKL1,Body
cg22164207,-0.0014772585733843662,CRNN,Body
cg12402555,-0.012838791088931621,CROCC,Body
cg17520909,-0.008324510179767732,CRP,Body
cg22512531,0.011844042561416435,CRTAM,Body
cg11858213,0.0042019269344234465,CRTAP,Body
cg23973524,0.012011103275706996,CRTC1,Body
cg26530713,-0.0048226100219308544,CRTC2,Body
cg22396498,-0.015679271349928067,CRTC3,Body
cg11707084,-0.006697598430226205,CRX,3'UTR
cg00442220,-0.003326365337564572,CRY1,Body
cg24305156,0.008486941939332106,CRY2,Body
cg15545878,-0.012956596925212348,CRYAB,TSS200
cg17504145,-0.010696620340161684,CRYBB2,5'UTR
cg17527766,-0.005572959235353305,CRYBG3,TSS1500
cg26363119,-0.014524079669335194,CRYGC,TSS200
cg09453636,-0.012075547137791454,CRYGD,TSS1500
cg19159759,0.011523179760513936,CRYL1,Body
cg03038520,-0.011968246572637939,CRYM,5'UTR
cg09142399,-0.00321586475231439,CRYZ,TSS1500
cg06574813,0.0048117805436125585,CS,TSS200
cg15463686,-0.011660810477543066,CSDE1,5'UTR
cg17572903,-0.007182865986517511,CSE1L,3'UTR
cg19755069,-0.012316516615706874,CSF1,3'UTR
cg04569804,-0.00629367780934544,CSF1R,TSS1500
cg26369418,-0.015911221725697252,CSF2,TSS200
cg23207054,0.014194467535351259,CSF3,TSS200
cg13944870,0.009163819692824484,CSF3R,Body
cg16885093,-0.006007909775454768,CSHL1,5'UTR
cg10601181,0.010100839586464874,CSK,3'UTR
cg01136458,-0.019098685824987926,CSMD1,TSS1500
cg03325403,-0.013025828927176535,CSMD2,Body
cg20323509,-0.01126417864132876,CSMD3,Body
cg09096383,-0.005861090127243981,CSN1S1,5'UTR
cg26308992,-0.0037048151965510465,CSN2,Body
cg15651758,-0.007241444409826999,CSN3,1stExon
cg03611632,-0.010418448938658793,CSNK1A1,TSS1500
cg15117681,0.014652920529791877,CSNK1D,3'UTR
cg16653173,0.006175757705320338,CSNK1E,5'UTR
cg08307171,0.01382984454984818,CSNK1G2,5'UTR
cg02631957,0.005841121964349444,CSNK1G3,1stExon
cg26292976,0.008563506967911886,CSNK2A1,3'UTR
cg06640533,-0.004875337823935934,CSNK2A2,3'UTR
cg21460582,-0.0133624267189827,CSPG4,TSS1500
cg00501876,-0.008107837432774143,CSRNP1,5'UTR
cg24155190,-0.03162932594183517,CSRP1,TSS1500
cg22981961,-0.006265156305791813,CST1,TSS1500
cg05274674,-0.015332470267843451,CST3,TSS1500
cg22262704,-0.014336228553103675,CST5,TSS1500
cg04327181,0.00812082641102761,CST6,1stExon
cg11804789,0.00466220495922122,CST7,TSS200
cg14664412,0.0063823307889139605,CSTA,1stExon
cg12548899,-0.00507050748597287,CSTB,3'UTR
cg10706966,0.003953704194244264,CSTF3,TSS200
cg07123290,-0.008804257600959845,CTAGE1,TSS1500
cg02384251,0.011303848475783711,CTBP1,3'UTR
cg15205441,-0.01396983860004101,CTBP2,5'UTR
cg01935060,0.004336448602035292,CTBS,TSS200
cg08324636,0.005285783280662964,CTCF,TSS1500
cg20835555,-0.013374551379166008,CTCFL,Body
cg26020805,0.009937906211477813,CTDP1,Body
cg00330502,0.006126346002392253,CTDSP1,TSS1500
cg08545213,0.011392514000084895,CTDSPL,Body
cg26890010,0.004912895065922352,CTH,TSS200
cg05740575,-0.005861575494686926,CTHRC1,Body
cg22572158,-0.005429730223642869,CTLA4,TSS1500
cg02276665,-0.01055864970423806,CTNNA1,TSS1500
cg24570211,-0.013669800466758877,CTNNA2,Body
cg13215003,-0.016030684211237753,CTNNA3,Body
cg05485060,0.005975434771921551,CTNNAL1,TSS1500
cg09678212,-0.005498452839854805,CTNNB1,TSS1500
cg03401488,-0.010534138330132278,CTNNBIP1,Body
cg01925094,0.004903127040561529,CTNNBL1,TSS200
cg17345994,-0.008781448571605219,CTNND1,Body
cg14698665,-0.016690043578062447,CTNND2,Body
cg15657206,0.008066454708011709,CTR9,TSS200
cg21686987,0.009168563112146165,CTRB1,Body
cg06625077,-0.006780901926524448,CTRL,3'UTR
cg22654980,-0.005550077276902962,CTSB,5'UTR
cg11733478,0.00592225335113159,CTSC,TSS200
cg01936565,0.005703254011952027,CTSD,TSS1500
cg04457794,-0.009463438216268166,CTSE,Body
cg23230554,-0.010839088546846419,CTSF,Body
cg14932313,0.007831702380186623,CTSG,Body
cg02145220,-0.004093185852177508,CTSH,Body
cg00253735,-0.0037661760060815315,CTSK,5'UTR
cg15900387,-0.006149935443205039,CTSS,TSS1500
cg12831034,-0.008615291948187583,CTSZ,TSS1500
cg02848448,-0.013288119935101084,CTTN,Body
cg03162314,-0.02054600059973789,CTU1,3'UTR
cg25913882,-0.01296236535241811,CUBN,Body
cg15681023,0.003216648153956096,CUEDC2,5'UTR
cg19709083,-0.007150872481148344,CUL1,3'UTR
cg10949322,0.003026376126445108,CUL2,1stExon
cg06271067,-0.008109159458295722,CUL3,Body
cg06925625,-0.012778637085780252,CUL4A,Body
cg07979752,-0.009948345525090652,CUL5,TSS200
cg07495357,0.002795883965998957,CUL7,Body
cg23271099,0.010902641036431546,CUL9,TSS1500
cg20253855,0.014425740197518553,CUX1,Body
cg16295133,-0.009389363685394753,CUZD1,Body
cg00460911,0.004367974192405526,CWC22,TSS1500
cg05724197,-0.013790629317202223,CX3CL1,TSS1500
cg01394385,-0.011090391631199119,CX3CR1,Body
