ID,dbeta,UCSC_RefGene_Name,UCSC_RefGene_Group
cg13330524,-0.5111821687575904,COL2A1,Body
cg23235135,0.41794245463185375,COL3A1,Body
cg21938148,-0.5001679078753453,COL4A1,Body
cg24909466,-0.4947033213867276,COL4A2,Body
cg10563352,-0.5090009501158015,COL4A3,TSS1500
cg13499271,-0.5015796917660307,COL5A1,TSS1500
cg01247454,0.4452442950149229,COL5A2,Body
cg25445612,-0.5129005222713455,COL6A1,TSS1500
cg11391970,0.4555909780931702,COL6A3,Body
cg11496753,0.44851302577010016,COL6A6,Body
cg16357381,-0.49291818880186505,COL7A1,TSS1500
cg05211057,-0.4835951440057465,COL9A1,Body
cg07367434,-0.5182636652089948,COL9A2,Body
cg18839746,-0.5116280762872362,COL9A3,TSS1500
cg07228028,0.43681588437072116,COLEC10,TSS1500
cg21847403,0.44622493070761493,COLQ,Body
cg15013768,-0.5091979444603344,COMMD1,TSS200
cg10163945,-0.5215448610459557,COMMD10,Body
cg13514955,-0.5110087856448018,COMMD5,TSS1500
cg00504034,-0.5152718402643763,COMMD6,TSS1500
cg18785833,-0.5139806813958291,COMMD7,1stExon
cg12020549,-0.5138765100658991,COMP,Body
cg06860277,-0.5021686685227708,COMT,5'UTR
cg26812967,-0.5154976136853506,COPA,5'UTR
cg14937036,-0.5127684902821066,COPB2,TSS1500
cg16301857,-0.5178644885375153,COPS3,TSS200
cg26329349,-0.5172560463335155,COPS5,5'UTR
cg04180093,-0.5084302177882752,COPS6,TSS1500
cg20771988,-0.5124103097294401,COPS8,Body
cg27205791,-0.51792093438956,COPZ1,Body
cg25004507,-0.507391118699943,COPZ2,Body
cg04980832,-0.512110857037042,CORIN,Body
cg01207490,-0.5147533547651831,CORO1A,5'UTR
cg18825927,-0.5146102228753291,CORO1B,TSS200
cg16646466,-0.5162146198052685,CORO1C,TSS200
cg13465852,-0.517457412623172,CORO6,3'UTR
cg06916706,-0.5197325581122073,CORO7,Body
cg20163085,0.4472645613874479,CORT,Body
cg07126095,-0.5183250470828089,COTL1,TSS200
cg09618028,-0.5075996070417438,COX11,1stExon
cg06438404,-0.4874466972536502,COX4I1,TSS1500
cg11595048,0.38125784248551836,COX4I2,TSS1500
cg00926162,-0.5180396179558743,COX5A,Body
cg00605057,-0.5139088239716714,COX5B,TSS1500
cg05686643,-0.5165686625724779,COX6C,TSS200
cg24775832,-0.5087889316005949,COX7A2,TSS200
cg14396381,-0.5155776233194694,COX7A2L,1stExon
cg07104773,-0.514222734914001,COX8A,5'UTR
cg06177297,0.4533922732979097,CP,TSS1500
cg10663408,0.45641513025345576,CPA1,Body
cg26442210,0.44843582071755334,CPA4,TSS1500
cg26361780,0.44437335683164747,CPB1,Body
cg14662172,0.4554401732663775,CPB2,1stExon
cg23108367,-0.5175821318478467,CPD,1stExon
cg03465206,-0.5058846146703734,CPE,TSS200
cg04184836,-0.5064461521836435,CPEB1,1stExon
cg25157709,-0.5173239912512743,CPEB2,TSS1500
cg18409845,-0.512414514345873,CPEB3,5'UTR
cg26100149,-0.5128879612997125,CPEB4,TSS200
cg21548096,-0.5100718481613228,CPM,5'UTR
cg12089335,0.4599325925997439,CPN1,Body
cg10218079,0.41331249985983126,CPN2,TSS1500
cg05078106,-0.5159037470390712,CPNE1,5'UTR
cg07183344,-0.5130302165278541,CPNE7,1stExon
cg03951153,-0.512823463523176,CPOX,TSS1500
ch.2.4215183F,-0.49055847481664844,CPS1,Body
cg18511989,-0.5228260026807324,CPSF1,Body
cg11511713,-0.4886329713641252,CPSF2,TSS1500
cg20549545,-0.5069011988989635,CPSF3,TSS200
cg13827212,-0.5160645154242884,CPSF4,TSS1500
cg23404110,-0.5214052474340275,CPT1A,TSS200
cg19471591,-0.48238283629347284,CPT1C,TSS200
cg10321208,-0.5166716540043201,CPT2,1stExon
cg11044163,-0.514472864208415,CPVL,TSS200
cg07113642,-0.5099586391625197,CPXM1,5'UTR
cg16676599,0.4454203766764557,CPXM2,Body
cg14326460,-0.48468250769785864,CPZ,Body
cg05825950,-0.5188720551128485,CR1,5'UTR
cg00247489,-0.5168184870163222,CR2,Body
cg26556895,-0.4961654966519613,CRABP1,TSS200
cg15119100,-0.5111683243445764,CRABP2,TSS200
cg04117338,-0.5252446537483043,CRADD,5'UTR
cg26805528,-0.4911262226390529,CRAT,Body
cg09761352,-0.5041619801819688,CRB3,5'UTR
cg20787969,-0.5134222316229785,CRBN,TSS1500
cg12463550,-0.5165989100222428,CRCP,TSS200
cg00302521,-0.5036955680132678,CRCT1,Body
cg01724041,-0.5111109455887533,CREB1,TSS1500
cg14307667,-0.5118785947201949,CREB3,1stExon
cg14547067,-0.5159027544116868,CREB3L1,Body
cg02216939,-0.5171493507356665,CREB3L2,TSS1500
cg07556888,-0.4943845067616575,CREB3L4,1stExon
cg13545897,-0.5153481171273584,CREB5,TSS1500
ch.16.192535R,-0.5161090025593402,CREBBP,Body
cg26213780,-0.5126774427795799,CREBL2,TSS200
cg09995475,-0.5149207062272053,CREG1,TSS200
cg27509202,-0.517310809634807,CREM,Body
cg21240762,-0.5021971797007773,CRH,Body
cg17448335,-0.49760315247106846,CRHBP,Body
cg11731737,-0.5011292769430815,CRHR1,Body
cg13094036,-0.515184832305148,CRHR2,TSS1500
cg22861279,-0.5103609956813664,CRIP1,TSS200
cg03451296,-0.5141437484122806,CRIP2,TSS1500
cg27291698,-0.4956841443820711,CRIP3,TSS200
cg25734198,0.3845361778637125,CRISP2,Body
cg27136847,0.44333899643538077,CRISP3,5'UTR
cg09107932,-0.49446507123098116,CRISPLD2,TSS200
cg06197006,-0.5185811613339711,CRK,TSS1500
cg20750843,-0.5179983924957865,CRKL,TSS1500
cg22702618,-0.5123484466521313,CRLF1,Body
cg20525549,-0.5117846634142226,CRLF3,TSS200
cg18936022,-0.5150587278295149,CRLS1,TSS200
cg14006320,-0.5051002724405768,CRMP1,Body
cg04275707,-0.5201913398140366,CRNKL1,Body
cg16713808,0.4339972584132708,CRNN,TSS1500
ch.1.587982R,-0.5212570409683205,CROCC,Body
cg08474603,0.45024559910249573,CRP,TSS200
cg07537821,-0.5090803050099418,CRTAM,Body
cg03774708,-0.5075128986180885,CRTAP,1stExon
cg05608388,-0.5134652823858774,CRTC1,TSS200
cg19939555,-0.5189169297889152,CRTC2,TSS200
cg04417954,-0.519880918850996,CRTC3,Body
cg25686793,0.37513279063567984,CRX,Body
cg10126874,-0.5162366165959081,CRY1,1stExon
cg24754334,-0.5174880487550148,CRY2,Body
cg07476508,-0.40521649949559363,CRYAB,TSS1500
cg25497487,0.4453193257873976,CRYBB2,TSS1500
cg06814136,0.44186947804953336,CRYBG3,3'UTR
cg10824477,0.4482748941944751,CRYGC,Body
cg23405212,-0.47361728611982956,CRYGD,TSS200
cg02742186,-0.5195077885118174,CRYL1,TSS200
cg03114558,-0.5139708386500772,CRYM,1stExon
cg26690034,-0.46884378647481784,CRYZ,5'UTR
cg08138375,-0.5111071202709352,CS,TSS200
cg08657020,-0.5185717595403087,CSDE1,5'UTR
cg08162572,-0.5149224665212095,CSE1L,5'UTR
cg23089438,-0.5146980744063314,CSF1,5'UTR
cg09892454,0.44433354655313445,CSF1R,3'UTR
cg16465129,0.44249785115933943,CSF2,TSS1500
cg03812679,-0.48199140556663783,CSF3,TSS1500
cg16711866,0.45001387305679214,CSF3R,Body
cg06953454,0.20354497053336223,CSH2,TSS1500
cg16885093,0.41003981873152756,CSHL1,5'UTR
cg25456747,-0.5194537225228286,CSK,TSS1500
cg14762856,-0.5024685235833931,CSMD1,Body
cg26150071,-0.5069129793488435,CSMD2,Body
cg21039652,-0.5088520262872767,CSMD3,Body
cg09096383,0.4222363038215381,CSN1S1,5'UTR
cg26308992,0.4036583466930094,CSN2,Body
cg04775505,0.40342788507590355,CSN3,Body
cg01579206,-0.5180666389697275,CSNK1A1,TSS200
cg12936639,-0.5136557428970557,CSNK1D,1stExon
cg19358731,-0.5086575494369389,CSNK1E,5'UTR
cg01573162,-0.5044963117111692,CSNK1G2,TSS1500
cg11172967,-0.5129543993212329,CSNK1G3,TSS200
cg03346802,-0.5202399862296394,CSNK2A1,TSS1500
cg16570890,-0.5116777891475138,CSNK2A2,1stExon
cg13788479,-0.4779360451972294,CSPG4,TSS200
cg26035625,-0.5133873862586814,CSRNP1,TSS1500
cg19099833,-0.5092470961395871,CSRP1,5'UTR
cg22981961,0.4347175045629265,CST1,TSS1500
cg10938286,0.44031984318442285,CST2,Body
cg02649168,-0.5038230920214087,CST3,Body
cg01454519,0.3993130876799251,CST5,1stExon
cg07270851,-0.45665447095228906,CST6,TSS200
cg26450106,-0.5093063090113261,CST7,TSS1500
cg16896618,0.4459266347210766,CSTA,Body
cg15249629,-0.5081165916386762,CSTB,TSS200
cg25409040,-0.5235536931701716,CSTF3,TSS1500
cg06580065,0.44041682870057364,CTAGE1,TSS200
cg10903826,-0.506651226622213,CTBP1,Body
cg04080353,-0.5116683607970381,CTBP2,TSS200
cg16692196,-0.510550893878901,CTBS,TSS1500
cg23858565,-0.5162592270646686,CTCF,TSS1500
cg15858483,-0.45860514798087776,CTCFL,3'UTR
cg13781084,-0.5174836739178985,CTDP1,TSS1500
cg18853435,-0.5200047032512852,CTDSP1,TSS1500
cg27201297,-0.5093819230470323,CTDSPL,TSS1500
cg26933368,-0.5204078293348967,CTH,TSS1500
cg20392240,-0.5132419906223253,CTHRC1,TSS200
cg14288266,0.4480406949088491,CTLA4,3'UTR
cg07874155,-0.5128936475072018,CTNNA1,5'UTR
ch.2.1786654R,-0.5074747749498884,CTNNA2,Body
cg07309124,-0.49103113521322805,CTNNA3,Body
cg13813623,-0.5119803924852733,CTNNAL1,Body
cg00052422,-0.5129514484373677,CTNNB1,5'UTR
cg25033138,-0.520389536272685,CTNNBIP1,TSS1500
cg01820262,-0.5211815660472867,CTNNBL1,1stExon
cg11643991,-0.4951691181979832,CTNND1,Body
cg20380649,-0.5062994990917913,CTNND2,Body
cg17489964,-0.5168937058077439,CTR9,TSS200
cg16863382,0.426418270935158,CTRB1,TSS200
cg04413148,0.42996783089989915,CTRL,TSS200
cg21281001,-0.5165661649829003,CTSB,5'UTR
cg25902627,-0.5116956581432585,CTSC,TSS1500
cg16977799,-0.5071410391582407,CTSD,TSS1500
cg12447687,0.45521821954497355,CTSE,TSS1500
cg17381565,-0.5104942582506311,CTSF,TSS200
cg01932691,-0.4355318084860246,CTSG,TSS200
cg08500346,-0.47835737338831696,CTSH,TSS1500
cg26574794,0.4548860707619621,CTSK,TSS1500
cg08578023,-0.48877076536337877,CTSS,5'UTR
cg09902229,-0.49656204200788423,CTSZ,1stExon
cg12868887,-0.5137882933326154,CTTN,TSS200
cg15196314,-0.5132341750061774,CTU1,TSS1500
cg00939682,-0.5034642712624688,CUBN,Body
cg06024834,-0.5185309828074268,CUEDC2,TSS200
cg12592716,-0.5151084350977518,CUL1,TSS1500
cg27370344,-0.5205500565599295,CUL2,TSS1500
cg07226679,-0.5203752530084832,CUL3,TSS1500
cg14151426,-0.5106304630112648,CUL4A,5'UTR
cg10076809,-0.518346804177084,CUL5,1stExon
cg25042239,-0.5075224137644831,CUL7,5'UTR
cg18800391,-0.5167702609204945,CUL9,TSS200
cg19874047,-0.5191854387351981,CUX1,1stExon
cg23875509,0.44553524138757794,CUZD1,Body
cg09304724,-0.5119295405473533,CWC22,1stExon
cg00331677,0.4496590691426986,CX3CL1,Body
cg18565762,-0.4392336064250812,CX3CR1,Body
cg05169244,-0.5067219727114772,CXADR,Body
cg08894362,-0.4880620409496154,CXCL1,TSS200
cg01288089,-0.4705824750590555,CXCL10,TSS200
cg06048524,-0.510709813180443,CXCL12,TSS200
cg17907057,0.4355833124158999,CXCL13,TSS1500
cg07557560,-0.4913498466594934,CXCL14,5'UTR
cg22215737,-0.4660845208008845,CXCL16,TSS200
cg22021832,-0.450490214313979,CXCL17,Body
cg18804985,-0.4964339126896681,CXCL2,TSS1500
cg04004578,-0.5177245004466487,CXCL3,TSS1500
cg15478045,0.4239713343096099,CXCL5,TSS1500
cg10728756,-0.49790211503212334,CXCL6,5'UTR
cg03199006,0.41671128780016004,CXCL9,3'UTR
cg18956547,-0.5103187327668092,CXCR1,TSS200
cg13739417,-0.49981580978996354,CXCR2,TSS200
cg13854983,-0.5183526694675422,CXCR4,Body
cg03386765,-0.47387763367466446,CXCR5,Body
cg05705212,0.3910540078366082,CXCR6,TSS1500
cg27419474,-0.5196251124196377,CXXC1,5'UTR
cg22604213,-0.5054595485304186,CXXC4,TSS1500
cg26142075,-0.5095544616436105,CXXC5,5'UTR
cg02310103,-0.18027148250620526,CYB561D2,3'UTR
cg22456192,-0.5152443758573537,CYB5A,TSS1500
cg20289237,-0.5104176610635958,CYB5D2,TSS1500
cg05348768,-0.5105095423116308,CYB5R1,Body
cg18791121,-0.49592510657985633,CYB5R2,1stExon
cg10250355,-0.5144882103266589,CYB5R3,Body
cg04879832,-0.5097549126049481,CYBA,1stExon
cg25803766,-0.516776714516804,CYC1,Body
cg22028181,-0.5104422148483063,CYFIP1,TSS200
cg15042995,-0.5151841592627532,CYFIP2,TSS200
cg17299935,-0.5138064839360226,CYGB,TSS1500
cg00735315,-0.5133844661043758,CYHR1,TSS1500
cg12691198,-0.5162863936191311,CYLD,TSS1500
cg24578679,-0.5093605445050521,CYP11A1,Body
cg26785106,0.41249127932416707,CYP11B1,Body
cg02467735,0.44220379523400555,CYP11B2,TSS1500
cg18847882,-0.4977285306298737,CYP17A1,Body
cg06996165,-0.5026343882241067,CYP19A1,5'UTR
cg26773654,-0.5143329545919127,CYP1A1,TSS1500
cg24182584,0.4448810600797884,CYP1A2,Body
cg16248783,-0.5117230875198286,CYP1B1,TSS1500
cg08557799,0.3765473250355519,CYP21A2,Body
cg02712555,-0.516143830148454,CYP24A1,TSS1500
cg14613832,-0.5138400497436233,CYP26A1,TSS200
cg10147666,-0.47618137747206646,CYP27A1,5'UTR
cg16984335,-0.49842726986946573,CYP27B1,Body
cg05372113,-0.4664520211702242,CYP2A13,Body
cg05910970,0.38096176021750877,CYP2A6,Body
cg09508736,0.4258373472318239,CYP2A7,Body
cg09286079,0.42613465167033376,CYP2B6,Body
cg04189838,0.3976305904527907,CYP2C19,Body
cg12759420,0.43437465701354444,CYP2C8,Body
cg24140586,0.4281037013931766,CYP2C9,TSS1500
cg09322432,0.40105052450223794,CYP2D6,TSS1500
cg25330361,-0.4685230030088391,CYP2E1,Body
cg10239449,0.4494507018183062,CYP2F1,Body
cg04996523,-0.4928105116818515,CYP2J2,TSS200
cg02997111,-0.484037196549334,CYP2S1,TSS1500
cg27053785,0.45602206275437174,CYP2W1,Body
cg09914773,0.442439298593936,CYP3A4,TSS1500
cg18988856,0.4515681644101558,CYP3A43,TSS200
cg16879596,0.23609674035081757,CYP3A5,TSS1500
cg06459378,0.4364749521689992,CYP3A7,TSS1500
cg15928534,-0.5110311710668317,CYP46A1,TSS200
cg12651712,0.3153737457693927,CYP4A11,1stExon
cg14222679,0.4350215604015341,CYP4B1,TSS1500
cg26617938,0.4536175174998876,CYP4F11,Body
cg25813714,0.4401006701549605,CYP4F12,TSS1500
cg17653190,0.42782879133647744,CYP4F2,3'UTR
cg03163448,0.4214796073736359,CYP4F3,TSS1500
cg09224134,-0.515392131988013,CYP4V2,TSS200
cg22435349,0.4351148624204979,CYP4Z1,Body
cg14576616,-0.5170713774031409,CYP51A1,5'UTR
cg04418492,-0.4949137356611727,CYP7B1,1stExon
cg16299590,0.4529774530703731,CYSLTR2,3'UTR
cg21622555,-0.4956393931259796,CYTH3,TSS1500
cg10559416,-0.5180065670245494,CYTIP,1stExon
cg04887807,-0.47054665245754973,CYTL1,TSS200
cg21282630,-0.4864293734273603,CYYR1,Body
cg15574705,-0.5056549035153692,DAB1,5'UTR
cg15873715,-0.5184058039923746,DAB2,1stExon
cg05684891,-0.5145394921918022,DAB2IP,Body
cg03359183,-0.49200080463261847,DACH1,Body
cg13215643,-0.5112327797065591,DACT1,5'UTR
cg04053392,-0.46610826218848034,DACT2,TSS200
cg21475255,-0.5194017484382959,DAG1,TSS1500
cg15415411,0.4292611515168535,DAND5,Body
cg26725638,0.4265053487098997,DAO,Body
cg07817783,-0.5109594204186488,DAP,TSS1500
cg14837416,-0.5152580094385979,DAP3,5'UTR
cg13814950,-0.5115540491133249,DAPK1,TSS1500
cg21413009,-0.5137860344150189,DAPK2,TSS1500
cg06807379,-0.5151103771056914,DAPK3,TSS1500
cg16922466,-0.517815682666173,DAXX,TSS1500
cg22802739,-0.516406642039013,DBF4,TSS1500
cg14301000,0.45406706576568723,DBH,1stExon
cg12323894,-0.5200784170459667,DBI,TSS1500
cg00590991,-0.5101676511417963,DBN1,TSS200
cg26351039,-0.5109011130321172,DBP,Body
cg13186327,-0.49776036712840055,DBX2,TSS200
cg13556910,-0.5130296998271635,DCAF12,TSS200
cg04022019,-0.5179721639606827,DCAF13,1stExon
cg04900915,-0.514615780194319,DCAF4,1stExon
cg08412305,-0.5146319181645417,DCAF6,TSS1500
cg16180217,-0.5085084436591012,DCBLD2,TSS200
cg14743291,-0.481689042237932,DCC,TSS1500
cg16606256,0.42464911330617755,DCD,TSS1500
cg22469020,0.4467342851954521,DCDC2,Body
cg26640895,-0.5180366790694625,DCK,1stExon
cg08110874,-0.4950147294854871,DCLK1,5'UTR
cg18367053,0.45322270094132777,DCLK3,TSS200
cg05004228,-0.5134107137624083,DCLRE1C,1stExon
cg13237265,0.43924662727845226,DCN,3'UTR
cg03830408,-0.5195597586331635,DCPS,1stExon
cg05807291,0.41588760719786694,DCT,1stExon
cg04241308,-0.5174621032081974,DCTD,5'UTR
cg20202112,0.4504532002765056,DCTN1,Body
cg22579849,-0.5184758776112988,DCTN3,Body
cg14543852,-0.5164566872130728,DCTN4,1stExon
cg08887137,-0.5099261684367705,DCTN6,TSS200
cg16248795,-0.5027890399199899,DCUN1D1,Body
cg26424013,-0.5203410771643974,DCUN1D3,TSS1500
cg01350700,-0.5122709140612504,DCXR,TSS1500
cg06363275,-0.5164482598972002,DDAH1,5'UTR
cg08724919,-0.5170786402865809,DDB1,1stExon
cg01573732,-0.5049786742269725,DDB2,Body
cg03721064,-0.499360981267105,DDC,Body
cg13148824,-0.5170700504937554,DDIT3,TSS1500
cg27106233,-0.5189204349856074,DDIT4,5'UTR
cg02151528,-0.5171968288164387,DDOST,TSS200
cg11977634,-0.5187876324058892,DDR1,5'UTR
cg00819233,0.4591678866574828,DDR2,TSS1500
cg09783236,-0.5170022324699846,DDRGK1,5'UTR
cg11060661,0.4514270316212235,DDT,Body
ch.2.411473F,-0.5128265104795249,DDX1,Body
cg23074401,-0.5147949683590297,DDX10,1stExon
cg01639485,-0.5049464654165535,DDX11,TSS200
cg16774942,-0.5196021598236495,DDX17,Body
cg27284019,-0.5146228188944358,DDX20,TSS200
ch.10.1452314F,-0.5208061740843849,DDX21,Body
cg12077875,-0.5156603916313544,DDX27,1stExon
cg08589821,0.4593449511266634,DDX4,5'UTR
cg10948883,-0.5174673330191493,DDX41,TSS200
cg08277314,0.4530336661010437,DDX43,TSS1500
cg26074535,-0.5199214361344281,DDX46,5'UTR
cg02363317,-0.5116811317688909,DDX5,1stExon
cg27629044,-0.5150458498544213,DDX51,TSS200
ch.7.1039544R,-0.5198955383257298,DDX56,Body
cg00162643,-0.5174821530680253,DDX58,TSS200
cg20624538,-0.5128929320657374,DDX6,TSS200
cg13198594,-0.5154851866693977,DDX60,5'UTR
cg07157757,0.4558624978098191,DEAF1,Body
cg13277385,-0.5166578506283772,DECR1,TSS200
cg13672649,-0.5178154573579542,DEDD,TSS1500
cg18235192,0.30813519636476905,DEFA1B,TSS1500
cg12251126,0.38768111461616234,DEFA3,TSS1500
cg01691696,0.34409077538439087,DEFB1,Body
cg14752139,0.4435994781720498,DEFB104B,Body
cg23132254,-0.5156117788247695,DEK,1stExon
cg14829060,0.4478320330478233,DENND2D,Body
cg19975931,-0.5177171301394123,DENR,TSS200
cg09113768,-0.5122405577422311,DEPDC1,Body
cg17504997,-0.516077753211085,DEPDC1B,Body
cg03550506,-0.5122975665801957,DEPDC5,TSS1500
cg06528830,-0.5184015414550035,DERL1,5'UTR
cg21654974,-0.5158960172260701,DERL2,TSS200
cg08369872,-0.520719664088564,DERL3,5'UTR
cg25059588,0.4086276954203207,DES,Body
cg04667141,-0.5165214861502855,DET1,TSS200
cg17075937,-0.5198101419811048,DFFA,TSS200
cg00905725,-0.5178792167236151,DFFB,TSS1500
cg16505237,-0.5181415831306155,DGAT1,TSS200
cg15605097,-0.5106297673401847,DGAT2,TSS1500
cg02734208,-0.5086063662210156,DGCR2,TSS200
cg01962510,-0.5121359324839143,DGCR5,TSS200
cg18251360,-0.5171647781543756,DGCR8,TSS1500
cg17536086,-0.5170053082232166,DGKA,5'UTR
cg08365802,0.440998751263863,DGKB,3'UTR
cg14601136,-0.4982896150706811,DGKG,TSS200
cg21216600,-0.501772460582968,DGKI,Body
cg25151353,-0.5140595607144752,DGKZ,TSS200
cg11125589,-0.517305240853842,DGUOK,1stExon
cg02896696,-0.5139132467309754,DHCR24,1stExon
cg17836940,-0.5196495517550643,DHDDS,1stExon
cg11646734,-0.5079208258714717,DHFR,Body
cg10086212,-0.5042061619314845,DHH,Body
cg00157456,-0.5145040912544431,DHODH,TSS1500
cg15102606,-0.519078462071138,DHPS,TSS200
cg09546345,-0.5174560284544398,DHRS1,5'UTR
cg06299537,-0.5180650437741554,DHRS3,5'UTR
cg24555600,-0.5125591578567213,DHRS4,TSS200
cg24093178,-0.5133833548070204,DHRS7,Body
cg11338049,0.4502060764066372,DHRS9,5'UTR
cg11410731,-0.514268787898548,DHX15,1stExon
cg01556611,-0.5146693883495275,DHX33,TSS200
cg03363567,-0.5235911558717722,DHX40,5'UTR
cg16762195,-0.5110563176995039,DHX58,TSS200
cg21813546,-0.5119406881803689,DHX9,5'UTR
cg00106420,-0.5070150054167497,DIABLO,Body
cg02637948,-0.5163622797772396,DIAPH1,TSS1500
cg15468925,-0.5179325163856252,DIAPH3,Body
cg16184930,-0.5075109829840904,DICER1,1stExon
cg26226951,-0.5170968363814087,DIDO1,TSS200
cg25102759,0.45862463568676026,DIO1,3'UTR
cg07294774,-0.49858999002870436,DIO2,TSS1500
cg21174533,-0.506434969126244,DIO3,TSS1500
cg04300065,0.40743549223526143,DIO3OS,TSS1500
cg19247551,-0.5178147479813603,DIP2A,TSS1500
cg07566917,-0.4945897996942758,DIP2C,Body
cg26332365,-0.4787516166033772,DIRAS1,5'UTR
cg23076194,0.43246497562085967,DIRAS3,3'UTR
cg04097334,-0.4402890152901663,DIRC1,5'UTR
cg02162950,-0.5199308877512394,DIS3,1stExon
cg06703054,-0.514828865775009,DIS3L2,TSS200
cg00543972,-0.5046356255403487,DIXDC1,5'UTR
cg25158147,-0.4917223101365553,DKK1,TSS1500
cg08341316,-0.5143728704680184,DKK2,1stExon
cg20973347,-0.5083078332881841,DKK3,TSS200
cg16141331,0.4425986748769842,DKK4,TSS1500
cg26464821,-0.5070891156979023,DLC1,Body
cg01025762,-0.5094045378180077,DLD,TSS1500
cg12177220,-0.5114156942015516,DLEC1,1stExon
cg00135815,-0.5203177711679937,DLEU1,Body
cg24691105,-0.5175030226115871,DLEU2,TSS1500
cg01257309,0.4513382534070984,DLEU7,TSS1500
cg11077561,-0.5152455139523849,DLG1,TSS1500
ch.11.1810631R,-0.5208408519169668,DLG2,Body
cg15802396,-0.5168226863440907,DLG4,Body
ch.10.1676711F,-0.5065178340064737,DLG5,Body
cg06879567,-0.5134996094325562,DLGAP1,Body
cg13517138,-0.5114580304238635,DLGAP5,5'UTR
cg17412258,-0.49175958293845595,DLK1,TSS1500
cg18702108,-0.4935341821863412,DLK2,5'UTR
cg14497851,-0.5094948176618158,DLL1,TSS200
cg21718857,-0.5189602769862954,DLL3,5'UTR
cg21215323,-0.5083080723353521,DLL4,TSS1500
cg27084680,-0.5177675057208456,DLST,Body
cg18619591,-0.514881141727894,DLX1,TSS200
cg15326320,-0.5186423214484234,DLX2,TSS200
cg10688991,-0.4954544253306499,DLX3,5'UTR
cg11551740,-0.5131542950641362,DLX4,Body
cg09150117,-0.506139228646336,DLX5,1stExon
cg27036581,-0.4997177827067948,DLX6,1stExon
cg23021241,-0.5061259614288321,DMAP1,5'UTR
cg17033087,0.44280571485266884,DMBT1,Body
cg08032971,0.3911728750429738,DMBX1,1stExon
cg01867433,-0.51389443131752,DMC1,1stExon
cg16186929,-0.5060877966683932,DMKN,TSS200
cg22416721,0.45436691560814974,DMP1,TSS1500
cg05243144,-0.5111877328262241,DMPK,3'UTR
cg03168582,-0.5067785230168086,DMRT1,1stExon
cg27165922,-0.5075016135147418,DMTF1,TSS200
cg17458101,-0.5055805968051567,DNA2,1stExon
cg04192593,0.4510525507436361,DNAH5,Body
cg15933546,0.45578362545704837,DNAH8,1stExon
cg11849461,-0.5045724767456229,DNAH9,Body
cg03062166,-0.3613169953254479,DNAI1,TSS200
cg14288209,-0.5171788311043779,DNAJA1,5'UTR
cg01721429,-0.5118901768096251,DNAJA2,5'UTR
cg27179169,-0.5171865201682002,DNAJA3,Body
cg02651945,-0.513836102210662,DNAJB1,TSS200
cg25853624,-0.5131553676661789,DNAJB11,1stExon
cg21968580,-0.5094077158137835,DNAJB4,1stExon
ch.7.3356624R,-0.5198997316756495,DNAJB6,Body
cg16320838,0.44819863794726933,DNAJB7,TSS1500
cg25130920,0.44369585123215044,DNAJB8,5'UTR
cg10359940,-0.5070728842800923,DNAJC10,TSS200
ch.1.250064R,-0.5231540655525379,DNAJC11,Body
cg12315959,0.442440221600874,DNAJC12,TSS1500
cg11520665,-0.508436325003878,DNAJC14,1stExon
cg19182537,-0.495144056948468,DNAJC15,Body
cg22005393,-0.5081926510155129,DNAJC2,TSS200
cg20888402,-0.5094998696299375,DNAJC27,TSS1500
cg00466108,-0.5052450255069837,DNAJC6,Body
cg16532399,0.4458228100547262,DNALI1,3'UTR
cg02542257,0.44378218518447893,DNASE1,5'UTR
cg10235741,0.44433060625823667,DNASE1L3,5'UTR
cg03067362,0.4582158969324418,DND1,Body
cg16365799,-0.5013527609628837,DNER,1stExon
cg15067376,-0.4632075525605838,DNLZ,Body
cg20180148,-0.5205553927956399,DNM1L,1stExon
cg19927510,-0.518867088985862,DNM2,1stExon
cg02011074,-0.5167654887703184,DNM3,TSS200
cg19803081,-0.5119700189816012,DNMT1,Body
cg00220517,-0.5153369554902144,DNMT3A,5'UTR
cg16523653,-0.5137264575638486,DNMT3B,1stExon
cg22028785,0.4429602659670086,DNMT3L,Body
cg24293914,-0.43959356240975217,DNTT,Body
cg00570642,-0.5154513956486948,DOC2A,TSS200
cg10058241,-0.5035601144342898,DOC2B,Body
ch.10.2774258R,-0.5129915893028166,DOCK1,Body
cg23171871,-0.5166623984180562,DOCK2,TSS1500
cg15342939,-0.5038928338209387,DOCK3,Body
cg24481633,-0.5146333258299409,DOCK4,Body
ch.8.614314F,-0.5193100449580693,DOCK5,Body
cg19252956,-0.5073950891044288,DOCK8,Body
cg02048416,-0.4761774466944219,DOK1,Body
cg03732056,-0.5046256679465889,DOK2,1stExon
cg21733154,-0.4956337912026109,DOK7,TSS200
cg05265569,-0.5142808377779662,DOT1L,1stExon
cg24913541,-0.5140644381402482,DPAGT1,1stExon
cg01510696,0.4470267770876364,DPEP1,5'UTR
cg01133099,-0.5137616648408592,DPH1,TSS200
cg00822591,-0.5044068353353663,DPH3,5'UTR
cg01886957,-0.4931616132142068,DPP10,Body
cg04219625,-0.5166451048736961,DPP3,TSS200
cg10507402,-0.5079134492534806,DPP4,1stExon
cg18992201,0.4526216796715799,DPPA2,TSS200
cg15873123,0.44454919458301445,DPPA3,TSS200
