ID,dbeta,gene,"J,J","J,CZ","J,ER","J,F1","CZ,J","CZ,CZ","CZ,ER","CZ,F1","ER,J","ER,CZ","ER,ER","ER,F1","F1,J","F1,CZ","F1,ER","F1,F1","J,J_rank","J,CZ_rank","J,ER_rank","J,F1_rank","CZ,J_rank","CZ,CZ_rank","CZ,ER_rank","CZ,F1_rank","ER,J_rank","ER,CZ_rank","ER,ER_rank","ER,F1_rank","F1,J_rank","F1,CZ_rank","F1,ER_rank","F1,F1_rank",train_AUC,test_AUC,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,methylation_level,regulation
cg17241776,0.4083827652947011,DLEU7,0.7749999999999999,0.7749999999999999,0.7749999999999999,0.7749999999999999,0.7875,0.7875,0.7875,0.7875,0.1600781059358212,0.1600781059358212,0.1600781059358212,0.1600781059358212,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.8873239436619719,116.5,115.5,91.5,111.5,115.0,114.0,91.0,109.0,93.0,94.0,83.0,92.0,112.0,111.0,91.0,107.0,0.8614355036527488,0.8526999999999999,0.384413821939241,0.489440294414952,18.7237360013066,2.62094679699589e-66,2.38304979773674e-64,140.069455515198,0.147739119357849,0.53215294129709,0.384413821939241,13,51417469,F,I,1stExon,island,1stExon-island,chr13:51417371-51418149,,,,,,Hyper,Up
cg02874376,0.3631797886732981,DLK1,0.5449999999999999,0.5449999999999999,0.5474999999999999,0.5474999999999999,0.5852,0.5852,0.5942999999999999,0.5942999999999999,0.3558440669731617,0.3558440669731617,0.3334010347914355,0.3334010347914355,0.7575404530744337,0.7575404530744337,0.7680775444264943,0.7680775444264943,359.5,354.5,326.0,348.0,361.0,357.0,323.0,345.0,364.0,361.0,320.0,343.0,364.0,361.0,321.0,346.0,0.7381219004959206,0.7599500000000001,0.36264605144542,0.387234160917917,15.5985818669348,9.96583389378877e-49,3.7110204639955e-47,99.7624354237607,0.0648821151886545,0.427528166634074,0.36264605144542,14,101193397,F,I,1stExon,island,1stExon-island,chr14:101192851-101193499,,,,,,Hyper,Up
cg17154724,0.4804953450290202,DNM3,0.6400000000000001,0.6400000000000001,0.2774999999999998,0.6400000000000001,0.6688000000000001,0.6688000000000001,0.3410499999999999,0.6688000000000001,0.2683281572999748,0.2683281572999748,0.6284156665774653,0.2683281572999748,0.815609756097561,0.815609756097561,0.5339334637964775,0.815609756097561,293.0,291.0,383.0,287.0,289.0,289.0,384.0,288.0,282.0,285.0,386.0,285.0,288.0,288.0,386.0,287.0,0.612541993281075,0.7645250000000001,0.499878929094927,0.55050223235474,17.0810772092762,7.23690811264321e-57,4.07487924866949e-55,118.417946056246,0.106165406492583,0.606044335587509,0.499878929094927,1,171810322,R,I,TSS1500,shore,TSS1500-shore,chr1:171810467-171811325,,,,,,Hyper,Up
cg08862890,0.4061953381300958,DOCK2,0.51,0.51,0.4375,0.51,0.5694,0.5694,0.5104,0.5694,0.3482814953453599,0.3482814953453599,0.4130450943904309,0.3482814953453599,0.7541721854304636,0.7541721854304636,0.7101217391304347,0.7541721854304636,375.5,371.5,365.5,366.5,371.0,367.0,361.0,362.0,362.0,359.0,357.0,354.0,366.0,363.0,359.0,357.0,0.8772196448568231,0.7455999999999999,0.389287992907755,0.40630475263621,12.5057660063686,3.36217717889927e-33,5.384212386041211e-32,64.2128621569353,0.0602709811626507,0.449558974070405,0.389287992907754,5,169064451,R,I,Body,island,Body-island,chr5:169064270-169064702,,,,,,Hyper,Up
cg16783744,0.3647725628149437,DPYS,0.7949999999999999,0.7949999999999999,0.7949999999999999,0.7949999999999999,0.8055,0.8055,0.8055,0.8055,0.1449999999999999,0.1449999999999999,0.1449999999999999,0.1449999999999999,0.8974930362116992,0.8974930362116992,0.8974930362116992,0.8974930362116992,87.5,85.5,70.5,82.0,83.5,81.5,69.5,78.5,64.5,65.5,63.5,64.5,77.5,77.5,68.5,74.5,0.8473577560923584,0.8692000000000001,0.328497628281464,0.452576728888563,19.1772779051184,5.544305274191701e-69,5.74029736861569e-67,146.204867657584,0.160578837082817,0.489076465364281,0.328497628281464,8,105478855,R,I,Body,island,Body-island,chr8:105478672-105479340,,,,,,Hyper,Up
cg07581623,0.3583396732633221,DPYSL2,0.645,0.645,0.52,0.645,0.667,0.667,0.576,0.667,0.2864000698323937,0.2864000698323937,0.344093010681705,0.2864000698323937,0.8109422492401216,0.8109422492401216,0.7578947368421052,0.8109422492401216,283.5,283.0,342.5,281.0,293.0,292.0,334.0,291.0,310.0,311.0,327.0,309.0,305.0,305.0,333.0,303.0,0.8171225937183383,0.8243,0.34910368824275,0.764949682461404,26.094382839472,3.41298680050452e-112,3.175101620509361e-109,245.379197696922,0.454635292912293,0.803738981155043,0.34910368824275,8,26498830,R,II,Body,opensea,Body-opensea,,True,True,,,,Hyper,Up
cg11814235,0.3796664717088807,DSC3,0.7324999999999999,0.7324999999999999,0.7574999999999998,0.7324999999999999,0.7449499999999999,0.7449499999999999,0.76845,0.7449499999999999,0.2160005787029285,0.2160005787029285,0.1921099945343812,0.2160005787029285,0.8599711399711398,0.8599711399711398,0.8744807965860598,0.8599711399711398,184.0,182.0,117.5,179.0,189.0,187.0,119.0,183.0,205.0,207.0,144.0,207.0,192.0,190.0,125.0,186.0,0.567962459339839,0.69965,0.383826249782654,0.442684984291348,15.8500631457191,4.42777995806616e-50,1.76917778645031e-48,102.861350250461,0.101506095595656,0.485332345378309,0.383826249782653,18,28621490,R,II,Body,island,Body-island,chr18:28621489-28623117,,,,,,Hyper,Up
cg16126280,0.3704252325697399,EBF1,0.6425000000000001,0.6425000000000001,0.6425000000000001,0.6425000000000001,0.6707,0.6707,0.6707,0.6707,0.2672194790803994,0.2672194790803994,0.2672194790803994,0.2672194790803994,0.8166818873668188,0.8166818873668188,0.8166818873668188,0.8166818873668188,287.0,285.5,253.5,283.0,285.0,285.0,257.5,284.0,279.0,282.0,259.5,282.0,286.0,286.0,260.5,285.0,0.7892337226043832,0.762675,0.355497673854796,0.357433568203096,12.3694852069873,1.44108457761906e-32,2.2265273336136203e-31,62.7676310218923,0.0414356358877207,0.396933309742518,0.355497673854797,5,158527573,R,I,TSS1500,island,TSS1500-island,chr5:158527374-158527983,,,,,,Hyper,Up
cg26186239,0.3750455058311486,EEF1A2,0.6724999999999999,0.6724999999999999,0.6475,0.6724999999999999,0.69525,0.69525,0.67725,0.69525,0.2485080481594107,0.2485080481594107,0.2544724936019609,0.2485080481594107,0.8313901345291481,0.8313901345291481,0.822154779969651,0.8313901345291481,260.0,259.0,250.5,256.0,256.0,258.0,249.5,255.0,256.0,258.0,241.0,256.0,256.0,256.0,247.0,253.0,0.8450914520343412,0.8442749999999999,0.348551005640652,0.600603083443643,16.3245183117745,1.15473391965608e-52,5.26089436021237e-51,108.782944069429,0.290779967318619,0.639330972959271,0.348551005640652,20,62119492,R,II,3'UTR,island,3'UTR-island,chr20:62119198-62120620,,True,,,,Hyper,Up
cg05385513,0.35573387680224,EFEMP1,0.4775,0.4775,0.56,0.56,0.5391499999999999,0.5391499999999999,0.6080000000000001,0.6080000000000001,0.3869189191549051,0.3869189191549051,0.3124099870362661,0.3124099870362661,0.7298138747884939,0.7298138747884939,0.7794871794871796,0.7794871794871796,377.0,374.5,318.5,343.5,377.0,374.0,316.0,342.0,371.0,370.0,308.0,330.0,375.0,372.0,313.0,339.0,0.865221564549672,0.7584250000000001,0.371607988998487,0.537165124212503,13.4340234705239,1.25002216245269e-37,2.56931186759278e-36,74.3462444231041,0.206846911769403,0.578454900767891,0.371607988998487,2,56150478,F,II,TSS200,island,TSS200-island,chr2:56150340-56151180,True,,,,,Hyper,Up
cg06998282,0.4496914527045695,ENPP2,0.6600000000000001,0.6600000000000001,0.6724999999999999,0.6600000000000001,0.684,0.684,0.6935,0.684,0.26,0.26,0.2554530289505294,0.26,0.8240963855421687,0.8240963855421687,0.8292974588938715,0.8240963855421687,271.5,270.0,232.0,267.0,270.0,270.0,234.0,269.0,269.0,271.0,242.0,271.0,270.0,270.0,236.0,269.0,0.859435823601557,0.884075,0.485711464411621,0.637000948454801,19.3991922697816,2.66374038954288e-70,2.92883208590549e-68,149.229325882683,0.205257424533361,0.690968888944981,0.48571146441162,8,120651398,F,II,TSS1500,opensea,TSS1500-opensea,,True,True,,,,Hyper,Up
cg15540820,0.3867139745525322,EOMES,0.6924999999999999,0.6924999999999999,0.6924999999999999,0.6924999999999999,0.70485,0.70485,0.70485,0.70485,0.2643033295287821,0.2643033295287821,0.2643033295287821,0.2643033295287821,0.8329098966026588,0.8329098966026588,0.8329098966026588,0.8329098966026588,233.0,233.0,207.5,230.0,242.0,242.0,218.0,239.0,277.0,279.0,257.0,279.0,252.0,254.0,232.0,250.0,0.8329333973230949,0.84945,0.361546570691578,0.569566849468557,18.7989398574174,9.48105931215836e-67,8.80519621626827e-65,141.082421122045,0.248192119964933,0.609738690656511,0.361546570691578,3,27765283,F,II,TSS1500,island,TSS1500-island,chr3:27765196-27765675,,,,rs72537449,,Hyper,Up
cg06556244,0.3559630668332679,EPHA1,0.5950000000000002,0.5950000000000002,0.5375000000000001,0.5950000000000002,0.6210000000000001,0.6210000000000001,0.58835,0.6210000000000001,0.3347013594235911,0.3347013594235911,0.3349720137563734,0.3347013594235911,0.7786833855799373,0.7786833855799373,0.7653333333333333,0.7786833855799373,335.0,334.0,331.0,329.0,339.5,339.5,328.0,333.5,351.5,347.5,322.0,344.5,345.5,343.5,326.0,340.5,0.8566629339305711,0.842425,0.369675865494501,0.683815956186348,17.7886594001158,6.962402078802941e-61,4.84248776094685e-59,127.628522899382,0.355215186857903,0.724891052352403,0.3696758654945,7,143089459,F,II,Body,opensea,Body-opensea,,True,True,,,,Hyper,Up
cg15000071,-0.3773297443272758,EPHB1,0.7849999999999999,0.7849999999999999,0.77,0.77,0.7942999999999999,0.7942999999999999,0.7832,0.7832,0.1662077013859466,0.1662077013859466,0.162788205960997,0.162788205960997,0.8899719887955181,0.8899719887955181,0.8849717514124293,0.8849717514124293,104.0,103.0,99.0,118.0,103.0,102.0,98.0,116.0,106.5,108.5,89.0,100.0,102.0,101.0,95.0,112.0,0.6908494640857463,0.8357249999999999,-0.381964683686761,0.3636744539175,-26.3687537601101,5.75399157525258e-114,5.93163440164206e-111,249.449849732344,0.703198617194621,0.32123393350786,-0.381964683686762,3,134889493,F,II,Body,opensea,Body-opensea,,,True,,,,Hypo,Down
cg09106903,0.3571511374989625,ESRRG,0.6325000000000001,0.6325000000000001,0.5975000000000001,0.5975000000000001,0.6555000000000001,0.6555000000000001,0.63425,0.63425,0.2984229381264114,0.2984229381264114,0.2975,0.2975,0.8030627871362941,0.8030627871362941,0.7940532081377151,0.7940532081377151,305.0,305.0,299.0,325.5,309.5,309.5,298.0,322.0,319.0,319.0,296.0,317.0,313.0,312.0,296.0,319.0,0.7223910840932117,0.7727749999999999,0.369113457685103,0.478251837391318,15.1648555641757,2.00360027707698e-46,6.61661669682711e-45,94.4851816487621,0.150150986115671,0.519264443800774,0.369113457685102,1,217309568,R,I,5'UTR,shore,5'UTR-shore,chr1:217310749-217311178,True,,,,,Hyper,Up
cg15564098,0.3627880487716544,EVX1,0.625,0.625,0.625,0.625,0.6594,0.6594,0.6594,0.6594,0.2680018656651479,0.2680018656651479,0.2680018656651479,0.2680018656651479,0.8115692307692307,0.8115692307692307,0.8115692307692307,0.8115692307692307,309.0,309.0,275.5,305.0,306.5,306.5,271.5,303.5,280.5,283.5,262.5,283.5,300.5,300.5,267.5,297.5,0.9171332586786114,0.8365,0.317744241132012,0.582834155617512,16.5551200512576,6.193675709880251e-54,3.0109742165302807e-52,111.695293836566,0.300394830166835,0.618139071298847,0.317744241132012,7,27281346,R,I,TSS1500,shore,TSS1500-shore,chr7:27282086-27283136,,True,,,,Hyper,Up
cg22871253,-0.3870389169186855,EZR,0.665,0.665,0.665,0.665,0.6920000000000001,0.6920000000000001,0.6920000000000001,0.6920000000000001,0.241298570240273,0.241298570240273,0.241298570240273,0.241298570240273,0.8312312312312313,0.8312312312312313,0.8312312312312313,0.8312312312312313,268.0,267.5,238.5,264.5,263.0,262.0,236.0,259.0,243.0,243.0,228.0,240.0,258.0,258.0,234.0,255.0,0.8493574361435502,0.8045749999999999,-0.365140791865751,0.305070531479963,-28.1449247523671,1.71486511568283e-125,3.0422744047399597e-122,275.909799586709,0.629640124249519,0.264499332383769,-0.36514079186575,6,159238744,R,II,Body,shore,Body-shore,chr6:159239081-159240775,,,,,,Hypo,Down
cg03338754,0.3630458501055236,F7,0.3525,0.3525,0.3525,0.3525,0.41055,0.41055,0.41055,0.41055,0.550596267695305,0.550596267695305,0.550596267695305,0.550596267695305,0.607097966728281,0.607097966728281,0.607097966728281,0.607097966728281,384.0,384.0,375.0,381.0,385.0,385.0,379.0,382.0,385.0,385.0,379.0,382.0,385.0,385.0,379.0,382.0,0.5893723670879326,0.8215749999999999,0.372977921341514,0.564005784634097,15.6669806323527,4.2845559328730005e-49,1.62934015711288e-47,100.602497609402,0.232469854552751,0.605447775894265,0.372977921341514,13,113765397,F,II,Body,island,Body-island,chr13:113761566-113765534,,,,,,Hyper,Up
cg06947913,0.4092560146403851,FAIM2,0.8475000000000001,0.8475000000000001,0.8475000000000001,0.8475000000000001,0.85275,0.85275,0.85275,0.85275,0.1129435699807651,0.1129435699807651,0.1129435699807651,0.1129435699807651,0.9231393775372124,0.9231393775372124,0.9231393775372124,0.9231393775372124,32.5,32.5,29.0,32.0,30.0,30.0,31.0,30.0,24.0,25.0,26.0,25.0,30.0,29.0,31.0,29.0,0.8062443342398549,0.9171,0.264765164779161,0.467753849084745,10.124929639547,6.84281145731286e-23,6.02675242912842e-22,40.6726252736652,0.232407035947713,0.497172200726874,0.264765164779161,12,50297793,R,I,TSS200,island,TSS200-island,chr12:50297580-50297988,True,True,,,,Hyper,Up
cg17265829,0.3981844180928936,FAT4,0.7850000000000001,0.7850000000000001,0.6225,0.7850000000000001,0.7958000000000001,0.7958000000000001,0.6409,0.7958000000000001,0.1569235482647521,0.1569235482647521,0.3251249759707795,0.1569235482647521,0.8916526610644258,0.8916526610644258,0.7900154083204931,0.8916526610644258,102.0,101.0,279.5,98.0,101.0,100.0,288.0,97.0,85.0,87.0,313.0,87.0,97.0,96.0,303.0,94.0,0.9014024422759026,0.88845,0.351146548306169,0.405554385344483,14.3040052806097,5.7370797512432e-42,1.4978808747747496e-40,84.277166906558,0.0934241201834441,0.444570668489613,0.351146548306169,4,126238422,F,I,1stExon,island,1stExon-island,chr4:126235895-126238930,,True,,,,Hyper,Up
cg02374745,0.3505767227408678,FBXO39,0.71,0.71,0.7650000000000001,0.7650000000000001,0.7268000000000001,0.7268000000000001,0.7788,0.7788,0.2247220505424423,0.2247220505424423,0.1662077013859466,0.1662077013859466,0.8500584795321638,0.8500584795321638,0.8824929178470254,0.8824929178470254,213.5,212.5,108.5,127.5,214.0,213.5,104.0,124.0,222.0,222.5,95.0,106.0,217.0,216.5,103.0,120.0,0.8450914520343411,0.784475,0.319984898044044,0.393080019912783,12.5729848124028,1.63341715895309e-33,2.66419873003791e-32,64.9298058657363,0.108648999429187,0.428633897473232,0.319984898044045,17,6679564,R,I,1stExon,island,1stExon-island,chr17:6679205-6679710,,True,,,,Hyper,Up
cg09293816,0.3644523098334973,FCGRT,0.7749999999999999,0.7749999999999999,0.7749999999999999,0.7749999999999999,0.7876,0.7876,0.7876,0.7876,0.1594521871910197,0.1594521871910197,0.1594521871910197,0.1594521871910197,0.8874366197183099,0.8874366197183099,0.8874366197183099,0.8874366197183099,116.5,115.5,91.5,111.5,113.0,112.0,89.0,107.0,90.0,92.0,81.0,90.0,110.0,109.0,89.0,105.0,0.8989761638137898,0.8203250000000001,0.346437273517655,0.641543533327885,19.6136291638464,1.39876832275599e-71,1.6385823402044198e-69,152.165341583842,0.333599290201082,0.680036563718736,0.346437273517654,19,50015532,F,II,TSS200,shore,TSS200-shore,chr19:50016531-50016851,True,,,,,Hyper,Up
cg25259754,-0.3777256387176143,FCRL3,0.685,0.685,0.6825000000000001,0.685,0.7065,0.7065,0.7062,0.7065,0.2371181140275874,0.2371181140275874,0.2310979229677324,0.2371181140275874,0.8385756676557864,0.8385756676557864,0.8394650817236256,0.8385756676557864,243.5,242.5,218.5,239.5,238.0,238.0,216.5,235.0,236.0,237.0,208.5,234.0,239.0,239.0,215.5,236.0,0.6401109155868394,0.6816749999999999,-0.394598617817453,0.404135737393053,-18.8332325564887,5.95984917394932e-67,5.60874303349438e-65,141.544915993139,0.754890064341901,0.360291446524448,-0.394598617817453,1,157670220,R,II,Body,opensea,Body-opensea,,,,,,,Hypo,Down
cg26405020,0.3690032323414888,FES,0.74,0.74,0.74,0.74,0.756,0.756,0.756,0.756,0.188679622641132,0.188679622641132,0.188679622641132,0.188679622641132,0.8689655172413793,0.8689655172413793,0.8689655172413793,0.8689655172413793,173.0,170.5,146.5,167.5,170.0,167.0,144.5,163.5,149.5,153.5,138.0,156.5,164.5,164.5,143.0,162.5,0.6762651309123874,0.7732,0.373747707369203,0.543356126904875,17.8889774488542,1.84903668572441e-61,1.32022673114763e-59,128.949034031842,0.211135942576695,0.584883649945898,0.373747707369203,15,91427363,F,II,TSS1500,shore,TSS1500-shore,chr15:91427540-91427905,True,,,,,Hyper,Up
cg20072171,0.4165878779442433,FEZF2,0.7475,0.7475,0.6074999999999999,0.7424999999999999,0.756,0.756,0.6441,0.75435,0.2162319356616871,0.2162319356616871,0.2843523342615636,0.2064128145246801,0.8652360515021459,0.8652360515021459,0.8013685847589425,0.8658249641319943,161.5,158.0,290.0,162.5,170.0,167.0,286.5,167.0,206.0,208.0,282.5,181.0,178.0,176.0,285.5,173.0,0.6602943529035353,0.7692250000000002,0.401462015408409,0.49985581610671,17.3822070235625,1.44494759699487e-58,8.92239351284727e-57,122.315139891927,0.143000691299235,0.544462706707644,0.401462015408409,3,62356962,R,I,Body,island,Body-island,chr3:62356773-62357315,,,,,,Hyper,Up
cg07100000,0.3933019779229273,FGF18,0.5349999999999999,0.5349999999999999,0.4849999999999999,0.5349999999999999,0.5862999999999999,0.5862999999999999,0.5508,0.5862999999999999,0.3370830758136635,0.3370830758136635,0.3655475345286847,0.3370830758136635,0.7639087947882736,0.7639087947882736,0.7418181818181818,0.7639087947882736,363.0,358.0,352.0,354.0,360.0,356.0,349.0,351.0,353.0,349.0,342.0,346.0,356.0,354.0,344.0,349.0,0.8638084573134966,0.8001500000000001,0.349532358242125,0.449242338726892,12.5761957306986,1.57794435391303e-33,2.57581215998703e-32,64.9641203706214,0.138546909178337,0.488079267420461,0.349532358242124,5,170877840,F,II,Body,island,Body-island,chr5:170877798-170878210,,,,,,Hyper,Up
cg06169131,0.3852803415544804,FGF8,0.78,0.78,0.78,0.78,0.7912,0.7912,0.7912,0.7912,0.1612451549659709,0.1612451549659709,0.1612451549659709,0.1612451549659709,0.8889887640449439,0.8889887640449439,0.8889887640449439,0.8889887640449439,110.5,109.0,87.0,104.0,110.0,108.5,87.5,104.5,97.0,98.5,86.5,95.5,105.0,104.5,86.5,100.5,0.8978030181837573,0.9309,0.384531906321599,0.501877512778196,15.7314937826072,1.92884472187353e-49,7.465122031423378e-48,101.396756607277,0.160071373825663,0.544603280147263,0.3845319063216,10,103536348,F,II,TSS1500,island,TSS1500-island,chr10:103535636-103536505,,,,,,Hyper,Up
cg22719314,-0.3666711894911781,FLG,0.8075000000000001,0.8075000000000001,0.8075000000000001,0.8075000000000001,0.8165,0.8165,0.8165,0.8165,0.1380443769227852,0.1380443769227852,0.1380443769227852,0.1380443769227852,0.903457814661134,0.903457814661134,0.903457814661134,0.903457814661134,66.5,66.5,58.0,64.0,64.0,64.0,56.5,62.0,49.0,49.0,53.5,48.0,64.0,64.0,56.5,62.0,0.8843918306404308,0.800025,-0.406897431909969,0.561080636321701,-17.3001589023765,4.2113808333544e-58,2.5324255267232096e-56,121.249897821686,0.922767242463896,0.515869810553927,-0.406897431909968,1,152290334,R,II,5'UTR,opensea,5'UTR-opensea,,,,,,,Hypo,Down
cg19897940,0.3673030354941759,FLI1,0.6699999999999999,0.6699999999999999,0.6699999999999999,0.6699999999999999,0.6882,0.6882,0.6882,0.6882,0.2692582403567252,0.2692582403567252,0.2692582403567252,0.2692582403567252,0.8241916167664671,0.8241916167664671,0.8241916167664671,0.8241916167664671,262.0,261.5,234.5,258.5,267.0,266.0,239.0,264.0,284.0,287.0,265.0,287.0,269.0,269.0,243.0,268.0,0.8195488721804511,0.8881749999999999,0.400576259051914,0.440779374272669,14.3755392247565,2.47958739368407e-42,6.59258094563751e-41,85.1113930222418,0.0847115884487459,0.485287847500659,0.400576259051913,11,128563685,R,II,TSS200,island,TSS200-island,chr11:128562671-128565011,True,True,,,,Hyper,Up
cg01537995,0.406090974441298,FLRT2,0.7475,0.7475,0.6975,0.7475,0.7613000000000001,0.7613000000000001,0.718,0.7613000000000001,0.1901479686980641,0.1901479686980641,0.224735956179691,0.1901479686980641,0.871301859799714,0.871301859799714,0.8459499263622975,0.871301859799714,161.5,158.0,199.5,154.0,159.0,157.0,202.0,155.0,153.5,157.5,202.0,160.5,160.0,159.0,202.0,159.0,0.8922572388417853,0.8058250000000002,0.415480816643711,0.487291584299214,17.4376013466499,7.00792021510046e-59,4.39997029169426e-57,123.035745276967,0.117975302838137,0.533456119481848,0.415480816643711,14,85996352,F,II,TSS200,shore,TSS200-shore,chr14:85996494-85996958,,,high-CpG:85066099-85066447,,,Hyper,Up
cg00489401,0.3750098694575301,FLT4,0.6074999999999999,0.6074999999999999,0.6074999999999999,0.6074999999999999,0.646,0.646,0.646,0.646,0.2775900754710081,0.2775900754710081,0.2775900754710081,0.2775900754710081,0.803732503888025,0.803732503888025,0.803732503888025,0.803732503888025,325.0,324.0,290.0,318.0,317.0,316.0,285.0,312.0,296.0,296.0,272.0,298.0,312.0,311.0,282.0,308.0,0.8798058977230309,0.8267500000000001,0.344007388732085,0.697323347440027,17.2646654950688,6.68434503825386e-58,3.97747728163167e-56,120.789861640143,0.391539001900395,0.735546390632481,0.344007388732086,5,180075875,F,II,Body,island,Body-island,chr5:180075688-180076906,,,,,,Hyper,Up
cg15031661,0.4055725363085207,FMN2,0.565,0.565,0.565,0.565,0.6123000000000001,0.6123000000000001,0.6123000000000001,0.6123000000000001,0.3076117683054404,0.3076117683054404,0.3076117683054404,0.3076117683054404,0.7824920127795528,0.7824920127795528,0.7824920127795528,0.7824920127795528,352.0,349.5,317.0,341.5,346.0,345.0,315.0,340.0,328.0,328.0,306.0,324.0,340.0,339.0,311.0,334.0,0.8149629392630512,0.8256500000000002,0.398740162956324,0.453601487744222,15.0431280133101,8.738861213989581e-46,2.78579411686046e-44,93.0198499562724,0.0991657873386013,0.497905950294925,0.398740162956324,1,240256603,F,I,1stExon,island,1stExon-island,chr1:240254959-240257063,True,,,,,Hyper,Up
cg24749089,-0.3527474416045251,FMNL2,0.7574999999999998,0.7574999999999998,0.7574999999999998,0.7574999999999998,0.7718499999999999,0.7718499999999999,0.7718499999999999,0.7718499999999999,0.1735115269946063,0.1735115269946063,0.1735115269946063,0.1735115269946063,0.8783499288762446,0.8783499288762446,0.8783499288762446,0.8783499288762446,141.0,140.0,117.5,138.0,139.0,139.0,115.0,137.0,119.0,120.0,108.0,118.0,135.0,136.0,113.0,133.0,0.919639524342772,0.8648750000000001,-0.357773477667575,0.469943480601506,-18.1669668211102,4.60739261221789e-63,3.57551477584941e-61,132.626507185394,0.78796434963935,0.430190871971775,-0.357773477667575,2,153322823,R,II,Body,opensea,Body-opensea,,,True,,,,Hypo,Down
cg03774514,0.4716472565256708,FOXA2,0.7349999999999999,0.7349999999999999,0.7349999999999999,0.7349999999999999,0.7515,0.7515,0.7515,0.7515,0.1929378138157474,0.1929378138157474,0.1929378138157474,0.1929378138157474,0.8662824207492795,0.8662824207492795,0.8662824207492795,0.8662824207492795,180.0,178.0,151.0,175.0,178.0,176.0,151.0,173.0,158.0,160.0,146.0,165.0,171.0,170.0,148.0,168.0,0.804484615794806,0.8283000000000001,0.378511110848314,0.485117788989445,18.1460686137638,6.0868930289587e-63,4.69216046844082e-61,132.349130500474,0.148663468235388,0.527174579083702,0.378511110848315,20,22563702,F,I,Body,island,Body-island,chr20:22562736-22566104,,,,,,Hyper,Up
cg18279094,0.4636171996639134,FOXD3,0.71,0.71,0.71,0.71,0.7298,0.7298,0.7298,0.7298,0.2109502310972899,0.2109502310972899,0.2109502310972899,0.2109502310972899,0.8535672514619883,0.8535672514619883,0.8535672514619883,0.8535672514619883,213.5,212.5,183.0,208.0,210.0,210.0,184.0,206.0,193.0,195.0,178.0,194.0,208.0,208.0,183.0,203.0,0.9267850477256973,0.8383,0.389506212582627,0.615441048122403,16.2535774006712,2.8276561096024906e-52,1.26618111797712e-50,107.891447635903,0.269213303604513,0.658719516187139,0.389506212582626,1,63790044,F,I,1stExon,island,1stExon-island,chr1:63782394-63790471,,,,,,Hyper,Up
cg13791254,0.4922650176618153,FOXE1,0.47,0.47,0.47,0.47,0.522,0.522,0.522,0.522,0.4205948168962618,0.4205948168962618,0.4205948168962618,0.4205948168962618,0.7102040816326531,0.7102040816326531,0.7102040816326531,0.7102040816326531,378.0,376.0,356.5,371.0,378.0,376.0,355.0,371.0,379.0,377.0,359.0,372.0,379.0,377.0,358.0,373.0,0.7234309177198314,0.7920499999999999,0.369549545697416,0.5788250392291,16.5672305385058,5.30840306367902e-54,2.58952170579057e-52,111.84884472849,0.250336554164729,0.619886099862146,0.369549545697416,9,100616607,R,I,1stExon,island,1stExon-island,chr9:100615234-100617510,,,,,,Hyper,Up
cg07489048,0.3981165293177273,FOXG1,0.7124999999999999,0.6699999999999999,0.6699999999999999,0.6699999999999999,0.7312500000000001,0.6971999999999999,0.6971999999999999,0.6971999999999999,0.2125,0.233452350598575,0.233452350598575,0.233452350598575,0.854014598540146,0.8349700598802394,0.8349700598802394,0.8349700598802394,208.5,261.5,234.5,258.5,207.0,256.0,232.5,253.0,197.0,233.0,215.5,230.0,206.0,250.0,226.5,246.0,0.7951794379565938,0.8360500000000002,0.346808735794271,0.617123723752459,21.7260264910704,1.85212134031763e-84,4.08347790744493e-82,181.71634252699,0.30884929193533,0.6556580277296,0.346808735794271,14,29236898,R,I,1stExon,island,1stExon-island,chr14:29236835-29237832,,,high-CpG:28306416-28306742,,,Hyper,Up
cg26422161,0.4391980206689502,FOXQ1,0.625,0.625,0.625,0.625,0.6591,0.6591,0.6591,0.6591,0.2691189328159578,0.2691189328159578,0.2691189328159578,0.2691189328159578,0.8112,0.8112,0.8112,0.8112,309.0,309.0,275.5,305.0,308.0,308.0,273.0,305.0,283.0,286.0,264.0,286.0,303.0,303.0,271.0,301.0,0.8734069215592173,0.88255,0.38756256344766,0.471584477875853,13.8942743794569,6.65947201398528e-40,1.55537064110606e-38,79.5498787337612,0.127084421477933,0.514646984925593,0.38756256344766,6,1313211,R,I,1stExon,island,1stExon-island,chr6:1311068-1314220,,,,,,Hyper,Up
