ID,dbeta,UCSC_RefGene_Name
cg00231049,-0.5134949445242379,E2F2
cg27250759,-0.5161550604701381,E2F3
cg10089978,-0.5145209972867347,E2F4
cg16882924,-0.5067830420733559,E2F5
cg19388373,-0.511950913196756,E2F6
cg25628543,-0.5101004634346318,E2F7
cg08918811,-0.5178136989660319,E2F8
cg09615982,-0.5174568836593424,E4F1
cg05716504,-0.5157235734518445,EAF1
cg23232188,0.128011425069385,EAF2
cg25824226,-0.517249790644083,EBAG9
cg16317459,-0.5099895992381642,EBF1
cg00652657,-0.5071896583608464,EBF3
cg19529363,-0.5000849367996555,EBI3
cg17038397,-0.5138505832909244,EBNA1BP2
cg16124546,-0.513633218146734,ECD
cg17216478,-0.5115771903419896,ECE1
cg01869243,-0.505470706996556,ECEL1
cg23446375,-0.5184747315410254,ECH1
cg03366896,-0.5124246471663447,ECHS1
cg11512771,0.45342784764488764,ECM1
cg24142713,0.4424583574779178,ECSCR
cg08651281,0.4259351870119133,ECT2
cg02565132,0.4429455074870202,EDAR
cg15716405,-0.5099396999981608,EDIL3
cg08751499,-0.5127373985460736,EDN1
cg14978637,0.38363520674074253,EDN2
cg17146570,-0.4723179168755518,EDN3
cg24789447,-0.4965019726882589,EDNRA
cg09152886,-0.5093057511571782,EDNRB
cg18574463,-0.520939091669714,EED
cg07402724,-0.5178116801882392,EEF1A1
cg14610853,-0.5088766682544135,EEF1A2
cg12907060,-0.515382414751291,EEF1B2
cg23309257,-0.5162733544113357,EEF1D
cg02385809,-0.5206867421274238,EEF1E1
cg17902989,-0.5175895521605589,EEF2
cg03641105,-0.515055390009471,EEF2K
cg03817671,-0.5079372429583469,EFEMP1
cg26695010,-0.5170576448821934,EFEMP2
cg26335527,-0.5121180456335788,EFNA1
cg13655893,-0.49943497115286817,EFNA2
cg03939820,-0.5120817318921331,EFNA3
cg15843385,-0.5182927729214633,EFNA4
cg15160843,-0.5175818219916906,EFNA5
cg04321866,-0.5061385538696104,EFNB2
cg13258039,-0.5131262379745005,EFNB3
cg19736128,-0.4938838079841701,EFS
cg27227909,0.4467619739182588,EGF
cg05936059,-0.49004394966847725,EGFL7
ch.7.1264585R,-0.4889149248401588,EGFR
cg21365899,-0.5104795911628538,EGLN1
cg26338873,-0.5162808209666528,EGLN2
cg04118888,-0.5083259177372953,EGLN3
cg04616401,-0.51585931052188,EGR1
cg21264207,-0.5158495057184292,EGR2
cg23513784,-0.5188622520837977,EGR3
cg22587602,-0.5131161349180837,EGR4
cg07279085,-0.517277711189188,EHD1
cg21881796,-0.5096041555067164,EHD2
cg00981472,-0.51634056187026,EHD3
cg11715147,0.4535283540368757,EHF
cg02738081,-0.5087815363243111,EHHADH
cg21251197,-0.5187588246747031,EHMT1
cg00098063,-0.5158035618482972,EHMT2
cg25456515,-0.5120923642569845,EI24
cg05057777,-0.39850702326858306,EID3
cg20098514,-0.5153466698707654,EIF1
cg24776411,-0.5174338386251552,EIF2AK1
cg03961676,-0.5144000264711686,EIF2AK2
cg19219560,-0.5168508804310363,EIF2AK3
cg04467278,-0.5183539785726459,EIF2AK4
cg00887700,-0.5179107975114116,EIF2B1
cg06726056,-0.5169022650856618,EIF2B2
cg04909508,-0.5171248676580301,EIF2B4
cg16972079,-0.5194264489105767,EIF2B5
cg22868346,-0.5139658904413453,EIF2S1
cg22122291,-0.5176254583484776,EIF2S2
cg19210816,-0.5201606828213492,EIF3A
cg23289794,-0.520692587215554,EIF3B
cg15768968,-0.5202779853349871,EIF3D
cg07168148,-0.5175245498263009,EIF3E
cg15129777,-0.517849453137933,EIF3F
cg14952889,-0.5144440457895262,EIF3G
cg24940880,-0.5171116475119228,EIF3H
cg05350266,-0.5169183045210097,EIF3I
cg14631703,-0.511750652108622,EIF3K
cg07179693,-0.5142285659584123,EIF3M
cg05038977,-0.5141032280126866,EIF4A1
cg02200132,-0.5211243245199253,EIF4A2
cg02783970,-0.5196681074136965,EIF4A3
cg22812972,-0.5203586804482531,EIF4B
cg08118646,-0.5124512722521258,EIF4E
cg08399929,-0.5084611870344157,EIF4E2
cg03392679,-0.5074588547127827,EIF4E3
cg09188300,-0.5101253778215089,EIF4EBP1
cg25744214,-0.5180398695527034,EIF4EBP2
cg04531710,-0.515320210846746,EIF4G1
cg17041152,-0.512791877050996,EIF4G2
cg10693773,-0.514396617006348,EIF4G3
cg12241125,-0.5206205089517297,EIF4H
cg01994542,-0.5162304076365991,EIF5
cg00210144,-0.5126481937355998,EIF5A
cg05460130,-0.5109297692453563,EIF5A2
cg16799961,-0.5156008728074418,EIF5B
cg27484876,-0.5163951017338642,EIF6
cg24014462,-0.5196409915451576,ELAC2
cg14052235,-0.416942756875455,ELANE
cg19509894,-0.5098487960733549,ELAVL1
cg11246071,-0.4962011451374776,ELAVL2
cg00466364,-0.5061357734133117,ELAVL3
cg00963169,-0.47309306397794315,ELAVL4
cg21067652,-0.4963430871355828,ELF1
cg20342374,-0.5154790197138925,ELF2
ch.1.3903344F,-0.5025033070607509,ELF3
cg11343506,0.45332161687418077,ELF5
cg26194015,-0.5048337851506972,ELK3
cg21478222,-0.5184792077480651,ELK4
cg26545983,-0.5172195868528023,ELL
cg04452110,-0.5188744148471087,ELL2
cg19118812,-0.5092894190958287,ELMO1
cg03200734,0.4380770378066035,ELMO3
cg03897712,-0.4793720946608669,ELN
cg08680689,-0.515075738718532,ELOF1
cg25385412,-0.5167798621872934,ELOVL1
cg13297865,-0.49444825224743133,ELOVL4
cg14378848,-0.5184352748079544,ELOVL5
cg06100991,-0.5171116499296019,ELOVL6
cg13581847,-0.50985639008122,ELOVL7
cg05621091,-0.5180022841397907,ELP3
cg09928274,0.4243076297887621,ELSPBP1
cg14497673,-0.5117890492356555,EMB
cg24225051,0.43851586146606086,EMCN
cg11513943,-0.5176742916771332,EME1
cg18066338,0.44520245408444975,EMG1
cg15170715,-0.49551686299004555,EMILIN1
cg07256029,-0.5120249747938209,EMILIN2
cg23226129,-0.5087743529025623,EMILIN3
cg07003632,-0.510649475397349,EML1
cg09559882,-0.49651407313326007,EML2
cg15827554,-0.5159783224241546,EML4
cg16082166,-0.5082159126215773,EML5
cg23473081,-0.5078312286149829,EMP1
cg18539745,-0.510451772868805,EMP2
cg01795122,-0.5169748597930262,EMP3
cg06498720,-0.5132369559199007,EMX1
cg10846980,-0.5081667408466326,EMX2
cg09176256,-0.5038926433262381,EMX2OS
cg21463349,-0.5025870031889746,EN1
cg11648289,-0.49305829581730626,EN2
cg26275371,-0.512520319721706,ENAH
cg25369980,-0.5178791191099671,ENC1
cg07343527,-0.5189188099785114,ENDOD1
cg04621255,-0.5126031029827851,ENDOG
cg24910675,-0.46398724513873013,ENG
cg07834476,-0.5202120772448565,ENKUR
cg01803717,-0.5168616282335655,ENO1
cg22977254,-0.5190514130026372,ENO2
cg15158376,-0.5079157931950739,ENOSF1
cg15712076,-0.469329555314173,ENPEP
cg05417985,-0.515949339519784,ENPP1
cg06998282,-0.512439647913759,ENPP2
cg20988616,0.4556611978953499,ENPP3
cg09605861,-0.4976429634032738,ENPP7
cg00792172,-0.52150492045504,ENSA
cg10145545,0.4487553438484809,ENTPD1
cg13247581,-0.5204555360594375,ENTPD2
cg00656387,-0.5065376918717628,ENTPD3
cg03465782,-0.5206835255685951,ENTPD5
cg06084735,-0.5220393914225947,ENY2
cg02797548,-0.5148880924338481,EOMES
cg03656483,-0.5136297924749332,EP300
ch.12.2884988R,-0.5195683700497736,EP400
cg12784625,-0.5140333818577772,EPAS1
cg11567310,-0.5149626000076475,EPB41
cg16622495,-0.5086616748910413,EPB41L3
cg18505213,-0.5116774893673307,EPB41L4B
cg01819863,-0.5143612974033245,EPC1
cg06233293,-0.504612819719086,EPCAM
cg03150622,-0.5076384739687041,EPHA1
cg21305452,-0.5023163549412155,EPHA2
cg03321003,-0.4954309829898843,EPHA3
cg08728892,-0.5121212323874061,EPHA4
cg13796804,-0.49313567237720873,EPHA5
cg21388527,-0.49432250440016706,EPHA6
cg11569979,-0.5073497334745241,EPHA7
cg01628425,-0.4876849205684697,EPHA8
cg18150721,-0.508026571583882,EPHB1
cg14271400,-0.514233360022306,EPHB2
cg09938768,-0.5114930167513652,EPHB3
cg19350682,-0.5102582727920731,EPHB4
cg27628312,-0.5144071852488478,EPHB6
cg19960806,-0.5117428764201076,EPHX1
cg14717796,-0.5038389641065,EPHX2
cg04459013,-0.5182036771751557,EPM2A
cg10802291,-0.516105317349396,EPN1
cg12791192,-0.5202226760306935,EPN3
cg10864074,-0.5068631046717791,EPO
cg15082802,-0.49763019844817813,EPOR
cg02069519,-0.5122611618880338,EPS15
cg05214546,-0.5098603321325408,EPS8
cg08105265,0.4156383356088302,EPX
cg05466640,-0.5092368801128937,ERAP1
cg09750775,-0.5093267610379679,ERAP2
cg12222323,-0.5206941834744342,ERBB2
ch.12.1171804F,-0.5135753363032142,ERBB3
cg00639289,-0.5068586973762215,ERBB4
cg05957285,-0.512226069335612,ERC1
cg23210148,-0.5187692547485687,ERCC1
cg01550963,-0.5209771433424777,ERCC2
cg08491733,-0.5054325200079262,ERCC3
cg24091698,-0.511487516685047,ERCC4
cg13057891,-0.5194778346921539,ERCC5
cg07001545,-0.5249352569464363,ERCC6
cg04941721,-0.5053578990447771,EREG
cg12219828,-0.51203958690355,ERF
cg04207218,-0.5100175869521635,ERG
cg26310456,-0.5110890121373083,ERGIC3
cg15843009,-0.5114668879655284,ERH
cg00063567,-0.5070830000085078,ERLEC1
cg14036776,-0.5187320380887838,ERLIN2
cg07111501,-0.5168145482352299,ERN1
cg16364709,-0.46963023495201717,ERN2
cg03915846,-0.5154376420743297,ERP29
cg08532870,-0.5078640759770303,ERRFI1
cg21972318,-0.5133390519223672,ESAM
cg11772151,-0.5174710610776663,ESCO1
cg22414352,-0.5122620898924491,ESCO2
cg19196918,-0.5119557416636138,ESD
cg10631947,0.30287829124166094,ESM1
cg13445358,-0.5148426202969324,ESPL1
cg21614759,-0.5033481194703274,ESR1
cg11070000,-0.51716808746301,ESR2
cg14154651,-0.5014371763481946,ESRP1
cg21954346,-0.5024602080133904,ESRP2
cg25792419,-0.515979387684635,ESRRA
cg10420942,-0.5014979316341558,ESRRB
cg01958550,-0.49201963114724556,ESRRG
cg11758943,-0.5169741169372849,ESYT1
cg23029100,-0.510964783729345,ETFA
cg04322978,-0.5213349735296258,ETFB
cg18166347,-0.5166725546687166,ETNK1
ch.11.2683828R,-0.5123918733609093,ETS1
cg04486568,-0.5190622716044355,ETS2
cg05918135,-0.5113562160914683,ETV1
cg03191830,-0.5104901166153405,ETV2
ch.17.1132965F,-0.5115005320616239,ETV4
cg02401761,-0.5162665909620674,ETV5
cg15062795,-0.5224386320951204,ETV6
cg05298677,-0.5122723965623931,ETV7
cg22473770,-0.4431513236407949,EVI2A
cg00520096,-0.5083695627467449,EVI5
cg09662916,0.4365070931151779,EVPL
cg22964918,-0.5050194126393093,EVX1
cg04856952,-0.5176667439749931,EWSR1
cg07639959,-0.5116676366047709,EXO1
ch.7.2773799F,-0.5166566519143168,EXOC4
cg19578297,-0.5125908692860345,EXOC7
cg13441683,-0.5138860606902131,EXOSC3
cg08300443,-0.5137063612144199,EXOSC5
cg09594067,-0.5138363870630986,EXOSC6
cg22024281,-0.5208959449233891,EXT1
cg02620470,-0.5162496063175428,EXT2
cg05156800,-0.5149409520609908,EXTL1
cg04098985,0.44723744799962634,EXTL2
cg07328417,-0.5152747128588874,EXTL3
cg24577279,-0.48817354982667166,EYA1
cg16998537,-0.474719167974441,EYA2
ch.1.933676F,-0.5149067395919166,EYA3
cg20330472,-0.5059015920647326,EYA4
cg00728999,-0.5133384960813835,EZH1
cg01893439,-0.5124613337041211,EZH2
cg04185037,-0.5154591848075127,EZR
cg26489080,0.4564256768075852,F10
cg18928866,0.44342580236479634,F11
cg19284575,-0.5163117084992621,F11R
cg06105778,-0.5171393411774649,F12
cg14047667,-0.5117498636268795,F13A1
cg26453360,0.4500288168840948,F2
cg14773260,-0.5109051263414331,F2R
cg19108289,-0.5099247056664641,F2RL1
cg02529909,0.4010373994021822,F2RL2
cg08066035,-0.5083931972796412,F2RL3
cg23281215,-0.5147652853827233,F3
cg15672437,-0.45652659765677467,F7
cg00105606,-0.5152596867733346,FA2H
cg01412524,-0.4793987970627705,FAAH
cg05301852,0.41501602203294813,FABP1
cg03484533,-0.4904985552006635,FABP3
cg14152613,0.44416427746452236,FABP4
cg07961887,-0.5158555544999899,FABP5
cg17923945,-0.4990977412515909,FABP6
cg18555555,0.44028325370281435,FABP7
cg07790826,-0.5110206880391075,FADD
cg25401284,-0.5157595535820904,FADS1
cg23760165,-0.512969291838574,FADS2
cg16119852,-0.5186671717427744,FAF1
cg07699440,-0.5150274027524223,FAH
cg18486102,-0.5094702467536846,FAIM2
cg24659328,0.43715773647890943,FAM107A
cg00444019,-0.5051216287451263,FAM107B
cg02505871,-0.5088649226050186,FAM110B
cg11139304,-0.5015673933756526,FAM111B
cg12187657,-0.5013886201438618,FAM131B
cg26585560,-0.4606711586304087,FAM135B
cg03814610,-0.5035939670393592,FAM13A
cg24805875,-0.4962656092145102,FAM162B
cg11730719,-0.5134179613559013,FAM163A
cg23361084,-0.5189476583626026,FAM168A
cg20427059,-0.5139155632172904,FAM168B
cg04451988,-0.5078008158070346,FAM171A1
cg17398066,-0.5151718600338319,FAM172A
cg13459205,-0.519057142756317,FAM189B
cg07615067,-0.5103559257025071,FAM20C
cg11288641,-0.5081931973277135,FAM3B
cg20977111,-0.5043708857574261,FAM3C
cg15202627,-0.4924295200325373,FAM53A
cg19219920,-0.523825476430743,FAM53B
cg07784526,-0.46439620941844195,FAM72B
cg04685813,0.4497867164639052,FAM83A
cg20497803,-0.4899699054359284,FAM83B
cg20241801,-0.512829001586413,FAM83D
cg14290616,-0.5044741662783967,FAM83F
cg05425877,-0.5176180224279276,FAM83H
cg06489241,-0.5215831876324742,FAM98A
cg07648498,-0.5131129680490524,FANCA
ch.9.1395144F,-0.51178001396744,FANCC
cg24104099,-0.5197329312999609,FANCD2
cg05576539,-0.5019603729192895,FANCG
cg05335832,-0.5152605747368422,FANCM
cg09131511,0.45283992838259385,FAP
cg06395280,-0.5085016566205302,FARP2
cg13632959,-0.5139812962366589,FAS
cg01880648,0.428124607732785,FASLG
cg18009376,-0.5132679991383851,FASN
cg24996433,-0.5067002678200023,FASTK
cg04011435,-0.5143853727583263,FASTKD2
ch.4.3470285F,-0.5091191674032115,FAT1
cg02018180,0.44897635290826543,FAT2
ch.11.91906385F,-0.5052517193122015,FAT3
cg04459504,-0.5066453023092908,FAT4
cg11419863,-0.5197690421989883,FAU
cg10436041,-0.5147249450083343,FBL
cg14531560,-0.5016698557225066,FBLIM1
cg16818414,-0.49532618780381876,FBLN1
cg12700904,-0.4900055984934836,FBLN2
cg10941822,-0.5097706041969325,FBLN5
cg04125371,-0.5188673615323365,FBN1
cg06993118,-0.49083453030059415,FBN2
cg10757188,-0.5004010194320656,FBN3
cg17814481,-0.5119867369130509,FBP1
cg14350544,0.4200566496771921,FBP2
cg15342631,0.45397837348474385,FBRS
cg02249648,-0.516421320078666,FBXL14
cg02699167,-0.5011381385478851,FBXL2
cg09291628,-0.5181009370714996,FBXL3
cg02570004,-0.5074798815865627,FBXO11
cg10197546,-0.5105506026589303,FBXO16
cg03650429,-0.4822847730438603,FBXO17
cg12664207,-0.5207127616703296,FBXO22
cg17960703,-0.519496862303735,FBXO25
cg17063018,-0.5109443548900318,FBXO28
cg19711075,-0.5158056037593086,FBXO3
cg09041207,-0.5209474666508342,FBXO31
cg15307908,-0.5142525363262825,FBXO32
cg05176146,-0.5141813111028185,FBXO38
cg23729107,-0.4502269023679942,FBXO39
cg14458328,-0.5166479437399287,FBXO4
cg20107840,0.45629374085894175,FBXO45
cg05540569,0.41902261302964044,FBXO47
cg13193548,-0.5122137767605006,FBXO6
cg03310003,-0.5178645752793023,FBXO8
cg16662451,0.4525581236716783,FBXW10
cg09281601,-0.5188948831368968,FBXW11
cg03112869,0.44476072359660773,FBXW12
cg07663984,-0.5197962607604044,FBXW2
cg11409572,-0.5018910614773319,FBXW4
cg13550263,0.4319457883495653,FBXW5
cg10236503,-0.5027066040201039,FBXW7
cg07964833,-0.4566536260544487,FCAR
cg13228041,0.4423091947272218,FCER1G
cg26015040,-0.4265975513979289,FCER2
cg27470554,-0.43406656919865794,FCGR2A
cg22942846,0.43814406618572893,FCGR2B
cg02832305,0.41895525377143966,FCGR2C
cg07111566,0.43040274453607713,FCGR3A
cg00974864,-0.1439539271655222,FCGR3B
cg18655657,-0.51548163856694,FCGRT
cg14099812,0.44044906335066103,FCN1
cg26164184,0.39180551194814084,FCN2
cg00394221,0.44287841322594784,FCRL1
cg11150520,0.44739425107010117,FCRL3
cg17281600,0.4232895055593706,FCRL4
cg07719786,0.43989858590995146,FCRL6
cg24664855,0.4448441052628515,FCRLA
ch.8.314562F,-0.5205031248391749,FDFT1
cg21787190,-0.5200671574349659,FDPS
cg13258606,-0.5103547010456879,FDX1
cg11769049,-0.5157743330265611,FDXR
cg07916377,-0.5167309040400563,FECH
cg11730100,-0.5142964109486488,FEN1
cg15223781,-0.5174255182295111,FER
cg13544006,-0.5064563349011433,FER1L4
cg04242132,-0.5047492887105465,FERMT1
cg02955219,-0.511680553127632,FERMT2
cg07682037,-0.5167092792275937,FERMT3
cg13947995,-0.4525073067332775,FES
cg03352332,0.4210689396719561,FETUB
cg09035284,-0.5066873647861059,FEV
cg21127268,-0.5093010816213547,FEZ1
cg07798380,-0.4963175211974195,FEZF1
cg11374425,-0.49511140037276097,FEZF2
cg18410168,0.44373172595307037,FFAR1
cg15479752,0.42113495059157025,FFAR2
cg09829888,0.4393670793809724,FGD4
cg16373643,0.4516923394921365,FGD5
cg25349370,-0.48338686728119185,FGF1
cg00167491,-0.5010952431184543,FGF10
cg04293888,-0.5009329406370464,FGF11
cg14015453,-0.5079333682854574,FGF12
cg26069514,-0.46932277468375877,FGF17
cg16654732,-0.5132209579420748,FGF18
cg09574088,-0.5013907549394263,FGF19
cg18375441,-0.5012857708076384,FGF2
cg21591807,0.4228830361290632,FGF21
cg00336669,0.44447454738259395,FGF23
cg17038667,-0.5074581013623237,FGF3
cg24199112,-0.5070409388996243,FGF4
cg10218799,-0.5018810414031437,FGF5
cg24965248,0.44695067540837025,FGF6
cg21541477,0.4481747586464457,FGF7
cg16584573,-0.48539552401501185,FGF8
cg04677470,-0.5161240771924436,FGF9
cg13929970,0.43017190049418397,FGFBP1
cg14489594,-0.5008293142696497,FGFR1
cg02907176,-0.5132024972754415,FGFR1OP
cg17794169,-0.507929739912296,FGFR2
cg06883949,-0.5126500601712639,FGFR3
cg23197992,-0.5092483550313652,FGFR4
cg25906220,-0.5169829846351465,FGFRL1
cg20000937,-0.4699811901794701,FGL1
cg14752838,-0.4907558521274184,FGL2
cg26801631,-0.5091821738890023,FGR
cg17371249,-0.5175028585891278,FH
cg26322434,-0.5066295641366189,FHIT
cg17291435,-0.5092344124357574,FHL2
cg02092708,0.42468359196881184,FHL5
cg10507099,-0.5163339834313885,FHOD1
cg21790971,-0.5145847410779097,FIP1L1
cg02701985,-0.519061916506792,FIS1
cg00725185,0.43050796219781284,FITM1
cg02459529,-0.5034125719262253,FJX1
cg02199239,-0.5146785871431723,FKBP10
cg15147435,-0.5148016064941514,FKBP11
cg11601662,-0.5232883493413594,FKBP14
cg21775445,-0.5097359226406584,FKBP1A
cg08377980,0.43698354377510223,FKBP1AP1
cg15010817,-0.5137804812250507,FKBP2
cg08501815,-0.5194482837195159,FKBP4
cg10913456,-0.512825655133383,FKBP5
cg06125055,-0.5133622034159461,FKBP7
cg02756608,-0.5209161953177769,FKBPL
cg12459491,-0.5167858829475965,FLAD1
cg09134682,-0.508933410948743,FLCN
cg26390526,0.43202496133685886,FLG
cg04691908,-0.521187829505449,FLI1
cg13696300,-0.5061415482095667,FLII
cg03781594,-0.5182328125073475,FLNB
cg02661879,-0.5038003242851697,FLNC
cg03151651,-0.5170616534558837,FLOT1
cg21489863,-0.5165269904782981,FLOT2
cg18845692,-0.4958832888367572,FLRT2
cg06722503,-0.511406698380882,FLRT3
cg10501128,-0.5062345887214857,FLT1
cg05598562,-0.5125113395086877,FLT3
cg01667384,-0.520749279441557,FLT3LG
cg17304222,-0.5071665992202609,FLT4
cg17095098,-0.4996976307894421,FLVCR1
cg01535698,-0.5082765789894766,FMN2
cg11359684,-0.5112150484208476,FMNL2
cg13285213,-0.511877495963875,FMNL3
cg22857957,-0.5133806005893614,FMO5
cg19678266,0.4096233121859716,FMOD
cg26910092,-0.5130116903465946,FN1
cg17258265,-0.4779053845796334,FN3K
cg20631254,-0.5147379658958012,FNDC3A
cg16541340,-0.5171244790644488,FNDC3B
cg27511208,-0.4960900225537974,FNDC5
ch.5.2389603F,-0.515082393572951,FNIP1
cg22886643,-0.5136699469184389,FNIP2
cg06980460,0.4444825019420557,FOLH1
cg19023300,0.27904629256401414,FOLH1B
cg25048701,0.45090112770766416,FOLR1
cg16682721,0.4355881683141397,FOLR2
cg10282345,-0.5200765497443041,FOS
cg17780657,-0.514507123586722,FOSB
cg03423524,-0.5117424680878521,FOSL1
cg07342545,-0.5188988500187716,FOSL2
cg00744656,-0.5116567985150955,FOXA1
cg00331096,-0.5030900125583646,FOXA2
cg18249991,-0.5140090251528207,FOXA3
cg14487131,-0.48139677618077414,FOXB2
cg23572376,-0.5165827320507926,FOXC1
cg08384637,-0.4903361084797167,FOXC2
cg19541747,-0.502744663698371,FOXD1
cg16657448,-0.5081520843033522,FOXD2
cg15462232,-0.5039017402223636,FOXD3
cg24393316,-0.5184303045491886,FOXE1
cg16630791,-0.5131787102180947,FOXF1
cg03848675,-0.49668296109619253,FOXF2
cg24981833,-0.49296581567482567,FOXG1
cg16087093,-0.48758399960899096,FOXI1
cg23638801,-0.5132017504486145,FOXJ1
cg08571203,-0.514264515253699,FOXJ2
cg21796443,-0.5103805754370865,FOXK1
cg02927804,-0.5191974534242442,FOXK2
cg08645670,-0.4986789510606408,FOXL1
cg10838925,-0.5049267272177934,FOXL2
cg00044170,-0.5156435218657076,FOXM1
cg20271602,0.44531841237174097,FOXN1
cg15846641,-0.5175256734939541,FOXN2
cg23533073,-0.5195701889853607,FOXN3
cg16014168,-0.5027943992007043,FOXN4
cg01995660,-0.5191883713445179,FOXO1
cg17753496,-0.51826899936747,FOXO3
cg18481137,-0.5175735196059054,FOXP1
cg06165742,0.4257242084190599,FOXP2
cg19565710,-0.5174860799887725,FOXP4
cg10853637,-0.5158630160780089,FOXQ1
cg05289394,-0.5203870144913784,FOXS1
cg11973688,-0.4964753690737144,FPGS
cg05664296,0.4405304116975207,FPR1
cg25653204,-0.4569855774307692,FPR2
cg25527915,-0.5101247225693567,FRAT1
cg00430287,0.44402599899880846,FRK
ch.9.1104901R,-0.5015970811761593,FRMD3
cg20517614,-0.5124340023958645,FRMD4A
ch.15.507483F,-0.5078932830785085,FRMD5
cg16235034,-0.48692216370553176,FRMPD1
cg01606460,-0.5130616160607739,FRS2
cg13108601,-0.5087512261814766,FRS3
cg20754145,-0.5149256615707279,FRY
cg14693391,-0.48990036042482343,FRZB
cg11032268,-0.5096646408155251,FSCN1
cg19752891,-0.506686683468373,FSD1
cg13794553,-0.5056827607324091,FSD1L
cg16632868,0.4060854612804384,FSHB
cg17327492,0.41824598163086646,FSHR
cg25190465,-0.5151258163658541,FSIP1
cg20656637,-0.5112129413364402,FST
cg22469841,-0.5166938984278618,FSTL1
cg17474489,-0.5134355597881443,FSTL3
cg03767310,-0.49484092877113145,FSTL5
cg18024037,0.4566447292188665,FTCD
cg07441964,-0.5177951066716017,FTH1
cg24587518,0.43636798944704147,FTMT
cg05643120,-0.5096013224465118,FTO
cg08228724,-0.5200159110071655,FUBP1
cg20694461,-0.5162276464224366,FUCA1
cg16895464,-0.49409487504006294,FURIN
ch.16.940898F,-0.5200767560161558,FUS
cg26259171,-0.5032504051891733,FUT1
cg08619932,-0.5057433068773388,FUT2
cg16859968,0.4524814721860427,FUT3
cg16095615,-0.510628845097435,FUT4
cg21967545,-0.4556330727907232,FUT6
cg07481335,-0.5130305971513561,FUT8
cg01837719,-0.4747762402045441,FUT9
cg02784848,-0.5138840319869881,FUZ
cg21388169,-0.4892390300876105,FXN
cg04436397,-0.5146059560465132,FXR1
cg03322974,-0.5053863585825462,FXYD3
cg11840540,-0.519238693676711,FXYD5
cg14683699,-0.513563336841844,FYN
cg14383716,-0.5053946966887343,FZD1
cg02291403,-0.5052752708492388,FZD10
cg24917527,-0.5111231247010897,FZD2
cg14934978,-0.49683676733581306,FZD3
cg21599792,-0.512845590614438,FZD4
cg26129270,-0.5166729218034163,FZD5
cg09042026,-0.5090937882303255,FZD6
cg03691735,-0.5116967950022985,FZD7
cg07755173,-0.5128445049787552,FZD8
cg08649099,-0.5175651508623886,FZD9
cg25341789,-0.5193949648518212,FZR1
cg17710021,-0.4512444607147238,G0S2
cg02122376,-0.5195532699861269,G3BP1
cg11489580,-0.5141947924045074,G3BP2
cg05353659,0.44346062699239214,G6PC
cg11237535,-0.5155545675166052,GAA
cg12989463,-0.5127519272905035,GAB1
cg12700464,-0.5095627324620507,GAB2
cg21703538,-0.5177060252832429,GABARAP
cg12149272,-0.5159604583038208,GABARAPL1
cg17612569,-0.5038631577352198,GABPA
cg10131483,-0.5166108204496046,GABPB1
cg05044431,-0.5057259921256024,GABRA1
cg22523852,-0.4743744946862121,GABRA5
cg11808581,-0.48678859707570177,GABRD
cg18483611,0.45074011980799006,GABRP
cg11582100,-0.5177451243006275,GAD1
cg12527175,-0.4987912420569021,GAD2
cg07000785,-0.5172818425952365,GADD45A
cg19351423,-0.5177586464780966,GADD45B
cg21210124,-0.5210538069252102,GADD45G
cg26361892,-0.5075793861577192,GADD45GIP1
cg18005693,-0.48872631731935795,GADL1
cg00226931,-0.5077745333468635,GAL
cg22934785,0.45106742908753583,GAL3ST1
cg26245531,-0.507459059498802,GALC
cg01108080,-0.5148252801975011,GALK1
cg01725199,-0.5123883198160393,GALNT12
cg14630357,-0.4911975558895344,GALNT13
cg03279535,-0.5056178578092159,GALNT14
cg18122200,-0.5180460470244003,GALNT2
cg15307891,-0.5121891335270697,GALNT3
cg23238458,-0.5190302598766967,GALNT4
cg05777410,0.44926662370268206,GALNT5
cg22541911,-0.5119448504986743,GALNT6
cg10817093,-0.5182408194386048,GALNT7
cg19724555,-0.5015261269903651,GALNT9
cg21661027,-0.5066300625651289,GALR1
cg27494087,-0.5064538609668583,GALR2
cg01961447,-0.489464862958454,GALR3
cg25476145,-0.5153083358527987,GALT
cg00308133,-0.5137944735326836,GAMT
cg18849015,-0.5233537271195895,GAP43
cg09644986,-0.5185450080702524,GAPDH
cg16043082,-0.5176706439277937,GART
cg13848566,-0.5128814025455904,GAS1
cg25938977,-0.4900298168097906,GAS2
cg06704773,-0.517210582192946,GAS5
cg10299448,-0.5156174655667067,GAS7
cg05975219,-0.4956485263872051,GAS8
cg07480653,0.36425515800119035,GAST
cg02574526,-0.5175855984547113,GATA2
cg13409449,-0.49767640974629124,GATA3
cg16795466,-0.49900814254344755,GATA4
cg24500900,-0.5026541949515814,GATA5
cg00940278,-0.5128265264183398,GATA6
cg01222304,-0.5119076577576306,GATAD1
cg22191731,-0.518328898982463,GATAD2A
cg23081265,-0.5195659362758795,GATAD2B
cg17319849,-0.5140817584964021,GBA
cg26471445,-0.5045191963865251,GBA2
cg21008928,0.44194467332608806,GBA3
cg00754584,-0.5080495211007191,GBAP1
cg03829176,-0.5202845681950304,GBE1
cg12054698,-0.48919794502979813,GBP1
cg13629753,-0.4893428328387598,GBP2
cg22074858,-0.4703808961083481,GBP3
cg20410995,-0.5182598013138501,GBP4
