Unnamed: 0,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10
cg17241776,0.398666917418518,0.489448526189433,21.2815844323167,1.49139445116155e-81,3.4239359338033397e-79,175.060080657125,0.132888002296017,0.531554919714535,0.398666917418518,13,51417469,F,I,DLEU7,1stExon,island,1stExon-island,chr13:51417371-51418149,,,,,
cg20985450,0.394113207734996,0.434107758418338,15.8860194486671,3.26353145283015e-50,1.42293880739695e-48,103.187866627699,0.0816199906014211,0.475733198336416,0.394113207734995,13,100621382,F,I,ZIC5,Body,island,Body-island,chr13:100620241-100624348,,,,,rs61080730
cg24604013,0.428207362042092,0.51474289203486,26.2564470031775,6.028007868180711e-113,6.81652592006377e-110,247.107891721289,0.131761925534292,0.559969287576384,0.428207362042092,13,112721325,F,I,SOX1,TSS1500,island,TSS1500-island,chr13:112720564-112723582,,,,,
cg25032595,0.420854207951763,0.554879129860848,22.846002741108,2.94438527511254e-91,1.107456515425e-88,197.3294389896,0.178474692187137,0.5993289001389,0.420854207951762,13,96204978,R,I,CLDN10,5'UTR,island,5'UTR-island,chr13:96204691-96205496,True,,high-CpG:95002899-95002984,,
cg26299169,0.375779137147571,0.501704713863522,20.6150105746038,1.74989804052278e-77,3.23689451201413e-75,165.723127833909,0.165614609178727,0.541393746326299,0.375779137147572,13,28498956,F,I,PDX1,3'UTR,island,3'UTR-island,chr13:28498226-28499046,,,,,
cg26444528,0.416290624062387,0.563353916945097,30.3807376708152,1.26383903557998e-139,6.40015414220809e-136,308.341074953115,0.191031066660086,0.607321690722473,0.416290624062387,13,58207859,R,I,PCDH17,1stExon,island,1stExon-island,chr13:58206526-58208930,,,high-CpG:57105859-57105866,,
cg27360326,0.382553148150251,0.40599087454657,17.2076045445412,1.69037206765745e-57,1.10463775552808e-55,119.886706064742,0.0638422162009525,0.446395364351203,0.382553148150251,13,53422691,R,I,PCDH8,1stExon,island,1stExon-island,chr13:53419897-53422872,True,True,,,
cg00800229,0.401964340290399,0.4143731124855,17.7521059149307,1.38585444223298e-60,1.08114592365494e-58,126.962676825174,0.0548634328549859,0.456827773145385,0.401964340290399,14,22004993,F,I,SALL2,1stExon,opensea,1stExon-opensea,,,True,,,
cg02874376,0.354988754039643,0.382202345866659,16.525037791121,1.06867631255629e-53,5.66126253992447e-52,111.174095774208,0.0647067860739001,0.419695540113542,0.354988754039642,14,101193397,F,I,DLK1,1stExon,island,1stExon-island,chr14:101192851-101193499,,,,,
cg04415798,0.347138617400804,0.660430948745578,23.5910074161906,6.0774047226281005e-96,2.8892064737152503e-93,208.081966326269,0.349956410036544,0.697095027437348,0.347138617400804,14,37128586,F,I,PAX9,5'UTR,shore,5'UTR-shore,chr14:37126786-37128274,,,,,
cg05057720,0.460665209544285,0.558822410657183,26.9471905591781,2.13979487286821e-117,3.1816473382026e-114,257.321355406979,0.14681172886252,0.607476938406804,0.460665209544285,14,38724675,R,I,CLEC14A,1stExon,island,1stExon-island,chr14:38724254-38725537,,True,,,
cg07445246,0.369307399122527,0.545041258635409,23.337806527511,2.39949252124484e-94,1.0546297821048701e-91,204.418222156041,0.214739360094362,0.584046759216889,0.369307399122527,14,96180653,R,I,TCL1A,TSS200,island,TSS200-island,chr14:96180256-96180848,,,,,
cg07489048,0.368260213673933,0.588673734466961,25.9544671546024,5.2625096279994106e-111,5.48903317676285e-108,242.65276973744,0.259308419765331,0.627568633439264,0.368260213673933,14,29236898,R,I,FOXG1,1stExon,island,1stExon-island,chr14:29236835-29237832,,,high-CpG:28306416-28306742,,
cg13019491,0.396739431985172,0.505444792747441,22.7978940000349,5.89201385580412e-91,2.18554934341303e-88,196.638059223437,0.150608177174186,0.547347609159358,0.396739431985172,14,60977856,R,I,SIX6,Body,island,Body-island,chr14:60975732-60978180,,,,,
cg13023623,0.390001819704703,0.632994712593962,27.608806973227,1.14191973935267e-121,2.21671997402561e-118,267.128432258566,0.284184096318744,0.674185916023448,0.390001819704703,14,57276257,R,I,OTX2,5'UTR,island,5'UTR-island,chr14:57274607-57276840,,,,,
cg20965743,0.381761353264744,0.521423446061944,19.1342812643549,1.29614065393981e-68,1.53472540596289e-66,145.375969344914,0.179982954827409,0.561744308092153,0.381761353264744,14,104552209,R,I,ASPG,Body,island,Body-island,chr14:104552012-104552478,,,,,
cg23248887,0.424105508454312,0.576211674213271,23.4608690754291,4.02460468360496e-95,1.8358712383097198e-92,206.197750119913,0.196899331820426,0.621004840274737,0.424105508454312,14,38679643,F,I,SSTR1,Body,island,Body-island,chr14:38678245-38680937,True,,,,
cg23906738,0.431143288235771,0.481318097645404,18.5309687887977,4.46493286930597e-65,4.40343449955656e-63,137.263320922503,0.0957112915379053,0.526854579773676,0.431143288235771,14,36987301,F,I,NKX2-1,Body,island,Body-island,chr14:36986362-36990576,,,,rs2076736,
cg27317046,0.382674011535004,0.719832997710974,18.7711453005983,1.76790109437613e-66,1.87137231262316e-64,140.479559095577,0.377576241326858,0.760250252861862,0.382674011535004,14,74968209,F,I,LTBP2,Body,opensea,Body-opensea,,True,True,,,
cg05905176,0.353617375521145,0.393064644903256,14.0291580443215,1.54248278510039e-40,3.87222023686887e-39,81.0296927601913,0.0767956214034451,0.43041299692459,0.353617375521145,15,51385916,R,I,TNFAIP8L3,Body,island,Body-island,chr15:51385861-51387203,True,,,,
cg08680048,0.399700408694294,0.426329779469501,18.3537079032087,4.78353534617511e-64,4.46557018610876e-62,134.90133547223,0.0688449195586486,0.468545328252943,0.399700408694294,15,41793881,R,I,ITPKA,Body,island,Body-island,chr15:41793562-41795305,True,True,,,
cg18582992,0.387716588353439,0.491467790852498,18.4392676964577,1.52464322048614e-64,1.4603641285698099e-62,136.040149409022,0.14470104441504,0.532417632768479,0.387716588353439,15,45479642,F,I,SHF,Body,island,Body-island,chr15:45479509-45480498,True,,,,
cg02732252,0.358731595358991,0.552201318368322,20.037231530703,5.4148636303723e-74,8.427891535521999e-72,157.715033007238,0.231358228586572,0.590089823945563,0.358731595358992,16,3068014,F,I,CLDN6,5'UTR,island,5'UTR-island,chr16:3067521-3068358,True,,,,
cg03306374,0.441992381253849,0.493690895540516,16.5123672962543,1.25502523210148e-53,6.62533489350203e-52,111.014100781088,0.098380855677524,0.540373236931372,0.441992381253848,16,23847325,R,I,PRKCB,1stExon,island,1stExon-island,chr16:23846941-23848102,True,,high-CpG:23754772-23755017,,
cg05520409,0.308055762215484,0.44773007397616,18.3766523086326,3.52113211286017e-64,3.30918231004734e-62,135.206496290947,0.172210538331748,0.480266300547234,0.308055762215485,16,1030619,F,I,SOX8,TSS1500,island,TSS1500-island,chr16:1029878-1035327,,,,,
cg16596604,0.379361931673724,0.48597159097971,16.6666379931967,1.76532487465944e-54,9.73547692082544e-53,112.966529395822,0.146677099280514,0.526039030954238,0.379361931673724,16,21294947,R,I,CRYM,5'UTR,shore,5'UTR-shore,chr16:21294980-21295414,,,,,
cg26860604,0.335849079039118,0.648876128116243,18.4358748156952,1.59543685519242e-64,1.5260814288019002e-62,135.994944600337,0.34849874955991,0.684347828599027,0.335849079039117,16,69958964,R,I,WWP2,1stExon,opensea,1stExon-opensea,,True,True,,,
cg27267227,0.396893711232081,0.568402466433213,18.2131495217555,3.11385809286138e-63,2.7671523265707603e-61,133.035666231967,0.213427866275083,0.610321577507164,0.396893711232081,16,29888023,R,I,SEZ6L2,Body,island,Body-island,chr16:29887788-29888316,True,True,,,
cg00164949,0.344749715750631,0.479225446332157,15.6684466313025,4.82006719797765e-49,1.96365615053906e-47,100.508506768567,0.170887498312491,0.515637214063122,0.344749715750631,17,43037427,R,I,C1QL1,3'UTR,island,3'UTR-island,chr17:43037166-43037740,,True,,,
cg01452847,0.349356960213408,0.451868962498433,16.9222260254421,6.708131408120389e-56,3.99992368024817e-54,116.221986653516,0.139410377858127,0.488767338071534,0.349356960213407,17,46711341,F,I,MIR196A1,TSS1500,island,TSS1500-island,chr17:46710812-46711419,,,,,
cg02374745,0.340981426771286,0.389115340013065,13.8863644940957,7.9769594873925e-40,1.9306706269202e-38,79.3962044899692,0.0841476819120044,0.42512910868329,0.340981426771286,17,6679564,R,I,FBXO39,1stExon,island,1stExon-island,chr17:6679205-6679710,,True,,,
cg02745847,0.359979758801934,0.657379369530774,21.2778917336306,1.57128043533172e-81,3.59317283843985e-79,175.008084107296,0.335419944804549,0.695399703606484,0.359979758801934,17,47075880,R,I,IGF2BP1,Body,island,Body-island,chr17:47072820-47076042,,,,,
cg04946749,0.351150275450334,0.37003289754437,13.8786875803685,8.71108769984709e-40,2.10368944922287e-38,79.3086879780944,0.0559704039955317,0.407120679445866,0.351150275450334,17,74865838,R,I,MGAT5B,Body,island,Body-island,chr17:74864170-74866657,,,,,
cg05306745,0.367844419589127,0.489520416788943,13.5021815824686,6.2897973573334e-38,1.3614452038651e-36,75.0551679563695,0.160526980841813,0.528371400430941,0.367844419589127,17,76921845,F,I,TIMP2,TSS1500,island,TSS1500-island,chr17:76920684-76921961,,,,rs8179090,rs36099107
cg13545212,0.342625034874102,0.429156681390593,14.2028769675028,2.06011556954748e-41,5.45502866255897e-40,83.0312610569267,0.122719009750385,0.465344044624487,0.342625034874103,17,6617192,F,I,SLC13A5,TSS1500,island,TSS1500-island,chr17:6616422-6617471,True,,,rs7207927,
cg14754787,0.408773438195637,0.556872562285628,24.7142833601264,4.54469497536058e-103,3.18237939537173e-100,224.437301737149,0.191272947899418,0.600046386095055,0.408773438195637,17,35299600,F,I,LHX1,Body,island,Body-island,chr17:35291899-35300875,,,,,
cg03502002,0.481127309294986,0.530051473844791,20.4516909782109,1.71116958732178e-76,3.0167350010190603e-74,163.451146707868,0.0997398578910724,0.580867167186059,0.481127309294986,18,74962133,R,I,GALR1,1stExon,island,1stExon-island,chr18:74961556-74963822,,True,,,
cg13096208,0.3792507787539,0.438407129557127,17.8642602331315,3.16483336397344e-61,2.54161359236865e-59,128.433300072518,0.0992120510311675,0.478462829785067,0.3792507787539,18,55019843,F,I,ST8SIA3,1stExon,island,1stExon-island,chr18:55019707-55021605,,,,,
cg14002960,0.365380049547055,0.51053420817376,21.2664291435529,1.84751829019359e-81,4.20834316140447e-79,174.846699040107,0.183744860488978,0.549124910036033,0.365380049547055,18,31739423,R,I,NOL4,Body,island,Body-island,chr18:31739047-31739522,,True,,,
cg25547580,0.45433527766114,0.519654136039122,25.3844052623974,2.38127400259255e-107,2.05448089379232e-104,234.262295192514,0.113304831524214,0.567640109185354,0.454335277661141,18,55103734,F,I,ONECUT2,1stExon,island,1stExon-island,chr18:55103154-55108853,,,,,
cg02571816,0.349666177055668,0.416926213380109,14.3119494997154,5.77454254765466e-42,1.5762367447867298e-40,84.2959031848955,0.104191070755039,0.453857247810708,0.349666177055668,19,38747378,R,I,PPP1R14A,TSS1500,island,TSS1500-island,chr19:38746638-38747379,True,,,,
cg07517893,0.363697353321732,0.613681076615205,22.4089338969355,1.58441082680182e-88,5.14999842884737e-86,191.062488876967,0.288396702183635,0.652094055505366,0.36369735332173,19,45889164,R,I,PPP1R13L,Body,island,Body-island,chr19:45888768-45889465,,True,,,
cg14231297,0.393594478382049,0.525544603397122,31.3636685309696,5.42608130609796e-146,3.57732326410707e-142,322.954244884072,0.173520777788008,0.567115256170058,0.393594478382049,19,58629901,F,I,ZSCAN18,TSS200,island,TSS200-island,chr19:58629309-58630241,,,,rs8109359,
cg15215348,0.413904548704779,0.712871478439956,28.5018546553045,1.89971114007516e-127,4.91701530788934e-124,280.392595975003,0.342682691059053,0.756587239763832,0.413904548704779,19,18344520,R,I,PDE4C,5'UTR,shore,5'UTR-shore,chr19:18343496-18344196,,,,,
cg22694191,0.363667390249227,0.44616362533399,18.3108829101565,8.47062875203905e-64,7.77464433553319e-62,134.332221388514,0.120906049335805,0.484573439585032,0.363667390249227,19,19373575,F,I,HAPLN4,5'UTR,shore,5'UTR-shore,chr19:19371675-19372393,,,high-CpG:19234563-19234664,,
cg25352836,0.351534752084646,0.544976303358015,29.7369736074407,1.8817271539570198e-135,7.645501187623961e-132,298.763749429532,0.230569940819387,0.582104692904033,0.351534752084646,19,19625264,R,I,TSSK6,3'UTR,island,3'UTR-island,chr19:19624954-19627258,,,,,
cg26870725,0.377996332849633,0.463844389454815,20.1761690890445,7.89783879994926e-75,1.27349461627977e-72,159.633101684038,0.125771264793795,0.503767597643428,0.377996332849633,19,12978805,R,I,MAST1,Body,shore,Body-shore,chr19:12978359-12978785,True,,,,
cg03774514,0.408318763825624,0.478861940810361,21.2318410070463,3.01126798812441e-81,6.7796215232631e-79,174.35989389048,0.113668979006769,0.521987742832393,0.408318763825625,20,22563702,F,I,FOXA2,Body,island,Body-island,chr20:22562736-22566104,,,,,
cg07113642,0.408367216562859,0.440815890101254,16.4607472445376,2.41410171018931e-53,1.25470090669991e-51,110.362948355444,0.0755795930405391,0.483946809603398,0.408367216562859,20,2781262,R,I,CPXM1,5'UTR,island,5'UTR-island,chr20:2780978-2781497,True,,high-CpG:2729253-2729300,,
cg07676859,0.398808770557778,0.49515780254331,17.5073304928049,3.42647168363147e-59,2.4670878543056e-57,123.768462547943,0.138470407752308,0.537279178310087,0.398808770557778,20,23015932,R,I,SSTR4,TSS200,island,TSS200-island,chr20:23015716-23016879,,,,,
cg17508991,0.399611325103253,0.568551085954087,21.6848014933328,4.91727079777236e-84,1.27841723374823e-81,180.754922346429,0.21114590080556,0.610757225908813,0.399611325103253,20,30639305,F,I,HCK,TSS1500,shore,TSS1500-shore,chr20:30639908-30640786,,,,,
cg18369516,0.342743070698424,0.571682623162576,19.6530809090151,1.08119275990544e-71,1.4956071819721199e-69,152.438068126871,0.265139382403086,0.607882453101511,0.342743070698425,20,62406721,F,I,ZBTB46,Body,island,Body-island,chr20:62406463-62407179,True,True,,rs3810494,
cg18759209,0.370054496887021,0.442135802893344,18.4022910361698,2.49978491384195e-64,2.36714050025651e-62,135.547693713966,0.111165713542705,0.481220210429726,0.370054496887021,20,55842071,R,I,BMP7,TSS1500,shore,TSS1500-shore,chr20:55840216-55841794,True,,,,
cg19593767,0.344947754484772,0.545790962728551,17.4789578582316,4.96283939868024e-59,3.53756699854518e-57,123.39959943085,0.237275892425316,0.582223646910088,0.344947754484772,20,42544666,F,I,TOX2,TSS200,island,TSS200-island,chr20:42543097-42545137,True,,,,
cg22348992,-0.368127657990471,0.467669488003641,-13.386860616503,2.29764214763495e-37,4.81493414433611e-36,73.7677240983207,0.796916247285006,0.428788589294535,-0.368127657990471,20,61979563,F,I,CHRNA4,Body,island,Body-island,chr20:61979255-61979573,,,,,
cg22474464,0.347704833211985,0.363035804267722,13.4142346729581,1.69048144209547e-37,3.56846508486075e-36,74.0726664457,0.0520548523163277,0.399759685528314,0.347704833211986,20,21492914,R,I,NKX2-2,Body,island,Body-island,chr20:21485932-21496714,,,,,
cg26132320,0.421482273882419,0.531525762372522,21.4559491174971,1.2651353444411099e-82,3.04451509679484e-80,177.518585222556,0.154559593821504,0.576041867703923,0.42148227388242,20,44640353,F,I,MMP9,Body,island,Body-island,chr20:44640288-44641210,True,,,rs3918254,rs36040399
cg26492446,0.352649609061967,0.358684791728811,13.396243288556,2.06834226036105e-37,4.3435311774467e-36,73.8721989277123,0.0432813211520405,0.395930930214008,0.352649609061967,20,61638574,F,I,BHLHE23,TSS200,island,TSS200-island,chr20:61636171-61639055,,,,rs75814027,
cg11213574,0.364748307040811,0.485607068981409,13.5722062221955,2.85404871734319e-38,6.301811708145699e-37,75.8404743747414,0.159382740437043,0.524131047477854,0.364748307040812,22,50623692,F,I,TRABD,TSS1500,island,TSS1500-island,chr22:50623164-50625226,,True,,,
cg26995244,0.354439833087645,0.53965424564594,24.9803885223709,9.11966639558393e-105,6.92737789553247e-102,228.333411790691,0.222649630884405,0.57708946397205,0.354439833087645,22,45125395,F,I,PRR5,Body,island,Body-island,chr22:45124981-45125855,,True,,,
cg00421624,0.319824862681928,0.765031964541825,18.4429405745585,1.45153779648539e-64,1.3918670056199899e-62,136.089088920062,0.478986357019563,0.79881121970149,0.319824862681927,1,153746588,R,II,SLC27A3,TSS1500,shore,TSS1500-shore,chr1:153747655-153748698,,,,,
cg00630958,0.340408216694592,0.394868853081669,14.8679507112466,8.0525918650779e-45,2.5780984510679098e-43,90.8349563139805,0.0904138637683043,0.430822080462896,0.340408216694591,1,65991461,F,II,LEPR,5'UTR,island,5'UTR-island,chr1:65991001-65991811,,,high-CpG:65764045-65764059,rs79304442,
cg02177231,0.444415723503362,0.569228770793267,20.9994105465486,7.97138904274578e-80,1.6850349421150799e-77,171.095354951781,0.171751337188013,0.616167060691375,0.444415723503362,1,119529930,F,II,TBX15,5'UTR,island,5'UTR-island,chr1:119529819-119530712,,True,,,
cg03082523,-0.369226402940859,0.398961256221004,-22.510576600284,3.6816856023363e-89,1.23935894332211e-86,192.516992749262,0.729190713233278,0.359964310292419,-0.36922640294086,1,3155965,F,II,PRDM16,Body,shore,Body-shore,chr1:3157509-3158300,,,,,
cg04574507,-0.353537821894546,0.55477908382679,-15.4125959571421,1.1131560579634901e-47,4.2058714292128304e-46,97.3846552898774,0.870976955993147,0.517439134098602,-0.353537821894545,1,158301038,F,II,CD1B,Body,opensea,Body-opensea,,,,,rs3181084,
cg05374271,0.351126643834303,0.645505940931948,15.8460578631323,5.35962064371403e-50,2.3117623075256798e-48,102.694196693394,0.331464583075649,0.682591226909953,0.351126643834304,1,192778890,F,II,RGS2,Body,shore,Body-shore,chr1:192777632-192778198,,,,,
cg05799811,-0.385102147608429,0.433291203755948,-18.6604121114644,7.85203564808061e-66,8.04827895615232e-64,138.994470713497,0.777719641392251,0.392617493783822,-0.385102147608429,1,167487396,F,II,CD247,Body,opensea,Body-opensea,,,,,,
cg06203976,-0.380759255221247,0.527963315320663,-19.2277853437769,3.63260610601856e-69,4.42883888892186e-67,146.643099018139,0.86850754808034,0.487748292859093,-0.380759255221247,1,159140445,F,II,CADM3,TSS1500,shore,TSS1500-shore,chr1:159141202-159141718,,,,,
cg06215569,0.363424995316632,0.540696529844761,18.5425572600767,3.82235850429494e-65,3.77931100331278e-63,137.418086913158,0.215655747516627,0.579080742833259,0.363424995316632,1,110611465,R,II,ALX3,Body,island,Body-island,chr1:110610265-110613303,,True,,,
cg06880420,-0.444938183677428,0.415089981563519,-23.351361394301,1.97133053139135e-94,8.686283912720889e-92,204.614121810617,0.813034694155915,0.368096510478487,-0.444938183677428,1,200119987,R,II,NR5A2,Body,shelf,Body-shelf,chr1:200116696-200117204,True,,,,
cg07810039,0.395916122079943,0.587940212675077,13.9205982367229,5.38483942725033e-40,1.31458855073696e-38,79.7868461642478,0.233839950679981,0.629756072759925,0.395916122079944,1,218524558,F,II,TGFB2,Body,opensea,Body-opensea,,,,,,
cg09149672,-0.359167871346939,0.604186874104935,-14.7137156171317,5.0657496955136e-44,1.55215210330267e-42,89.005770746254,0.925420161287141,0.566252289940202,-0.359167871346939,1,158261151,F,II,CD1C,Body,opensea,Body-opensea,,,,,,
cg09649610,0.441704617597355,0.516012892169806,17.5963887665135,1.06915768318058e-59,7.89486639173626e-58,124.928163472883,0.120960222947902,0.562664840545256,0.441704617597355,1,235814039,F,II,GNG4,TSS1500,island,TSS1500-island,chr1:235811841-235814066,,,,rs80114549,
cg10266490,0.367619372562234,0.598828923456506,23.8754951430435,9.670087671500441e-98,5.09641332454854e-95,212.209112273834,0.270036765524441,0.637656138086674,0.367619372562234,1,55013709,R,II,ACOT11,TSS200,opensea,TSS200-opensea,,,,,,
cg10896862,0.448676157559949,0.476403850402384,18.8335899952669,7.61350292470542e-67,8.208300499693211e-65,141.31870170557,0.075115961168991,0.52379211872894,0.448676157559949,1,161275561,R,II,MPZ,3'UTR,opensea,3'UTR-opensea,,True,,,,
cg10976772,0.315175841559361,0.697689093177562,18.0751158202872,1.94754303422945e-62,1.66669235126244e-60,131.20987728765,0.415801486569413,0.730977328128776,0.315175841559362,1,6390595,F,II,ACOT7,Body,opensea,Body-opensea,,True,True,,,
cg11003133,-0.397639004436442,0.370727464883751,-23.6321749868605,3.34032565563779e-96,1.60989874564546e-93,208.678510567421,0.726368641885334,0.32872963744889,-0.397639004436444,1,159046391,R,II,AIM2,5'UTR,opensea,5'UTR-opensea,,,,,,
cg11388802,-0.373650180031072,0.566110298767684,-18.02785977936,3.64274582134777e-62,3.08046525870121e-60,130.58628590689,0.900296302480867,0.526646122449795,-0.373650180031072,1,181577847,R,II,CACNA1E,Body,opensea,Body-opensea,,,True,,,
cg12280471,-0.374756445612998,0.487179965722014,-17.2876997399499,5.98312190954608e-58,4.00579125815979e-56,120.920777724018,0.822355393483752,0.447598947870754,-0.374756445612998,1,247587794,F,II,NLRP3,Body,opensea,Body-opensea,,,,,rs28937896,
cg12636785,-0.373187729740671,0.38894617751879,-21.2055301971505,4.36579158139552e-81,9.747571210039759e-79,173.989759396963,0.722718574005951,0.349530844265281,-0.37318772974067,1,242684042,R,II,PLD5,5'UTR,shelf,5'UTR-shelf,chr1:242686916-242687476,,,,,
cg14856606,-0.372992012911828,0.361578171672769,-25.485430204752,5.3684445734264995e-108,4.84713669986224e-105,235.74720949128,0.695175522546718,0.322183509634891,-0.372992012911828,1,207277547,R,II,C4BPA,TSS200,opensea,TSS200-opensea,,,,,,
cg16294013,0.361440240303387,0.441379714057499,16.0942520218678,2.43353354421161e-51,1.1279019644759499e-49,105.771424246227,0.118114060932223,0.47955430123561,0.361440240303387,1,66258022,R,II,PDE4B,TSS200,shore,TSS200-shore,chr1:66258440-66258918,,,,,
cg17080882,0.358207691630228,0.737809779181003,22.4410372790138,9.99453865651554e-89,3.2977258709723e-86,191.521691997194,0.417435259475765,0.775642951105993,0.358207691630228,1,92191625,F,II,TGFBR3,Body,opensea,Body-opensea,,,True,,rs80015193,
cg18877506,0.379397464835635,0.405780608670192,15.0569837258792,8.32362257235834e-46,2.828396576129e-44,93.0924202825985,0.066454336749781,0.445851801585416,0.379397464835635,1,13910555,R,II,PDPN,TSS1500,island,TSS1500-island,chr1:13910137-13910868,True,,,,
cg19313373,-0.36939714706482,0.564238199413018,-16.180175625167,8.2926784196292e-52,3.94503430005015e-50,106.842865280634,0.894620366900205,0.525223219835385,-0.36939714706482,1,162694184,F,II,DDR2,Body,opensea,Body-opensea,,,True,,rs34609516,
cg21291134,-0.404601265017349,0.483844329204054,-19.5466887854312,4.65523638541628e-71,6.2061529866164e-69,150.983638072453,0.845712426904964,0.441111161887615,-0.404601265017349,1,159558512,F,II,APCS,3'UTR,opensea,3'UTR-opensea,,,,,,
cg22719314,-0.361586656150707,0.597272944624957,-15.7135748708499,2.7621298828084097e-49,1.14083147003654e-47,101.062541114871,0.920669549451882,0.559082893301175,-0.361586656150707,1,152290334,R,II,FLG,5'UTR,opensea,5'UTR-opensea,,,,,,
cg22877509,0.399436113400569,0.486945616715458,15.5454746927466,2.18770340483607e-48,8.600667458571331e-47,99.0033896553967,0.129697137763938,0.529133251164507,0.399436113400569,1,155290607,R,II,RUSC1,TSS200,island,TSS200-island,chr1:155290606-155291001,True,,,,
cg24432768,-0.35431734215642,0.529158027208882,-15.6039304213857,1.0667717705985499e-48,4.25952910618839e-47,99.7180179127412,0.846053088283613,0.491735746127192,-0.35431734215642,1,158149974,R,II,CD1D,5'UTR,shore,5'UTR-shore,chr1:158150620-158151503,,True,,,
cg25025181,-0.406147341690549,0.461820057751935,-16.6931272427233,1.25935315073696e-54,7.00705697341572e-53,113.30273121031,0.825070938634719,0.418923596944169,-0.40614734169055,1,246378510,R,II,SMYD3,Body,opensea,Body-opensea,,True,True,,,
cg25259754,-0.374967372473948,0.423720453224871,-19.1660886376745,8.41112280269254e-69,1.00376179293608e-66,145.806723347244,0.759084530179098,0.38411715770515,-0.374967372473947,1,157670220,R,II,FCRL3,Body,opensea,Body-opensea,,,,,,
cg25762679,0.325194723532902,0.612330939545724,15.3201564514414,3.43599144755991e-47,1.26087390422851e-45,96.2632884619025,0.321482625015173,0.646677348548076,0.325194723532903,1,101185311,F,II,VCAM1,1stExon,opensea,1stExon-opensea,,,,,,
cg25839439,0.334944878626075,0.774660094785717,26.6872615167388,1.01469444614273e-115,1.337941635363e-112,253.474572943723,0.475091416823519,0.810036295449595,0.334944878626075,1,19764480,F,II,CAPZB,Body,opensea,Body-opensea,,,,,rs10158489,
cg26026748,-0.414111137960537,0.231191138084243,-27.4220048513818,1.84032374938945e-120,3.36673258906629e-117,264.35745108775,0.601564695181532,0.187453557220996,-0.414111137960537,1,164629875,F,II,PBX1,Body,opensea,Body-opensea,,,True,,,
cg26231761,-0.373118734450667,0.545810540052685,-19.8829276046404,4.56671250798739e-73,6.76717847557657e-71,155.590691748798,0.879521228392832,0.506402493942165,-0.373118734450667,1,4744796,R,II,AJAP1,Body,opensea,Body-opensea,,,True,,,
cg05385513,0.340749464026795,0.512861200154254,12.5399004859143,2.48133281209199e-33,4.11420381133712e-32,64.5420717213101,0.20810100536175,0.548850469388545,0.340749464026795,2,56150478,F,II,EFEMP1,TSS200,island,TSS200-island,chr2:56150340-56151180,True,,,,
cg06714480,0.377818803888111,0.501283371142853,18.1385882486175,8.389090679043491e-63,7.29909378752833e-61,132.048644041342,0.163369025193487,0.541187829081597,0.377818803888111,2,182544307,R,II,NEUROD1,5'UTR,shelf,5'UTR-shelf,chr2:182547873-182549177,,,,,
cg07847030,0.350233116856523,0.549046712402025,12.9038509187396,4.8213361839882e-35,8.82997688248418e-34,68.4560376072074,0.235804509011246,0.586037625867771,0.350233116856524,2,85361959,R,II,TCF7L1,Body,island,Body-island,chr2:85359956-85362593,,,,,
cg09211763,0.356895953021625,0.470933446620879,15.5926408846701,1.22564100419341e-48,4.87827178135621e-47,99.5798828376142,0.151732122345357,0.508628075366983,0.356895953021626,2,190044504,R,II,COL5A2,1stExon,opensea,1stExon-opensea,,,,,,
cg09499849,0.353229900437718,0.565201914457543,17.0036199176924,2.35515039627181e-56,1.4394553987498602e-54,117.264049622468,0.249279441706505,0.602509342144224,0.353229900437719,2,158695158,R,II,ACVR1,5'UTR,opensea,5'UTR-opensea,,,True,,,
cg12001304,0.367367746458558,0.471081608686531,14.2113960579305,1.8657038648569799e-41,4.9533792603778396e-40,83.1298169501677,0.142514500617978,0.509882247076536,0.367367746458558,2,229045020,F,II,SPHKAP,Body,shore,Body-shore,chr2:229045957-229046553,,,,,
cg13713922,0.419113025674376,0.537222044321727,21.1715678023864,7.050065932969039e-81,1.56012288682587e-78,173.512205981477,0.162374888774758,0.581487914449133,0.419113025674376,2,121625577,R,II,GLI2,Body,shore,Body-shore,chr2:121624827-121625209,True,True,,,
cg15133719,0.334251428642429,0.567387473897056,15.7350203322057,2.119325972356e-49,8.81484205761971e-48,101.326139958123,0.268439005133715,0.602690433776144,0.334251428642429,2,223163804,R,II,PAX3,TSS200,island,TSS200-island,chr2:223162946-223163912,True,,,,
cg15602548,-0.355028863840367,0.246286664540053,-32.1655926340356,3.5257681965477705e-151,2.79994073463119e-147,334.858777694322,0.563818097817505,0.208789233977138,-0.355028863840367,2,54786148,F,II,SPTBN1,Body,shore,Body-shore,chr2:54785026-54785969,,,,,
cg16751493,0.353644750298973,0.70735688715785,22.5971111343578,1.06127184943695e-89,3.65709674191576e-87,193.756709967028,0.391063380148881,0.744708130447854,0.353644750298973,2,242101289,R,II,PPP1R7,Body,opensea,Body-opensea,,True,True,,,
