Unnamed: 0_tissue_liquid,dbeta_tissue_liquid,gene,Unnamed: 0_liquid_liquid,dbeta_liquid_liquid,dbeta_tissue_normalized_liquid,dbeta_liquid_normalized_liquid,Unnamed: 0_tissue_milk,dbeta_tissue_milk,Unnamed: 0_liquid_milk,dbeta_liquid_milk,dbeta_tissue_normalized_milk,dbeta_liquid_normalized_milk
cg21637392,0.377949549,RNF216,cg27006914,-0.0129194539700285,0.8618031794052874,0.6359631545579424,cg21637392,0.377949549,cg00166687,-0.0944678881822937,0.8618031794052874,0.229156799808634
cg04191427,0.432002963,RPTOR,cg11949518,-0.2399028217227234,0.9178661732704634,0.0,cg04191427,0.432002963,cg11762703,-0.1058759573591813,0.9178661732704634,0.1886329340602408
cg07790615,0.460779741,RYR2,cg26956874,-0.0462834847912928,0.9477128047611872,0.5424836432618654,cg07790615,0.460779741,cg00299070,-0.1392969137534584,0.9477128047611872,0.069914654121296
cg10717463,0.418723111,SALL3,cg16433156,-0.0295379788113487,0.90409260734535,0.5894012871100134,,,,,,
cg13870520,0.362661637,SCARB2,cg01624414,-0.0153343050924299,0.8459468984927191,0.6291972123975308,cg13870520,0.362661637,cg25841625,-0.0508847918968726,0.8459468984927191,0.3839731421172762
cg27267227,0.415970025,SEZ6L2,cg13552869,-0.0473647717764511,0.9012371680288196,0.539454087885751,cg27267227,0.415970025,cg02131512,-0.0577327821307941,0.9012371680288196,0.3596476377235998
cg05164933,0.403011259,SFRP2,cg20881942,-0.0237631174248812,0.8877966253323257,0.6055813231224939,cg05164933,0.403011259,cg25645268,-0.0327770657630465,0.8877966253323257,0.4482956012011049
cg22831607,0.351700948,SFRP5,cg09874752,-0.0242417055518587,0.8345787166390234,0.604240412473489,,,,,,
cg06276663,0.360758379,SH3PXD2A,cg23901918,-0.0489192580450172,0.8439728817991973,0.5350987203499613,cg06276663,0.360758379,cg22603555,-0.0482249596027501,0.8439728817991973,0.3934214269347135
cg14866200,0.354568975,SHISA3,cg02364236,-0.0123929002579426,0.83755337019386,0.6374384554273312,cg14866200,0.354568975,cg13587180,-0.0535581781045923,0.83755337019386,0.374476710942514
cg27252696,0.486846004,SIM1,cg14717557,-0.0311923780737857,0.9747481506258732,0.5847659828396842,cg27252696,0.486846004,cg12865837,-0.0431681598651258,0.9747481506258732,0.4113842452264504
cg00097146,0.398051457,SIX3,cg02120584,-0.0125433138187796,0.8826524294615805,0.6370170259473421,cg00097146,0.398051457,cg03717442,-0.0248647157784746,0.8826524294615805,0.476401935722524
cg13019491,0.429343547,SIX6,cg06785999,-0.0142181981226895,0.9151078863860688,0.6323243265835955,,,,,,
cg06132069,0.353587554,SLC12A5,cg21609339,-0.0444904706702266,0.8365354622500223,0.5475073193483113,,,,,,
cg14502484,0.460474666,SLC6A3,cg04598517,-0.07103544210901,0.9473963877842057,0.473133483322351,cg14502484,0.460474666,cg07392358,-0.0754650150548507,0.9473963877842057,0.2966590096488748
cg24604013,0.447486233,SOX1,cg15653173,-0.0419364332119097,0.9339250751378434,0.554663234492808,,,,,,
cg16428251,0.35438071,SOX14,cg16921083,-0.014720859564816,0.8373581059402455,0.630915967197732,cg16428251,0.35438071,cg03802069,-0.0254749843118281,0.8373581059402455,0.474234133289647
cg08044097,0.436589115,SOX17,cg00123055,-0.0216919257979459,0.9226228277056628,0.6113843983601249,,,,,,
cg05520409,0.362690447,SOX8,cg05933904,-0.0189837842464101,0.8459767795813263,0.6189720831370141,cg05520409,0.362690447,cg04809453,-0.0384430939370165,0.8459767795813263,0.4281686751202432
cg12377139,0.372520419,SPAG6,cg18247055,-0.0397929057787255,0.8561722070141033,0.560668980560399,,,,,,
cg12001304,0.376276998,SPHKAP,cg24333629,-0.0169331297871667,0.8600684468599538,0.6247176172337222,cg12001304,0.376276998,cg18147278,-0.0339598355845906,0.8600684468599538,0.4440941535488931
cg15341350,0.42207469,SRRM4,cg23881566,-0.0547220102080871,0.9075687902357712,0.5188405398177005,cg15341350,0.42207469,cg18201871,-0.0315052541995961,0.9075687902357712,0.4528133438844097
cg02164046,0.395107102,SST,cg16927040,-0.0206888022410554,0.8795986102097215,0.6141949550452586,cg02164046,0.395107102,cg14703224,-0.0589168428966511,0.8795986102097215,0.3554416043651469
cg23248887,0.456163982,SSTR1,cg16190266,-0.0655044742568437,0.9429254426067796,0.4886301771896068,,,,,,
cg00764217,0.424934382,ST7,cg07168526,-0.0282771851609237,0.9105347989147474,0.5929337851741204,cg00764217,0.424934382,cg21921829,-0.0414301737563093,0.9105347989147474,0.4175579381322526
cg04778012,0.365855606,STAG3,cg15140703,-0.0101380309013262,0.8492596118109299,0.6437561598624517,,,,,,
cg13782615,0.354001979,STIM1,cg02770745,-0.0368720079028577,0.8369652946049698,0.5688527670892093,cg13782615,0.354001979,cg13782615,-0.0487892656994307,0.8369652946049698,0.3914168927626018
cg15873301,0.363811526,SYN2,cg04172348,-0.0123989363952197,0.8471395376838835,0.6374215433471991,cg15873301,0.363811526,cg05124441,-0.0850791913088396,0.8471395376838835,0.2625074295911941
cg06733419,0.360351274,TBX18,cg09749813,-0.0387897099808123,0.8435506415847774,0.5634797396507976,,,,,,
cg06304097,0.367661688,TCERG1L,cg24067982,-0.0512513521991234,0.8511328397274127,0.528564647084349,cg06304097,0.367661688,cg23573567,-0.0871811917648935,0.8511328397274127,0.2550406810149526
cg07847030,0.36228023,TCF7L1,cg12463325,-0.0154189136197919,0.8455513116700045,0.6289601557951181,,,,,,
cg17080882,0.408369975,TGFBR3,cg23113350,-0.0521683192003075,0.8933545658952146,0.5259954842753192,cg17080882,0.408369975,cg15326069,-0.0402641466849402,0.8933545658952146,0.4216999120076289
cg14861089,0.439337372,TLX1,cg04273871,-0.0515409806044692,0.9254732584912356,0.5277531647447532,,,,,,
cg21185289,0.374427551,TLX2,cg07203423,-0.0460655733643052,0.85815024173391,0.5430941886066337,,,,,,
cg06896909,0.353292215,TMEM196,cg19803052,-0.0353633655420736,0.8362291432348136,0.5730796889309423,cg06896909,0.353292215,cg10182869,-0.1077438777104979,0.8362291432348136,0.1819976873439251
cg05905176,0.363579454,TNFAIP8L3,cg20318580,-0.0149046447272268,0.8468988377881789,0.6304010369946739,cg05905176,0.363579454,cg02233197,-0.0403994348829302,0.8468988377881789,0.4212193398189718
cg01009664,0.464877693,TRH,cg21217577,-0.010535360024748,0.9519631090590024,0.6426429211030181,,,,,,
cg07783282,0.402763183,USP44,cg13879483,-0.0169995859316426,0.8875393264452269,0.6245314200700309,cg07783282,0.402763183,cg26561986,-0.0605657571389153,0.8875393264452269,0.3495843134995283
cg09053680,0.37189378,UTF1,cg09053680,-0.0641722493182569,0.8555222710375768,0.4923628118002957,,,,,,
cg21179088,0.380793796,VSTM2A,cg06139908,-0.0306816982059477,0.8647531688751855,0.5861968082915002,cg21179088,0.380793796,cg22295435,-0.1449117321438649,0.8647531688751855,0.0499696359831328
cg26841013,0.395940407,WNT3A,cg11298786,-0.0364295794936556,0.8804628955461264,0.5700923652569868,cg26841013,0.395940407,cg27441138,-0.0414105568782273,0.8804628955461264,0.4176276214170813
cg10244666,0.404255433,WT1,cg15107670,-0.0365414325321266,0.8890870548198917,0.5697789748447413,cg10244666,0.404255433,cg25586361,-0.0375776713383962,0.8890870548198917,0.4312428385617803
cg26860604,0.365960719,WWP2,cg27186420,-0.0282593212368433,0.8493686326671177,0.5929838364074924,cg26860604,0.365960719,cg00963786,-0.0419388461002602,0.8493686326671177,0.4157510267735848
cg04738965,0.40868625,ZIC1,cg12595013,-0.0266609586775764,0.8936825992620747,0.5974621367577904,,,,,,
cg20985450,0.402938221,ZIC5,cg11591636,-0.0488566203102384,0.8877208719498304,0.5352742190739369,,,,,,
cg14231297,0.401590812,ZSCAN18,cg25784220,-0.0481797407119964,0.8863233694257366,0.5371707037759478,cg14231297,0.401590812,cg14889658,-0.0448858787492523,0.8863233694257366,0.4052825457736765
